Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_3:Line_1_3),RLGC1[1 2] - (Line_1_3:Line_2_4),RLGC1[2 2] - (Line_2_4:Line_2_4)
1.02e+10,Conductance,0.00153885,-0.000720477,0.00178262
1.02e+10,Capacitance,1.0087e-12,-2.65189e-13,1.00145e-12
1.03e+10,Resistance,3.34842,1.20536,-0.281524
1.03e+10,Inductance,5.19033e-09,1.8991e-09,5.20773e-09
1.03e+10,Conductance,0.00126377,-0.000327824,0.000895095
1.03e+10,Capacitance,1.0267e-12,-2.53783e-13,1.03086e-12
1.04e+10,Resistance,3.23929,-1.51091,-1.05301
1.04e+10,Inductance,5.42614e-09,2.10425e-09,5.38698e-09
1.04e+10,Conductance,0.0016412,-0.000186543,0.0017048
1.04e+10,Capacitance,9.96485e-13,-2.64058e-13,1.00778e-12
1.05e+10,Resistance,3.30402,1.03768,3.6657
1.05e+10,Inductance,5.35259e-09,1.98451e-09,5.32308e-09
1.05e+10,Conductance,0.00103629,-0.000428996,0.00127339
1.05e+10,Capacitance,1.0052e-12,-2.55059e-13,1.00933e-12
1.06e+10,Resistance,1.75693,0.24708,2.32668
1.06e+10,Inductance,5.18835e-09,1.97198e-09,5.35319e-09
1.06e+10,Conductance,0.00135057,-0.000254546,0.00139285
1.06e+10,Capacitance,1.03332e-12,-2.52879e-13,1.00387e-12
1.07e+10,Resistance,2.84219,-0.917732,0.620536
1.07e+10,Inductance,5.27943e-09,1.93624e-09,5.26678e-09
1.07e+10,Conductance,0.00133247,0.000134426,0.000746795
1.07e+10,Capacitance,1.01065e-12,-2.45159e-13,1.01382e-12
1.08e+10,Resistance,-2.70891,-2.84746,-1.27464
1.08e+10,Inductance,5.26796e-09,1.92552e-09,5.26238e-09
1.08e+10,Conductance,0.000873787,7.88006e-05,0.00131106
1.08e+10,Capacitance,1.01423e-12,-2.47323e-13,1.01445e-12
1.09e+10,Resistance,4.70206,-3.20022,-5.48778
1.09e+10,Inductance,5.3642e-09,2.0459e-09,5.27923e-09
1.09e+10,Conductance,0.00179984,9.65605e-05,0.00114059
1.09e+10,Capacitance,1.00901e-12,-2.6426e-13,1.02382e-12
1.1e+10,Resistance,11.3073,6.42426,6.23025
1.1e+10,Inductance,5.32597e-09,2.07085e-09,5.34017e-09
1.1e+10,Conductance,0.0017743,-0.00111833,0.00210719
1.1e+10,Capacitance,1.02061e-12,-2.66844e-13,1.01697e-12
1.11e+10,Resistance,-1.6842,-3.52539,-2.40325
1.11e+10,Inductance,5.32892e-09,1.97434e-09,5.27703e-09
1.11e+10,Conductance,0.00128465,8.25128e-05,0.00115023
1.11e+10,Capacitance,1.00816e-12,-2.51336e-13,1.01564e-12
1.12e+10,Resistance,-2.9287,5.25937,9.37472
1.12e+10,Inductance,5.22765e-09,1.8797e-09,5.16335e-09
1.12e+10,Conductance,0.000735504,-0.000806433,0.000954193
1.12e+10,Capacitance,1.01813e-12,-2.55149e-13,1.03334e-12
1.13e+10,Resistance,2.66384,1.03551,2.92236
1.13e+10,Inductance,5.2917e-09,1.98246e-09,5.30013e-09
1.13e+10,Conductance,0.000687692,-0.000253508,0.00163609
1.13e+10,Capacitance,1.01525e-12,-2.57747e-13,1.01589e-12
1.14e+10,Resistance,1.04859,-3.8212,-6.67268
1.14e+10,Inductance,5.23195e-09,1.85634e-09,5.10074e-09
1.14e+10,Conductance,0.00116001,0.000200685,0.00137821
1.14e+10,Capacitance,1.01518e-12,-2.45903e-13,1.03715e-12
1.15e+10,Resistance,10.5035,6.05081,2.43693
1.15e+10,Inductance,5.17712e-09,1.87125e-09,5.12097e-09
1.15e+10,Conductance,0.000583421,-0.000680926,0.000613289
1.15e+10,Capacitance,1.02414e-12,-2.51991e-13,1.03756e-12
1.16e+10,Resistance,0.901033,-0.211066,2.80635
1.16e+10,Inductance,5.27794e-09,2.05128e-09,5.47965e-09
1.16e+10,Conductance,0.00143557,-0.00036648,0.00200646
1.16e+10,Capacitance,1.01863e-12,-2.62915e-13,9.97431e-13
1.17e+10,Resistance,-7.7609,-9.52153,-5.57423
1.17e+10,Inductance,5.45367e-09,2.04139e-09,5.32862e-09
1.17e+10,Conductance,0.00216775,0.000527351,0.00161959
1.17e+10,Capacitance,9.89702e-13,-2.55172e-13,1.00856e-12
1.18e+10,Resistance,4.0409,7.45981,12.1275
1.18e+10,Inductance,5.17036e-09,1.92884e-09,5.25472e-09
1.18e+10,Conductance,0.000888351,-0.000801364,0.000572481
1.18e+10,Capacitance,1.0303e-12,-2.60442e-13,1.02753e-12
1.19e+10,Resistance,-0.597255,-2.47612,-2.87899
1.19e+10,Inductance,5.14624e-09,1.9212e-09,5.30101e-09
1.19e+10,Conductance,0.000895148,7.02922e-05,0.00180664
1.19e+10,Capacitance,1.03481e-12,-2.54139e-13,1.01787e-12
1.2e+10,Resistance,2.7937,-3.22878,-6.84502
1.2e+10,Inductance,5.33442e-09,2.09195e-09,5.48369e-09
1.2e+10,Conductance,0.00102645,-0.000295017,0.00295893
1.2e+10,Capacitance,1.01431e-12,-2.66925e-13,1.00258e-12
1.21e+10,Resistance,9.55285,2.68079,-0.67707
1.21e+10,Inductance,5.26009e-09,1.90679e-09,5.2035e-09
1.21e+10,Conductance,0.000696623,-0.000176591,0.000909306
1.21e+10,Capacitance,1.00845e-12,-2.46087e-13,1.01947e-12
1.22e+10,Resistance,6.17683,7.36513,13.854
1.22e+10,Inductance,5.35228e-09,2.0479e-09,5.38207e-09
1.22e+10,Conductance,0.00159961,-0.00112674,0.000603341
1.22e+10,Capacitance,1.00392e-12,-2.59252e-13,1.00686e-12
1.23e+10,Resistance,3.20496,3.11767,7.6783
1.23e+10,Inductance,5.39124e-09,2.09678e-09,5.40866e-09
1.23e+10,Conductance,0.00173422,-0.000604753,0.00114721
1.23e+10,Capacitance,1.00942e-12,-2.66923e-13,1.00916e-12
1.24e+10,Resistance,-9.93337,-8.49597,-7.83378
1.24e+10,Inductance,5.00668e-09,1.719e-09,5.06908e-09
1.24e+10,Conductance,0.00181407,0.000728808,0.00202431
1.24e+10,Capacitance,1.04086e-12,-2.32591e-13,1.0359e-12
1.25e+10,Resistance,-1.66425,-5.22488,-4.72854
1.25e+10,Inductance,5.30281e-09,2.02946e-09,5.28736e-09
1.25e+10,Conductance,0.00168503,-1.93731e-06,0.00255992
1.25e+10,Capacitance,1.01929e-12,-2.64855e-13,1.02015e-12
1.26e+10,Resistance,-4.87454,-6.06296,-4.01112
1.26e+10,Inductance,5.29456e-09,2.00569e-09,5.3321e-09
1.26e+10,Conductance,0.00197645,0.000224926,0.00199827
1.26e+10,Capacitance,1.01891e-12,-2.64184e-13,1.01983e-12
1.27e+10,Resistance,-15.7479,-15.2164,-12.0384
1.27e+10,Inductance,5.55203e-09,2.26243e-09,5.60492e-09
1.27e+10,Conductance,0.00327537,0.000448293,0.00298167
1.27e+10,Capacitance,1.00314e-12,-2.90107e-13,9.99429e-13
1.28e+10,Resistance,-7.95123,-10.3916,-7.80513
1.28e+10,Inductance,5.49815e-09,2.16868e-09,5.43717e-09
1.28e+10,Conductance,0.00229997,0.000539806,0.00221191
1.28e+10,Capacitance,9.98895e-13,-2.73861e-13,1.00139e-12
1.29e+10,Resistance,-14.857,-20.8219,-27.3459
1.29e+10,Inductance,5.43102e-09,2.13867e-09,5.45178e-09
1.29e+10,Conductance,0.00280954,0.00139523,0.00413016
1.29e+10,Capacitance,1.00482e-12,-2.75276e-13,1.00364e-12
1.3e+10,Resistance,15.7607,6.48594,1.43688
1.3e+10,Inductance,5.14749e-09,1.83721e-09,5.15204e-09
1.3e+10,Conductance,-0.000316371,-0.000971547,0.00191935
1.3e+10,Capacitance,1.03061e-12,-2.48524e-13,1.03598e-12
1.31e+10,Resistance,-10.8081,-12.2503,-12.253
1.31e+10,Inductance,5.5124e-09,2.13372e-09,5.37842e-09
1.31e+10,Conductance,0.00191219,0.00115613,0.0023408
1.31e+10,Capacitance,9.94023e-13,-2.73869e-13,1.00888e-12
1.32e+10,Resistance,38.0999,36.9201,41.5681
1.32e+10,Inductance,5.22307e-09,1.93615e-09,5.25962e-09
1.32e+10,Conductance,-0.00170121,-0.00421727,-0.0022371
1.32e+10,Capacitance,1.01949e-12,-2.54714e-13,1.01363e-12
1.33e+10,Resistance,36.4082,29.4834,24.3048
1.33e+10,Inductance,4.87266e-09,1.66564e-09,5.04441e-09
1.33e+10,Conductance,-0.00231411,-0.00357467,-0.00109826
1.33e+10,Capacitance,1.06009e-12,-2.22319e-13,1.0384e-12
1.34e+10,Resistance,19.2568,10.8437,7.43569
1.34e+10,Inductance,4.7539e-09,1.45369e-09,4.72781e-09
1.34e+10,Conductance,-0.00032731,-0.00148112,0.000970419
1.34e+10,Capacitance,1.07612e-12,-1.89701e-13,1.07858e-12
1.35e+10,Resistance,-14.0394,-12.5866,-5.36561
1.35e+10,Inductance,5.2563e-09,1.86465e-09,5.11464e-09
1.35e+10,Conductance,0.00367632,0.000841736,0.00263275
1.35e+10,Capacitance,1.01633e-12,-2.47659e-13,1.03693e-12
1.36e+10,Resistance,31.8364,31.2163,33.1824
1.36e+10,Inductance,4.99477e-09,1.7595e-09,5.10109e-09
1.36e+10,Conductance,-0.00235986,-0.00378783,-0.00264397
1.36e+10,Capacitance,1.04682e-12,-2.33433e-13,1.03263e-12
1.37e+10,Resistance,51.8304,59.0121,66.864
1.37e+10,Inductance,5.59617e-09,2.17119e-09,5.39503e-09
1.37e+10,Conductance,-0.00307159,-0.00591911,-0.00551084
1.37e+10,Capacitance,9.75664e-13,-2.92571e-13,1.00329e-12
1.38e+10,Resistance,92.1142,77.1272,56.5492
1.38e+10,Inductance,5.03962e-09,1.90659e-09,5.42166e-09
1.38e+10,Conductance,-0.0100279,-0.00852603,-0.00388203
1.38e+10,Capacitance,1.03027e-12,-2.76495e-13,9.77482e-13
1.39e+10,Resistance,0.458658,-10.7202,-17.4684
1.39e+10,Inductance,5.05901e-09,1.80444e-09,5.13345e-09
1.39e+10,Conductance,0.00182948,0.000919244,0.00467195
1.39e+10,Capacitance,1.04755e-12,-2.38904e-13,1.03076e-12
1.4e+10,Resistance,2.41994,-5.20657,-9.01038
1.4e+10,Inductance,5.17844e-09,1.93695e-09,5.32631e-09
1.4e+10,Conductance,0.0012078,0.000406424,0.00294622
1.4e+10,Capacitance,1.0321e-12,-2.51729e-13,1.00354e-12
1.41e+10,Resistance,-8.43779,6.33488,25.5067
1.41e+10,Inductance,5.32592e-09,2.00166e-09,5.3623e-09
1.41e+10,Conductance,0.00336571,-0.000851507,-0.00235978
1.41e+10,Capacitance,1.00935e-12,-2.59747e-13,1.00322e-12
1.42e+10,Resistance,18.8425,22.8185,22.242
1.42e+10,Inductance,4.9856e-09,1.88529e-09,5.39551e-09
1.42e+10,Conductance,-0.000657087,-0.00308858,-0.00158419
1.42e+10,Capacitance,1.07176e-12,-2.51479e-13,9.86944e-13
1.43e+10,Resistance,59.1689,27.0654,-6.96917
1.43e+10,Inductance,5.70818e-09,2.07914e-09,5.12184e-09
1.43e+10,Conductance,-0.00658175,-0.00339425,0.00511567
1.43e+10,Capacitance,9.3928e-13,-2.74371e-13,1.05859e-12
1.44e+10,Resistance,17.7114,-1.04552,-8.36886
1.44e+10,Inductance,5.72046e-09,1.93994e-09,4.80071e-09
1.44e+10,Conductance,-0.00205253,0.000128029,0.00472998
1.44e+10,Capacitance,9.30601e-13,-2.50461e-13,1.11773e-12
1.45e+10,Resistance,-29.9394,7.57242,48.8837
1.45e+10,Inductance,4.85495e-09,2.00544e-09,5.86387e-09
1.45e+10,Conductance,0.0117872,-0.00173738,-0.00631721
1.45e+10,Capacitance,1.1038e-12,-2.57515e-13,9.05412e-13
1.46e+10,Resistance,-7.91652,-4.83032,5.47485
1.46e+10,Inductance,5.40178e-09,2.02941e-09,5.26796e-09
1.46e+10,Conductance,0.00352139,0.000274926,0.000625035
1.46e+10,Capacitance,9.9658e-13,-2.63514e-13,1.02546e-12
1.47e+10,Resistance,35.3304,9.0587,-13.5816
1.47e+10,Inductance,5.1693e-09,1.89898e-09,5.33415e-09
1.47e+10,Conductance,-0.0057755,-0.000987022,0.00509225
1.47e+10,Capacitance,1.0259e-12,-2.45178e-13,9.9612e-13
1.48e+10,Resistance,-2.21114,14.9995,30.238
1.48e+10,Inductance,5.46202e-09,1.95453e-09,5.06692e-09
1.48e+10,Conductance,0.00394551,-0.0019155,-0.00463086
1.48e+10,Capacitance,9.78991e-13,-2.58756e-13,1.05268e-12
1.49e+10,Resistance,-23.2478,-13.1513,21.1683
1.49e+10,Inductance,5.27321e-09,1.90618e-09,5.17218e-09
1.49e+10,Conductance,0.00614432,0.00252154,-0.00488458
1.49e+10,Capacitance,1.00819e-12,-2.44195e-13,1.02597e-12
1.5e+10,Resistance,17.6483,3.83933,5.64275
1.5e+10,Inductance,5.23017e-09,1.87338e-09,5.41644e-09
1.5e+10,Conductance,-0.0020126,0.000317637,0.000357895
1.5e+10,Capacitance,1.01003e-12,-2.2709e-13,9.71175e-13
1.51e+10,Resistance,-6.59289,-8.42602,-4.57017
1.51e+10,Inductance,5.33442e-09,1.70237e-09,5.37283e-09
1.51e+10,Conductance,0.00320954,0.000488923,0.00200568
1.51e+10,Capacitance,9.77836e-13,-1.81008e-13,9.65106e-13
1.52e+10,Resistance,-14.6736,13.4318,-16.1792
1.52e+10,Inductance,5.39112e-09,1.81836e-09,5.38699e-09
1.52e+10,Conductance,0.0065379,-0.00505808,0.00727977
1.52e+10,Capacitance,9.67636e-13,-2.06821e-13,9.71618e-13
1.53e+10,Resistance,3.9296,-2.45822,29.1681
1.53e+10,Inductance,5.36953e-09,1.82014e-09,5.45744e-09
1.53e+10,Conductance,0.000678331,0.00185244,-0.0049537
1.53e+10,Capacitance,9.81585e-13,-2.05672e-13,9.59611e-13
1.54e+10,Resistance,-5.14991,-5.98016,-5.74608
1.54e+10,Inductance,5.46952e-09,1.75763e-09,5.27638e-09
1.54e+10,Conductance,0.00335784,-0.000295437,0.00307513
1.54e+10,Capacitance,9.51965e-13,-1.96136e-13,9.96245e-13
1.55e+10,Resistance,0.437222,4.80209,-1.34738
1.55e+10,Inductance,5.34914e-09,1.96783e-09,5.42414e-09
1.55e+10,Conductance,0.00289083,-0.00177624,0.00319911
1.55e+10,Capacitance,9.92337e-13,-2.3992e-13,9.82364e-13
1.56e+10,Resistance,16.1213,6.00315,-1.59688
1.56e+10,Inductance,5.27488e-09,1.92503e-09,5.24311e-09
1.56e+10,Conductance,-0.00106798,-0.00113222,0.00321694
1.56e+10,Capacitance,1.00967e-12,-2.45485e-13,1.0195e-12
1.57e+10,Resistance,7.58634,-4.83175,1.70284
1.57e+10,Inductance,5.31431e-09,1.99158e-09,5.2248e-09
1.57e+10,Conductance,0.000249088,0.000981576,0.000973763
1.57e+10,Capacitance,1.01596e-12,-2.60089e-13,1.02163e-12
1.58e+10,Resistance,-11.5547,2.16318,-10.0623
1.58e+10,Inductance,5.28347e-09,2.04922e-09,5.35037e-09
1.58e+10,Conductance,0.00654199,-0.00294795,0.00590955
1.58e+10,Capacitance,1.02823e-12,-2.68714e-13,1.01152e-12
1.59e+10,Resistance,5.36017,8.19141,8.56515
1.59e+10,Inductance,5.46896e-09,2.02925e-09,5.29921e-09
1.59e+10,Conductance,0.00175787,-0.00157037,0.000788218
1.59e+10,Capacitance,9.86475e-13,-2.56915e-13,1.00865e-12
1.6e+10,Resistance,-4.33983,0.80535,4.10662
1.6e+10,Inductance,5.28971e-09,1.98045e-09,5.3703e-09
1.6e+10,Conductance,0.00382137,-0.000776895,0.00111322
1.6e+10,Capacitance,1.01577e-12,-2.54141e-13,1.00299e-12
1.61e+10,Resistance,25.6049,11.0728,14.8059
1.61e+10,Inductance,5.33949e-09,1.99519e-09,5.24427e-09
1.61e+10,Conductance,-0.0018422,-0.000426533,-0.00117713
1.61e+10,Capacitance,9.94775e-13,-2.62115e-13,1.02129e-12
1.62e+10,Resistance,0.0468294,-6.21022,-1.68393
1.62e+10,Inductance,5.2546e-09,1.90635e-09,5.11786e-09
1.62e+10,Conductance,0.0024671,4.31913e-05,0.00221393
1.62e+10,Capacitance,1.02977e-12,-2.59251e-13,1.05175e-12
1.63e+10,Resistance,5.56583,9.17913,13.3781
1.63e+10,Inductance,5.36647e-09,2.02146e-09,5.28283e-09
1.63e+10,Conductance,0.0017735,-0.000999196,-0.000754743
1.63e+10,Capacitance,1.00477e-12,-2.6209e-13,1.00772e-12
1.64e+10,Resistance,10.7333,4.18606,2.84452
1.64e+10,Inductance,5.34295e-09,2.01195e-09,5.2594e-09
1.64e+10,Conductance,0.000329405,-0.000595441,0.00220773
1.64e+10,Capacitance,1.00258e-12,-2.60542e-13,1.01958e-12
1.65e+10,Resistance,-4.42801,-7.0518,-0.850452
1.65e+10,Inductance,5.2488e-09,1.95512e-09,5.32581e-09
1.65e+10,Conductance,0.00200907,0.00101571,0.00125477
1.65e+10,Capacitance,1.01842e-12,-2.47011e-13,1.00605e-12
1.66e+10,Resistance,0.989432,1.82129,-0.373996
1.66e+10,Inductance,5.30248e-09,2.01613e-09,5.27944e-09
1.66e+10,Conductance,0.00199614,-0.00123102,0.0034287
1.66e+10,Capacitance,1.02134e-12,-2.66896e-13,1.02097e-12
1.67e+10,Resistance,-5.42987,3.99817,-3.74285
1.67e+10,Inductance,5.25093e-09,2.03162e-09,5.2518e-09
1.67e+10,Conductance,0.00459991,-0.00319258,0.00437971
1.67e+10,Capacitance,1.03548e-12,-2.77602e-13,1.03399e-12
1.68e+10,Resistance,1.74582,-3.61451,9.24085
1.68e+10,Inductance,5.35048e-09,2.02544e-09,5.41559e-09
1.68e+10,Conductance,0.00144008,0.000708942,0.000113787
1.68e+10,Capacitance,1.00762e-12,-2.5511e-13,9.91178e-13
1.69e+10,Resistance,0.153574,0.277256,-1.38969
1.69e+10,Inductance,5.22633e-09,1.94426e-09,5.22236e-09
1.69e+10,Conductance,0.00131004,-0.000817302,0.00389688
1.69e+10,Capacitance,1.02586e-12,-2.56821e-13,1.02723e-12
1.7e+10,Resistance,5.27083,3.14297,4.33496
1.7e+10,Inductance,5.19401e-09,1.87264e-09,5.19592e-09
1.7e+10,Conductance,0.00182463,-0.000715087,0.000740391
1.7e+10,Capacitance,1.02748e-12,-2.50971e-13,1.02815e-12
1.71e+10,Resistance,-2.3296,-2.8044,-2.80004
1.71e+10,Inductance,5.30115e-09,2.05943e-09,5.35886e-09
1.71e+10,Conductance,0.00271509,-0.000340266,0.00293911
1.71e+10,Capacitance,1.01939e-12,-2.65984e-13,1.01102e-12
1.72e+10,Resistance,10.4846,4.41862,9.512
1.72e+10,Inductance,5.2731e-09,1.92708e-09,5.26143e-09
1.72e+10,Conductance,0.000360007,-0.000193625,0.00110294
1.72e+10,Capacitance,1.00818e-12,-2.47137e-13,1.01178e-12
1.73e+10,Resistance,-4.72691,-5.93431,6.74814
1.73e+10,Inductance,5.20436e-09,1.94572e-09,5.3936e-09
1.73e+10,Conductance,0.00175194,0.0011446,0.000320698
1.73e+10,Capacitance,1.02755e-12,-2.44764e-13,9.87607e-13
1.74e+10,Resistance,-0.0508203,-3.80364,-11.6866
1.74e+10,Inductance,5.35271e-09,2.03207e-09,5.21943e-09
1.74e+10,Conductance,0.00322,-0.000585081,0.00298605
1.74e+10,Capacitance,1.00746e-12,-2.68658e-13,1.03911e-12
1.75e+10,Resistance,-6.02996,-0.374627,9.00108
1.75e+10,Inductance,5.21523e-09,1.93834e-09,5.28251e-09
1.75e+10,Conductance,0.00192957,-0.000199035,0.00182458
1.75e+10,Capacitance,1.03007e-12,-2.5237e-13,1.00881e-12
1.76e+10,Resistance,3.30999,0.455264,1.32766
1.76e+10,Inductance,5.21134e-09,1.99385e-09,5.3219e-09
1.76e+10,Conductance,0.00175615,-0.000552444,0.00267827
1.76e+10,Capacitance,1.03333e-12,-2.64201e-13,1.01461e-12
1.77e+10,Resistance,-5.72459,-4.93854,-8.28107
1.77e+10,Inductance,5.17729e-09,1.9233e-09,5.24461e-09
1.77e+10,Conductance,0.00229386,-0.000281445,0.00286666
1.77e+10,Capacitance,1.03418e-12,-2.59115e-13,1.02282e-12
1.78e+10,Resistance,-0.439722,-4.81687,0.176292
1.78e+10,Inductance,5.28452e-09,1.90923e-09,5.22265e-09
1.78e+10,Conductance,0.00143256,0.00069643,0.00102581
1.78e+10,Capacitance,1.01023e-12,-2.45878e-13,1.02104e-12
1.79e+10,Resistance,5.90099,0.359952,3.24699
1.79e+10,Inductance,5.40848e-09,2.10327e-09,5.37084e-09
1.79e+10,Conductance,0.00211442,-0.000370432,0.00231846
1.79e+10,Capacitance,1.00347e-12,-2.66858e-13,1.00945e-12
1.8e+10,Resistance,2.97145,2.75623,7.25181
1.8e+10,Inductance,5.28382e-09,2.00482e-09,5.42614e-09
1.8e+10,Conductance,0.00226948,-0.000904085,0.00256404
1.8e+10,Capacitance,1.01715e-12,-2.57145e-13,9.90534e-13
1.81e+10,Resistance,-3.72655,-2.66174,-2.84918
1.81e+10,Inductance,5.28213e-09,1.91642e-09,5.13214e-09
1.81e+10,Conductance,0.00303166,-0.000243389,0.00199383
1.81e+10,Capacitance,1.01087e-12,-2.50428e-13,1.04103e-12
1.82e+10,Resistance,5.68179,2.6572,2.81792
1.82e+10,Inductance,5.25032e-09,1.92367e-09,5.29975e-09
1.82e+10,Conductance,0.00175423,-0.000599201,0.00159339
1.82e+10,Capacitance,1.0162e-12,-2.44886e-13,1.00693e-12
1.83e+10,Resistance,-3.83343,-1.1123,-1.8261
1.83e+10,Inductance,5.28423e-09,1.9982e-09,5.25892e-09
1.83e+10,Conductance,0.00370326,-0.000828705,0.00247943
1.83e+10,Capacitance,1.02023e-12,-2.62239e-13,1.02375e-12
1.84e+10,Resistance,9.36154,-1.34089,0.342183
1.84e+10,Inductance,5.37522e-09,2.03853e-09,5.25458e-09
1.84e+10,Conductance,0.00170918,0.00010375,0.00177264
1.84e+10,Capacitance,1.00761e-12,-2.67192e-13,1.0283e-12
1.85e+10,Resistance,1.07248,4.57754,10.3451
1.85e+10,Inductance,5.41003e-09,2.11515e-09,5.46913e-09
1.85e+10,Conductance,0.00292158,-0.00138809,0.00207742
1.85e+10,Capacitance,1.00329e-12,-2.62245e-13,9.94288e-13
1.86e+10,Resistance,9.25215,2.99203,4.32092
1.86e+10,Inductance,5.24472e-09,1.87995e-09,5.15076e-09
1.86e+10,Conductance,0.00128668,-0.000286661,0.00125344
1.86e+10,Capacitance,1.01869e-12,-2.49561e-13,1.03218e-12
1.87e+10,Resistance,-4.06381,-2.02945,1.91659
1.87e+10,Inductance,5.16133e-09,1.87759e-09,5.21573e-09
1.87e+10,Conductance,0.00195302,-0.000157867,0.00193778
1.87e+10,Capacitance,1.02877e-12,-2.46431e-13,1.024e-12
1.88e+10,Resistance,9.5136,8.4357,16.7364
1.88e+10,Inductance,5.31181e-09,2.0587e-09,5.38825e-09
1.88e+10,Conductance,0.00154016,-0.00112268,0.000777009
1.88e+10,Capacitance,1.0206e-12,-2.67266e-13,1.00603e-12
1.89e+10,Resistance,9.75214,4.4884,2.18398
1.89e+10,Inductance,5.1923e-09,1.89553e-09,5.21416e-09
1.89e+10,Conductance,0.00138938,-0.000936943,0.00188425
1.89e+10,Capacitance,1.02781e-12,-2.54789e-13,1.02484e-12
1.9e+10,Resistance,-4.57719,-2.83946,0.199683
1.9e+10,Inductance,5.09928e-09,1.79008e-09,5.11732e-09
1.9e+10,Conductance,0.00219154,0.000214044,0.00183292
1.9e+10,Capacitance,1.0341e-12,-2.40411e-13,1.03407e-12
1.91e+10,Resistance,8.85947,5.33411,8.75717
1.91e+10,Inductance,5.1659e-09,1.89475e-09,5.21109e-09
1.91e+10,Conductance,0.00149755,-0.00088226,0.00167078
1.91e+10,Capacitance,1.02557e-12,-2.5157e-13,1.02864e-12
1.92e+10,Resistance,6.53388,6.62462,15.4146
1.92e+10,Inductance,5.34928e-09,2.08181e-09,5.44744e-09
1.92e+10,Conductance,0.00171418,-0.00103355,0.00126697
1.92e+10,Capacitance,1.0134e-12,-2.66992e-13,1.00326e-12
1.93e+10,Resistance,3.45479,5.55619,10.1995
1.93e+10,Inductance,5.34104e-09,2.04026e-09,5.32946e-09
1.93e+10,Conductance,0.00270205,-0.00136759,0.00174527
1.93e+10,Capacitance,1.00724e-12,-2.58698e-13,1.00823e-12
1.94e+10,Resistance,27.0669,22.4065,23.6335
1.94e+10,Inductance,5.33663e-09,1.94675e-09,5.15e-09
1.94e+10,Conductance,-0.000570998,-0.00183619,-0.000706613
1.94e+10,Capacitance,1.01021e-12,-2.57552e-13,1.03132e-12
1.95e+10,Resistance,-12.8085,-17.631,-18.1783
1.95e+10,Inductance,5.37618e-09,2.14578e-09,5.53355e-09
1.95e+10,Conductance,0.00327631,0.00102441,0.0040095
1.95e+10,Capacitance,1.0085e-12,-2.73189e-13,9.93395e-13
1.96e+10,Resistance,-16.9095,-18.4449,-10.1774
1.96e+10,Inductance,5.23711e-09,1.99652e-09,5.38285e-09
1.96e+10,Conductance,0.00439506,0.00112849,0.00331165
1.96e+10,Capacitance,1.02406e-12,-2.59091e-13,1.00163e-12
1.97e+10,Resistance,-12.8219,-12.9666,-5.64066
1.97e+10,Inductance,5.01741e-09,1.74093e-09,5.08112e-09
1.97e+10,Conductance,0.00446577,0.000510219,0.00366603
1.97e+10,Capacitance,1.04343e-12,-2.32559e-13,1.03334e-12
1.98e+10,Resistance,13.2212,6.36852,1.95494
1.98e+10,Inductance,5.06888e-09,1.79626e-09,5.12505e-09
1.98e+10,Conductance,0.00110639,-0.000977626,0.00223616
1.98e+10,Capacitance,1.03549e-12,-2.37842e-13,1.03195e-12
1.99e+10,Resistance,3.11198,-2.01213,0.16923
1.99e+10,Inductance,5.00655e-09,1.68577e-09,4.98077e-09
1.99e+10,Conductance,0.00241378,-0.000127174,0.00253007
1.99e+10,Capacitance,1.04645e-12,-2.25522e-13,1.04655e-12
2e+10,Resistance,-22.9432,-16.5448,-8.49698
2e+10,Inductance,5.24505e-09,1.90464e-09,5.19292e-09
2e+10,Conductance,0.00472899,0.0015858,0.00297718
2e+10,Capacitance,1.02073e-12,-2.52944e-13,1.02653e-12
2.01e+10,Resistance,44.286,39.2959,37.7014
2.01e+10,Inductance,6.81989e-09,3.56933e-09,6.93877e-09
2.01e+10,Conductance,-0.000599173,-0.00296985,8.37435e-05
2.01e+10,Capacitance,9.08638e-13,-3.73773e-13,8.96865e-13
2.02e+10,Resistance,-79.7129,-77.4888,-72.5616
2.02e+10,Inductance,5.59968e-09,2.19904e-09,5.40612e-09
2.02e+10,Conductance,0.00914801,0.00651705,0.00857447
2.02e+10,Capacitance,9.71537e-13,-2.90787e-13,9.96734e-13
2.03e+10,Resistance,-81.6607,-85.3965,-84.1481
2.03e+10,Inductance,5.54824e-09,2.22524e-09,5.52896e-09
2.03e+10,Conductance,0.00962618,0.00673464,0.0101007
2.03e+10,Capacitance,9.77954e-13,-2.96118e-13,9.80028e-13
2.04e+10,Resistance,-16.7492,-4.14233,8.50719
2.04e+10,Inductance,6.48021e-09,3.03232e-09,6.2007e-09
2.04e+10,Conductance,0.00333994,-0.000401248,0.000579989
2.04e+10,Capacitance,9.14869e-13,-3.48191e-13,9.48927e-13
2.05e+10,Resistance,-4.0104,-6.11352,-2.82823
2.05e+10,Inductance,5.072e-09,1.81627e-09,5.16482e-09
2.05e+10,Conductance,0.00361246,0.000116915,0.00309672
2.05e+10,Capacitance,1.03915e-12,-2.37319e-13,1.02668e-12
2.06e+10,Resistance,22.7119,16.9133,13.5126
2.06e+10,Inductance,5.2918e-09,1.99349e-09,5.30922e-09
2.06e+10,Conductance,-0.00045482,-0.00223119,0.000994175
