R,L,G,C
111.1066771,4.15E-07,0.13032337,8.23E-11
1.62E+10,1.62E+10,1.62E+10,1.62E+10
115.3303343,4.15E-07,0.131411151,8.24E-11
16.75354366,1.56E-07,-0.022673593,-2.05E-11
112.1562988,4.12E-07,0.132185006,8.40E-11
13.92402082,5.14E-08,-0.000909965,-9.13E-13
19.3197076,9.86E-08,-0.008696246,-9.77E-12
112.3298817,4.12E-07,0.1321977,8.40E-11
12.48961191,3.03E-08,-0.001208339,-4.94E-13
14.06547144,5.14E-08,-0.000908885,-9.10E-13
16.67190222,1.56E-07,-0.022695032,-2.05E-11
111.5700107,4.15E-07,0.13109338,8.23E-11
1.63E+10,1.63E+10,1.63E+10,1.63E+10
115.8059909,4.15E-07,0.132182881,8.24E-11
16.89076516,1.56E-07,-0.022805547,-2.05E-11
112.5794664,4.12E-07,0.132968575,8.39E-11
14.02305916,5.15E-08,-0.000924151,-9.17E-13
19.46146671,9.87E-08,-0.008752013,-9.77E-12
112.7572111,4.12E-07,0.13298086,8.40E-11
12.56102501,3.03E-08,-0.001227086,-4.98E-13
14.16511288,5.14E-08,-0.00092304,-9.13E-13
16.80908789,1.56E-07,-0.022826952,-2.05E-11
112.033762,4.15E-07,0.131863029,8.23E-11
1.64E+10,1.64E+10,1.64E+10,1.64E+10
116.2821854,4.15E-07,0.132954218,8.24E-11
17.03084461,1.56E-07,-0.022937816,-2.05E-11
113.0050195,4.12E-07,0.133751658,8.39E-11
14.12204783,5.15E-08,-0.00093825,-9.20E-13
19.60734004,9.88E-08,-0.008808511,-9.77E-12
113.1868447,4.12E-07,0.133763554,8.40E-11
12.63052861,3.04E-08,-0.00124572,-5.02E-13
14.26470111,5.15E-08,-0.000937106,-9.16E-13
16.94912062,1.56E-07,-0.022959196,-2.05E-11
112.497967,4.15E-07,0.132632315,8.23E-11
1.65E+10,1.65E+10,1.65E+10,1.65E+10
116.7589546,4.15E-07,0.133725159,8.24E-11
17.17380489,1.56E-07,-0.023070401,-2.05E-11
113.4330206,4.12E-07,0.134534245,8.39E-11
14.22099596,5.16E-08,-0.000952265,-9.23E-13
19.75729932,9.88E-08,-0.008865729,-9.77E-12
113.618842,4.12E-07,0.134545772,8.40E-11
12.69812971,3.04E-08,-0.001264241,-5.06E-13
14.36424539,5.16E-08,-0.000951087,-9.19E-13
17.09202267,1.56E-07,-0.023091765,-2.05E-11
112.9626607,4.15E-07,0.133401236,8.23E-11
1.66E+10,1.66E+10,1.66E+10,1.66E+10
117.2363338,4.15E-07,0.134495702,8.24E-11
17.31966563,1.56E-07,-0.023203299,-2.05E-11
113.8635281,4.12E-07,0.135316325,8.39E-11
14.31991207,5.16E-08,-0.000966199,-9.26E-13
19.91131114,9.89E-08,-0.008923655,-9.77E-12
114.0532585,4.12E-07,0.135327505,8.40E-11
12.76383612,3.05E-08,-0.001282646,-5.11E-13
14.46375437,5.16E-08,-0.000964986,-9.23E-13
17.23781309,1.56E-07,-0.023224657,-2.05E-11
113.4278772,4.15E-07,0.134169789,8.23E-11
1.67E+10,1.67E+10,1.67E+10,1.67E+10
117.7143573,4.15E-07,0.135265845,8.24E-11
17.46844328,1.56E-07,-0.023336512,-2.05E-11
114.2965967,4.12E-07,0.136097888,8.39E-11
14.41880409,5.17E-08,-0.000980056,-9.29E-13
20.06933727,9.89E-08,-0.008982273,-9.77E-12
114.4901463,4.12E-07,0.136108741,8.40E-11
12.8276564,3.05E-08,-0.001300936,-5.15E-13
14.56323613,5.17E-08,-0.000978807,-9.26E-13
17.38650775,1.56E-07,-0.023357872,-2.05E-11
113.8936492,4.16E-07,0.134937972,8.23E-11
1.68E+10,1.68E+10,1.68E+10,1.68E+10
118.1930581,4.15E-07,0.136035584,8.24E-11
17.62015122,1.56E-07,-0.023470035,-2.05E-11
114.7322774,4.12E-07,0.136878923,8.39E-11
14.51767937,5.17E-08,-0.000993841,-9.33E-13
20.23133496,9.90E-08,-0.009041569,-9.78E-12
114.9295536,4.12E-07,0.136889473,8.40E-11
12.88959981,3.06E-08,-0.001319108,-5.19E-13
14.66269817,5.17E-08,-0.000992555,-9.29E-13
17.53811949,1.56E-07,-0.023491408,-2.05E-11
114.3600088,4.16E-07,0.135705782,8.23E-11
1.69E+10,1.69E+10,1.69E+10,1.69E+10
118.6724679,4.15E-07,0.136804916,8.24E-11
17.77479988,1.56E-07,-0.023603869,-2.05E-11
115.1706176,4.12E-07,0.137659421,8.39E-11
14.61654473,5.18E-08,-0.001007558,-9.36E-13
20.39725725,9.91E-08,-0.009101529,-9.78E-12
115.3715251,4.12E-07,0.137669689,8.40E-11
12.94967631,3.06E-08,-0.001337164,-5.23E-13
14.76214742,5.18E-08,-0.001006234,-9.32E-13
17.69265817,1.57E-07,-0.023625264,-2.05E-11
114.826987,4.16E-07,0.136473216,8.23E-11
1.70E+10,1.70E+10,1.70E+10,1.70E+10
119.1526174,4.15E-07,0.13757384,8.24E-11
17.93239678,1.57E-07,-0.02373801,-2.05E-11
115.6116611,4.12E-07,0.138439371,8.39E-11
14.71540641,5.18E-08,-0.001021212,-9.39E-13
20.56705329,9.91E-08,-0.009162136,-9.78E-12
115.816102,4.12E-07,0.138449381,8.40E-11
13.00789649,3.07E-08,-0.001355101,-5.27E-13
14.86159033,5.18E-08,-0.001019849,-9.36E-13
17.85013083,1.57E-07,-0.023759437,-2.05E-11
115.2946136,4.16E-07,0.137240272,8.23E-11
1.71E+10,1.71E+10,1.71E+10,1.71E+10
119.633536,4.15E-07,0.138342351,8.24E-11
18.0929467,1.57E-07,-0.023872455,-2.05E-11
116.0554481,4.12E-07,0.139218765,8.39E-11
14.81427017,5.19E-08,-0.001034807,-9.42E-13
20.74066859,9.92E-08,-0.009223374,-9.78E-12
116.263322,4.12E-07,0.13922854,8.40E-11
13.06427155,3.07E-08,-0.001372919,-5.31E-13
14.96103279,5.19E-08,-0.001033404,-9.39E-13
18.0105417,1.57E-07,-0.023893924,-2.05E-11
115.7629176,4.16E-07,0.138006946,8.23E-11
1.72E+10,1.72E+10,1.72E+10,1.72E+10
120.1152521,4.15E-07,0.139110446,8.24E-11
18.25645171,1.57E-07,-0.024007202,-2.05E-11
116.5020156,4.12E-07,0.139997591,8.39E-11
14.91314126,5.19E-08,-0.001048349,-9.46E-13
20.91804534,9.92E-08,-0.009285226,-9.78E-12
116.7132195,4.12E-07,0.140007156,8.39E-11
13.11881327,3.08E-08,-0.001390619,-5.35E-13
15.06048022,5.19E-08,-0.001046904,-9.42E-13
18.17389238,1.57E-07,-0.024028722,-2.05E-11
116.231927,4.16E-07,0.138773236,8.23E-11
1.73E+10,1.73E+10,1.73E+10,1.73E+10
120.5977928,4.16E-07,0.139878124,8.24E-11
18.42291133,1.57E-07,-0.024142246,-2.05E-11
116.951397,4.12E-07,0.140775841,8.39E-11
15.01202445,5.20E-08,-0.001061842,-9.49E-13
21.09912267,9.93E-08,-0.009347675,-9.78E-12
117.1658255,4.12E-07,0.14078522,8.39E-11
13.17153397,3.08E-08,-0.001408199,-5.40E-13
15.15993756,5.20E-08,-0.001060355,-9.45E-13
18.34018191,1.57E-07,-0.024163827,-2.05E-11
116.7016688,4.16E-07,0.139539139,8.23E-11
1.74E+10,1.74E+10,1.74E+10,1.74E+10
121.0811843,4.16E-07,0.140645379,8.24E-11
18.59232257,1.57E-07,-0.024277584,-2.05E-11
117.4036225,4.12E-07,0.141553505,8.39E-11
15.11092404,5.21E-08,-0.001075293,-9.52E-13
21.28383694,9.94E-08,-0.009410703,-9.78E-12
117.621168,4.12E-07,0.141562724,8.39E-11
13.2224465,3.09E-08,-0.001425661,-5.44E-13
15.25940928,5.21E-08,-0.001073762,-9.49E-13
18.50940685,1.57E-07,-0.024299237,-2.05E-11
117.1721692,4.16E-07,0.14030465,8.22E-11
1.75E+10,1.75E+10,1.75E+10,1.75E+10
121.5654515,4.16E-07,0.141412209,8.24E-11
18.7646801,1.57E-07,-0.024413212,-2.05E-11
117.8587193,4.12E-07,0.142330575,8.39E-11
15.20984391,5.21E-08,-0.001088705,-9.55E-13
21.47212198,9.94E-08,-0.009474292,-9.78E-12
118.0792716,4.12E-07,0.142339659,8.39E-11
13.27156416,3.09E-08,-0.001443003,-5.48E-13
15.35889944,5.21E-08,-0.001087129,-9.52E-13
18.68156142,1.57E-07,-0.024434946,-2.05E-11
117.6434532,4.16E-07,0.141069767,8.22E-11
1.76E+10,1.76E+10,1.76E+10,1.76E+10
122.0506184,4.16E-07,0.142178611,8.24E-11
18.93997629,1.57E-07,-0.024549125,-2.05E-11
118.3167112,4.12E-07,0.143107041,8.39E-11
15.30878749,5.22E-08,-0.001102085,-9.59E-13
21.66390935,9.95E-08,-0.009538423,-9.78E-12
118.540158,4.12E-07,0.143116017,8.39E-11
13.31890071,3.09E-08,-0.001460226,-5.52E-13
15.45841166,5.22E-08,-0.001100463,-9.55E-13
18.85663757,1.57E-07,-0.02457095,-2.05E-11
118.1155452,4.16E-07,0.141834486,8.22E-11
1.77E+10,1.77E+10,1.77E+10,1.77E+10
122.5367078,4.16E-07,0.142944581,8.24E-11
19.11820133,1.57E-07,-0.024685318,-2.05E-11
118.7776191,4.13E-07,0.143882896,8.39E-11
15.40775784,5.22E-08,-0.001115438,-9.62E-13
21.85912861,9.95E-08,-0.009603079,-9.78E-12
119.0038458,4.13E-07,0.143891791,8.39E-11
13.36447036,3.10E-08,-0.00147733,-5.56E-13
15.55794917,5.22E-08,-0.001113769,-9.58E-13
19.03462512,1.57E-07,-0.024707245,-2.05E-11
118.5884685,4.16E-07,0.142598803,8.22E-11
1.78E+10,1.78E+10,1.78E+10,1.78E+10
123.0237418,4.16E-07,0.143710116,8.24E-11
19.29934336,1.57E-07,-0.024821787,-2.05E-11
119.2414609,4.13E-07,0.144658131,8.39E-11
15.5067576,5.23E-08,-0.001128769,-9.65E-13
22.05770753,9.96E-08,-0.00966824,-9.78E-12
119.4703509,4.13E-07,0.144666971,8.39E-11
13.40828767,3.10E-08,-0.001494316,-5.60E-13
15.6575148,5.23E-08,-0.001127053,-9.62E-13
19.21551179,1.57E-07,-0.024843826,-2.05E-11
119.0622457,4.16E-07,0.143362715,8.22E-11
1.79E+10,1.79E+10,1.79E+10,1.79E+10
123.5117411,4.16E-07,0.144475213,8.24E-11
19.48338851,1.57E-07,-0.024958526,-2.05E-11
119.7082517,4.13E-07,0.145432739,8.39E-11
15.60578906,5.23E-08,-0.001142085,-9.69E-13
22.2595723,9.97E-08,-0.009733888,-9.78E-12
119.9396862,4.13E-07,0.145441551,8.39E-11
13.45036761,3.11E-08,-0.001511184,-5.65E-13
15.75711105,5.23E-08,-0.001140319,-9.65E-13
19.39928337,1.57E-07,-0.024980687,-2.05E-11
119.5368984,4.16E-07,0.144126219,8.22E-11
1.80E+10,1.80E+10,1.80E+10,1.80E+10
124.0007259,4.16E-07,0.145239867,8.24E-11
19.67032106,1.57E-07,-0.02509553,-2.05E-11
120.1780037,4.13E-07,0.14620671,8.39E-11
15.70485418,5.24E-08,-0.00115539,-9.72E-13
22.4646478,9.97E-08,-0.009800004,-9.78E-12
120.4118619,4.13E-07,0.146215523,8.39E-11
13.49072548,3.11E-08,-0.001527935,-5.69E-13
15.85674004,5.24E-08,-0.001153575,-9.68E-13
19.58592378,1.57E-07,-0.025117823,-2.05E-11
120.0124475,4.16E-07,0.14488931,8.22E-11
1.81E+10,1.81E+10,1.81E+10,1.81E+10
124.4907151,4.16E-07,0.146004076,8.24E-11
19.86012348,1.57E-07,-0.025232793,-2.05E-11
120.6507264,4.13E-07,0.146980039,8.39E-11
15.80395454,5.24E-08,-0.001168691,-9.75E-13
22.67285777,9.98E-08,-0.009866569,-9.78E-12
120.8868855,4.13E-07,0.14698888,8.39E-11
13.52937686,3.12E-08,-0.001544568,-5.73E-13
15.95640358,5.24E-08,-0.001166824,-9.72E-13
19.77541517,1.57E-07,-0.025255228,-2.05E-11
120.488913,4.17E-07,0.145651984,8.22E-11
1.82E+10,1.82E+10,1.82E+10,1.82E+10
124.9817268,4.16E-07,0.146767835,8.24E-11
20.05277656,1.57E-07,-0.02537031,-2.05E-11
121.1264266,4.13E-07,0.147752718,8.39E-11
15.90309145,5.25E-08,-0.001181994,-9.79E-13
22.88412501,9.98E-08,-0.009933564,-9.78E-12
121.3647622,4.13E-07,0.147761616,8.39E-11
13.56633768,3.12E-08,-0.001561086,-5.77E-13
16.05610314,5.25E-08,-0.001180074,-9.75E-13
19.96773803,1.57E-07,-0.025392897,-2.05E-11
120.9663142,4.17E-07,0.146414239,8.22E-11
1.83E+10,1.83E+10,1.83E+10,1.83E+10
125.4737783,4.16E-07,0.147531142,8.24E-11
20.24825949,1.57E-07,-0.025508074,-2.05E-11
121.6051086,4.13E-07,0.14852474,8.39E-11
16.0022659,5.25E-08,-0.001195303,-9.82E-13
23.09837158,9.99E-08,-0.010000971,-9.78E-12
121.8454942,4.13E-07,0.148533725,8.39E-11
13.6016241,3.13E-08,-0.001577488,-5.81E-13
16.15583993,5.25E-08,-0.00119333,-9.79E-13
20.16287126,1.57E-07,-0.025530823,-2.05E-11
121.4446695,4.17E-07,0.147176069,8.22E-11
1.84E+10,1.84E+10,1.84E+10,1.84E+10
125.966886,4.16E-07,0.148293992,8.23E-11
20.44654997,1.58E-07,-0.025646079,-2.05E-11
122.0867742,4.13E-07,0.1492961,8.39E-11
16.10147859,5.26E-08,-0.001208625,-9.86E-13
23.31551898,1.00E-07,-0.010068771,-9.78E-12
122.3290818,4.13E-07,0.149305199,8.39E-11
13.63525252,3.13E-08,-0.001593776,-5.85E-13
16.25561484,5.26E-08,-0.001206597,-9.82E-13
20.36079229,1.58E-07,-0.025669001,-2.05E-11
121.9239969,4.17E-07,0.147937471,8.22E-11
1.85E+10,1.85E+10,1.85E+10,1.85E+10
126.4610654,4.16E-07,0.149056383,8.23E-11
20.64762427,1.58E-07,-0.02578432,-2.05E-11
122.5714228,4.13E-07,0.15006679,8.39E-11
16.20072996,5.26E-08,-0.001221965,-9.89E-13
23.53548831,1.00E-07,-0.010136945,-9.78E-12
122.8155226,4.13E-07,0.150076034,8.39E-11
13.66723959,3.14E-08,-0.00160995,-5.89E-13
16.35542851,5.26E-08,-0.001219882,-9.85E-13
20.56147715,1.58E-07,-0.025807424,-2.05E-11
122.4043133,4.17E-07,0.148698442,8.22E-11
1.86E+10,1.86E+10,1.86E+10,1.86E+10
126.9563315,4.16E-07,0.14981831,8.23E-11
20.85145733,1.58E-07,-0.025922789,-2.05E-11
123.0590514,4.13E-07,0.150836805,8.39E-11
16.30002019,5.27E-08,-0.00123533,-9.92E-13
23.75820045,1.00E-07,-0.010205476,-9.79E-12
123.3048122,4.13E-07,0.150846224,8.39E-11
13.69760215,3.14E-08,-0.001626012,-5.93E-13
16.45528132,5.27E-08,-0.001233189,-9.89E-13
20.76490055,1.58E-07,-0.025946086,-2.05E-11
122.885635,4.17E-07,0.149458976,8.22E-11
1.87E+10,1.87E+10,1.87E+10,1.87E+10
127.4526982,4.17E-07,0.150579771,8.23E-11
21.05802285,1.58E-07,-0.026061481,-2.05E-11
123.5496548,4.13E-07,0.15160614,8.39E-11
16.39934923,5.28E-08,-0.001248724,-9.96E-13
23.98357617,1.00E-07,-0.010274344,-9.79E-12
123.7969437,4.13E-07,0.151615764,8.39E-11
13.72635719,3.14E-08,-0.001641963,-5.98E-13
16.55517342,5.27E-08,-0.001246525,-9.92E-13
20.97103599,1.58E-07,-0.02608498,-2.05E-11
123.3679779,4.17E-07,0.15021907,8.22E-11
1.88E+10,1.88E+10,1.88E+10,1.88E+10
127.9501788,4.17E-07,0.15134076,8.23E-11
21.2672934,1.58E-07,-0.026200389,-2.05E-11
124.0432255,4.13E-07,0.152374789,8.39E-11
16.49871678,5.28E-08,-0.001262153,-9.99E-13
24.21153635,1.00E-07,-0.010343532,-9.79E-12
124.2919084,4.13E-07,0.152384648,8.39E-11
13.7535219,3.15E-08,-0.001657804,-6.02E-13
16.65510471,5.28E-08,-0.001259895,-9.95E-13
21.17985584,1.58E-07,-0.026224101,-2.05E-11
123.8513569,4.17E-07,0.150978721,8.22E-11
1.89E+10,1.89E+10,1.89E+10,1.89E+10
128.4487859,4.17E-07,0.152101276,8.23E-11
21.47924044,1.58E-07,-0.026339507,-2.05E-11
124.539754,4.13E-07,0.153142748,8.39E-11
16.59812236,5.29E-08,-0.001275623,-1.00E-12
24.44200201,1.00E-07,-0.010413022,-9.79E-12
124.7896954,4.13E-07,0.153152873,8.39E-11
13.77911359,3.15E-08,-0.001673536,-6.06E-13
16.7550749,5.29E-08,-0.001273305,-9.99E-13
21.3913314,1.58E-07,-0.026363441,-2.05E-11
124.3357865,4.17E-07,0.151737923,8.22E-11
1.90E+10,1.90E+10,1.90E+10,1.90E+10
128.9485314,4.17E-07,0.152861313,8.23E-11
21.69383444,1.58E-07,-0.026478828,-2.05E-11
125.0392286,4.13E-07,0.153910012,8.39E-11
16.69756524,5.29E-08,-0.001289139,-1.01E-12
24.67489455,1.00E-07,-0.010482797,-9.79E-12
125.2902919,4.13E-07,0.153920434,8.39E-11
13.80314969,3.16E-08,-0.00168916,-6.10E-13
16.85508348,5.29E-08,-0.00128676,-1.00E-12
21.60543302,1.58E-07,-0.026502993,-2.05E-11
124.8212804,4.17E-07,0.152496673,8.22E-11
1.91E+10,1.91E+10,1.91E+10,1.91E+10
129.4494266,4.17E-07,0.15362087,8.23E-11
21.91104498,1.58E-07,-0.026618345,-2.05E-11
125.5416359,4.13E-07,0.154676578,8.39E-11
16.79704454,5.30E-08,-0.001302707,-1.01E-12
24.91013577,1.00E-07,-0.01055284,-9.79E-12
125.7936831,4.13E-07,0.154687327,8.39E-11
13.82564771,3.16E-08,-0.001704678,-6.14E-13
16.95512974,5.30E-08,-0.001300266,-1.01E-12
21.82213013,1.58E-07,-0.026642752,-2.05E-11
125.3078521,4.17E-07,0.153254967,8.22E-11
1.92E+10,1.92E+10,1.92E+10,1.92E+10
129.9514821,4.17E-07,0.154379941,8.23E-11
22.13084078,1.58E-07,-0.026758051,-2.05E-11
126.0469604,4.14E-07,0.155442441,8.39E-11
16.89655918,5.30E-08,-0.001316332,-1.01E-12
25.14764804,1.00E-07,-0.010623134,-9.79E-12
126.2998526,4.13E-07,0.155453548,8.39E-11
13.84662529,3.17E-08,-0.001720091,-6.18E-13
17.05521281,5.30E-08,-0.001313827,-1.01E-12
22.04139135,1.58E-07,-0.02678271,-2.05E-11
125.7955142,4.17E-07,0.154012801,8.22E-11
1.93E+10,1.93E+10,1.93E+10,1.93E+10
130.4547079,4.17E-07,0.155138524,8.23E-11
22.35318979,1.58E-07,-0.026897941,-2.05E-11
126.5551847,4.14E-07,0.156207599,8.39E-11
16.99610791,5.31E-08,-0.001330019,-1.02E-12
25.38735438,1.00E-07,-0.010693662,-9.79E-12
126.8087822,4.14E-07,0.156219095,8.39E-11
13.86610008,3.17E-08,-0.001735401,-6.22E-13
17.15533164,5.31E-08,-0.00132745,-1.01E-12
22.26318455,1.58E-07,-0.026922861,-2.05E-11
126.2842787,4.17E-07,0.15477017,8.22E-11
1.94E+10,1.94E+10,1.94E+10,1.94E+10
130.9591135,4.17E-07,0.155896615,8.23E-11
22.57805927,1.58E-07,-0.027038007,-2.05E-11
127.0662897,4.14E-07,0.156972047,8.39E-11
17.09568931,5.31E-08,-0.001343774,-1.02E-12
25.62917854,1.01E-07,-0.010764409,-9.79E-12
127.3204518,4.14E-07,0.156983965,8.39E-11
13.88408983,3.17E-08,-0.001750609,-6.26E-13
17.25548499,5.31E-08,-0.001341139,-1.02E-12
22.48747692,1.58E-07,-0.027063197,-2.05E-11
126.7741575,4.18E-07,0.155527071,8.22E-11
1.95E+10,1.95E+10,1.95E+10,1.95E+10
131.4647078,4.17E-07,0.156654211,8.23E-11
22.80541584,1.58E-07,-0.027178243,-2.05E-11
127.5802548,4.14E-07,0.157735784,8.39E-11
17.19530184,5.32E-08,-0.001357602,-1.02E-12
25.87304512,1.01E-07,-0.010835358,-9.79E-12
127.8348401,4.14E-07,0.157748154,8.39E-11
13.90061228,3.18E-08,-0.001765717,-6.30E-13
17.35567151,5.32E-08,-0.0013549,-1.02E-12
22.71423507,1.58E-07,-0.027203712,-2.05E-11
127.2651617,4.18E-07,0.1562835,8.22E-11
1.96E+10,1.96E+10,1.96E+10,1.96E+10
131.9714993,4.17E-07,0.157411308,8.23E-11
23.03522559,1.58E-07,-0.027318642,-2.05E-11
128.0970574,4.14E-07,0.158498807,8.39E-11
17.29494377,5.32E-08,-0.001371507,-1.03E-12
26.11887964,1.01E-07,-0.010906494,-9.79E-12
128.3519238,4.14E-07,0.158511662,8.39E-11
13.9156852,3.18E-08,-0.001780726,-6.34E-13
17.45588967,5.32E-08,-0.001368738,-1.02E-12
22.94342503,1.58E-07,-0.027344401,-2.05E-11
127.7573019,4.18E-07,0.157039452,8.22E-11
1.97E+10,1.97E+10,1.97E+10,1.97E+10
132.4794957,4.17E-07,0.158167902,8.23E-11
23.26745407,1.58E-07,-0.027459198,-2.05E-11
128.6166736,4.14E-07,0.159261114,8.39E-11
17.39461329,5.33E-08,-0.001385495,-1.03E-12
26.36660859,1.01E-07,-0.010977802,-9.79E-12
128.8716786,4.14E-07,0.159274485,8.39E-11
13.92932636,3.19E-08,-0.001795639,-6.38E-13
17.55613782,5.33E-08,-0.001382656,-1.03E-12
23.17501238,1.58E-07,-0.027485254,-2.05E-11
128.2505885,4.18E-07,0.157794924,8.22E-11
1.98E+10,1.98E+10,1.98E+10,1.98E+10
132.9887046,4.17E-07,0.158923991,8.23E-11
23.50206642,1.58E-07,-0.027599904,-2.05E-11
129.1390779,4.14E-07,0.160022704,8.39E-11
17.4943084,5.33E-08,-0.00139957,-1.03E-12
26.61615952,1.01E-07,-0.011049268,-9.79E-12
129.3940785,4.14E-07,0.160036622,8.39E-11
13.94155353,3.19E-08,-0.001810456,-6.42E-13
17.65641417,5.33E-08,-0.001396662,-1.03E-12
23.40896227,1.58E-07,-0.027626267,-2.05E-11
128.7450313,4.18E-07,0.158549912,8.22E-11
1.99E+10,1.99E+10,1.99E+10,1.99E+10
133.499133,4.17E-07,0.159679571,8.23E-11
23.73902742,1.59E-07,-0.027740753,-2.05E-11
129.6642434,4.14E-07,0.160783574,8.39E-11
17.59402704,5.34E-08,-0.001413738,-1.04E-12
26.8674611,1.01E-07,-0.011120877,-9.79E-12
129.9190963,4.14E-07,0.160798071,8.39E-11
13.95238442,3.20E-08,-0.001825179,-6.46E-13
17.75671682,5.34E-08,-0.001410758,-1.03E-12
23.64523952,1.59E-07,-0.027767433,-2.05E-11
129.2406397,4.18E-07,0.159304411,8.22E-11
2.00E+10,2.00E+10,2.00E+10,2.00E+10
134.0107874,4.18E-07,0.160434638,8.23E-11
23.9783015,1.59E-07,-0.02788174,-2.05E-11
130.1921418,4.14E-07,0.161543725,8.39E-11
17.69376699,5.34E-08,-0.001428002,-1.04E-12
27.12044315,1.01E-07,-0.011192616,-9.79E-12
130.4467035,4.14E-07,0.161558833,8.39E-11
13.96183672,3.20E-08,-0.00183981,-6.50E-13
17.85704373,5.34E-08,-0.00142495,-1.04E-12
23.88380864,1.59E-07,-0.027908744,-2.05E-11
129.7374228,4.18E-07,0.160058418,8.22E-11
2.01E+10,2.01E+10,2.01E+10,2.01E+10
134.5236741,4.18E-07,0.161189189,8.23E-11
24.21985284,1.59E-07,-0.028022858,-2.05E-11
130.7227435,4.14E-07,0.162303156,8.39E-11
17.79352595,5.35E-08,-0.001442368,-1.04E-12
27.37503674,1.01E-07,-0.011264471,-9.79E-12
130.9768705,4.14E-07,0.162318906,8.39E-11
13.96992805,3.20E-08,-0.001854352,-6.54E-13
17.95739277,5.35E-08,-0.001439242,-1.04E-12
24.12463389,1.59E-07,-0.028050196,-2.05E-11
130.2353892,4.18E-07,0.160811928,8.22E-11
2.02E+10,2.02E+10,2.02E+10,2.02E+10
135.0377987,4.18E-07,0.161943221,8.23E-11
24.46364544,1.59E-07,-0.0281641,-2.05E-11
131.2560177,4.14E-07,0.163061865,8.39E-11
17.89330151,5.35E-08,-0.001456839,-1.05E-12
27.63117416,1.01E-07,-0.01133643,-9.79E-12
131.5095663,4.14E-07,0.163078289,8.39E-11
13.97667597,3.21E-08,-0.001868805,-6.58E-13
18.05776169,5.35E-08,-0.001453639,-1.04E-12
24.36767935,1.59E-07,-0.02819178,-2.05E-11
130.7345473,4.18E-07,0.161564938,8.22E-11
2.03E+10,2.03E+10,2.03E+10,2.03E+10
135.5531669,4.18E-07,0.16269673,8.23E-11
24.70964309,1.59E-07,-0.028305461,-2.05E-11
131.7919323,4.14E-07,0.163819854,8.39E-11
17.99309115,5.36E-08,-0.00147142,-1.05E-12
27.88878904,1.01E-07,-0.011408479,-9.80E-12
132.0447591,4.14E-07,0.163836983,8.39E-11
13.98209796,3.21E-08,-0.001883171,-6.62E-13
18.15814815,5.36E-08,-0.001468145,-1.05E-12
24.61290898,1.59E-07,-0.028333491,-2.05E-11
131.2349051,4.18E-07,0.162317444,8.22E-11
2.04E+10,2.04E+10,2.04E+10,2.04E+10
136.0697837,4.18E-07,0.163449714,8.23E-11
24.95780952,1.59E-07,-0.028446935,-2.05E-11
132.330454,4.14E-07,0.164577122,8.39E-11
18.09289229,5.36E-08,-0.001486116,-1.05E-12
28.14781632,1.01E-07,-0.011480608,-9.80E-12
132.5824159,4.14E-07,0.164594989,8.39E-11
13.98621138,3.22E-08,-0.001897453,-6.66E-13
18.25854971,5.36E-08,-0.001482764,-1.05E-12
24.86028662,1.59E-07,-0.028475323,-2.05E-11
131.7364704,4.18E-07,0.163069443,8.21E-11
2.05E+10,2.05E+10,2.05E+10,2.05E+10
136.5876539,4.18E-07,0.164202168,8.23E-11
25.20810838,1.59E-07,-0.028588515,-2.05E-11
132.8715486,4.14E-07,0.165333671,8.39E-11
18.19270223,5.37E-08,-0.00150093,-1.06E-12
28.40819231,1.01E-07,-0.011552803,-9.80E-12
133.1225029,4.14E-07,0.165352305,8.39E-11
13.98903351,3.22E-08,-0.001911652,-6.70E-13
18.35896383,5.37E-08,-0.0014975,-1.05E-12
25.1097761,1.59E-07,-0.02861727,-2.05E-11
132.2392504,4.18E-07,0.163820929,8.21E-11
2.06E+10,2.06E+10,2.06E+10,2.06E+10
137.1067821,4.18E-07,0.164954091,8.23E-11
25.46050329,1.59E-07,-0.028730195,-2.05E-11
133.4151809,4.14E-07,0.166089501,8.39E-11
18.2925182,5.37E-08,-0.001515866,-1.06E-12
28.6698547,1.01E-07,-0.011625054,-9.80E-12
133.6649853,4.14E-07,0.166108933,8.39E-11
13.99058151,3.22E-08,-0.00192577,-6.74E-13
18.45938789,5.37E-08,-0.001512358,-1.06E-12
25.36134124,1.59E-07,-0.028759325,-2.05E-11
132.7432525,4.18E-07,0.1645719,8.21E-11
2.07E+10,2.07E+10,2.07E+10,2.07E+10
137.6271727,4.18E-07,0.165705478,8.23E-11
25.71495792,1.59E-07,-0.02887197,-2.05E-11
133.9613145,4.15E-07,0.166844613,8.39E-11
18.39233735,5.38E-08,-0.001530928,-1.06E-12
28.9327426,1.01E-07,-0.011697351,-9.80E-12
134.2098274,4.14E-07,0.166864875,8.39E-11
13.99087239,3.23E-08,-0.001939809,-6.78E-13
18.55981919,5.38E-08,-0.00152734,-1.06E-12
25.6149459,1.59E-07,-0.028901483,-2.05E-11
133.2484834,4.19E-07,0.165322351,8.21E-11
2.08E+10,2.08E+10,2.08E+10,2.08E+10
138.1488295,4.18E-07,0.166456327,8.23E-11
25.971436,1.59E-07,-0.029013835,-2.05E-11
134.5099123,4.15E-07,0.167599009,8.39E-11
18.49215676,5.38E-08,-0.00154612,-1.07E-12
29.19679654,1.01E-07,-0.011769683,-9.80E-12
