Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_5:Line_1_5),RLGC1[1 2] - (Line_1_5:Line_2_6),RLGC1[1 3] - (Line_1_5:Line_3_7),RLGC1[1 4] - (Line_1_5:Line_4_8),RLGC1[2 2] - (Line_2_6:Line_2_6),RLGC1[2 3] - (Line_2_6:Line_3_7),RLGC1[2 4] - (Line_2_6:Line_4_8),RLGC1[3 3] - (Line_3_7:Line_3_7),RLGC1[3 4] - (Line_3_7:Line_4_8),RLGC1[4 4] - (Line_4_8:Line_4_8)
1.48e+10,Resistance,0.50819,0.0338768,0.0240572,0.0206303,0.484564,0.0450562,0.0254534,0.485351,0.0354485,0.493274
1.48e+10,Inductance,2.09926e-09,7.86284e-10,2.56175e-10,1.49518e-10,2.08406e-09,4.95496e-10,2.56271e-10,2.08375e-09,7.86806e-10,2.10232e-09
1.48e+10,Conductance,0.000618072,-0.000102438,-1.53152e-07,-9.57392e-07,0.000621798,-3.72403e-05,-2.49643e-07,0.000622036,-0.000102832,0.000616197
1.48e+10,Capacitance,4.19449e-13,-1.042e-13,-4.37962e-15,-2.15547e-15,4.27019e-13,-4.95611e-14,-4.37137e-15,4.2716e-13,-1.04224e-13,4.18621e-13
1.49e+10,Resistance,0.503918,0.0273702,0.0179925,0.0154509,0.478642,0.0380223,0.0195338,0.479584,0.0292738,0.489468
1.49e+10,Inductance,2.09944e-09,7.86489e-10,2.56351e-10,1.49684e-10,2.08421e-09,4.95683e-10,2.56456e-10,2.08391e-09,7.87032e-10,2.10255e-09
1.49e+10,Conductance,0.000622698,-0.000102514,3.09932e-07,-5.76186e-07,0.000626499,-3.68843e-05,1.91488e-07,0.000626737,-0.000102946,0.000620722
1.49e+10,Capacitance,4.19452e-13,-1.04194e-13,-4.38594e-15,-2.16871e-15,4.27022e-13,-4.95559e-14,-4.37877e-15,4.27164e-13,-1.0422e-13,4.18615e-13
1.5e+10,Resistance,0.497676,0.018697,0.00981657,0.00843928,0.470277,0.0286111,0.0115336,0.471415,0.0210083,0.483799
1.5e+10,Inductance,2.09959e-09,7.86664e-10,2.56501e-10,1.49828e-10,2.08433e-09,4.95839e-10,2.56617e-10,2.08403e-09,7.87233e-10,2.10275e-09
1.5e+10,Conductance,0.000627505,-0.000102406,9.52139e-07,-3.69757e-08,0.000631399,-3.63378e-05,8.06708e-07,0.000631635,-0.000102885,0.000625413
1.5e+10,Capacitance,4.19457e-13,-1.04185e-13,-4.39025e-15,-2.18024e-15,4.27028e-13,-4.95484e-14,-4.38432e-15,4.27171e-13,-1.04213e-13,4.18612e-13
1.51e+10,Resistance,0.488508,0.00677768,-0.00153584,-0.00133093,0.458243,0.0156094,0.000396482,0.459635,0.00959588,0.475343
1.51e+10,Inductance,2.0997e-09,7.86801e-10,2.56615e-10,1.49942e-10,2.08441e-09,4.95956e-10,2.56743e-10,2.08412e-09,7.87398e-10,2.10292e-09
1.51e+10,Conductance,0.00063258,-0.000102022,1.8634e-06,7.40678e-07,0.000636598,-3.55022e-05,1.68437e-06,0.000636829,-0.000102559,0.000630349
1.51e+10,Capacitance,4.19467e-13,-1.04174e-13,-4.39183e-15,-2.18944e-15,4.27038e-13,-4.95379e-14,-4.38734e-15,4.27181e-13,-1.04204e-13,4.18612e-13
1.52e+10,Resistance,0.474778,-0.0102436,-0.0179012,-0.0154585,0.440428,-0.00307636,-0.0157018,0.442155,-0.0067863,0.462504
1.52e+10,Inductance,2.09976e-09,7.86888e-10,2.56682e-10,1.50014e-10,2.08443e-09,4.96019e-10,2.56823e-10,2.08415e-09,7.87518e-10,2.10305e-09
1.52e+10,Conductance,0.000638067,-0.000101207,3.19855e-06,1.89555e-06,0.000642268,-3.42078e-05,2.97701e-06,0.000642489,-0.000101818,0.000635671
1.52e+10,Capacitance,4.19482e-13,-1.04159e-13,-4.3897e-15,-2.19544e-15,4.27053e-13,-4.95233e-14,-4.38689e-15,4.27196e-13,-1.04192e-13,4.18616e-13
1.53e+10,Resistance,0.453495,-0.0357671,-0.0426533,-0.0368833,0.41296,-0.0312955,-0.0401172,0.415134,-0.0314898,0.442352
1.53e+10,Inductance,2.09976e-09,7.86906e-10,2.56684e-10,1.50032e-10,2.08437e-09,4.96009e-10,2.56841e-10,2.0841e-09,7.87574e-10,2.10312e-09
1.53e+10,Conductance,0.00064423,-9.9672e-05,5.24154e-06,3.68258e-06,0.000648724,-3.21426e-05,4.96506e-06,0.000648927,-0.000100379,0.000641631
1.53e+10,Capacitance,4.19503e-13,-1.04139e-13,-4.3825e-15,-2.19703e-15,4.27074e-13,-4.95032e-14,-4.38167e-15,4.27218e-13,-1.04174e-13,4.18625e-13
1.54e+10,Resistance,0.418766,-0.0765059,-0.0824674,-0.0714271,0.368182,-0.0766686,-0.0794982,0.370971,-0.0711528,0.409087
1.54e+10,Inductance,2.09967e-09,7.86835e-10,2.566e-10,1.49976e-10,2.08421e-09,4.95903e-10,2.56776e-10,2.08396e-09,7.87547e-10,2.10312e-09
1.54e+10,Conductance,0.000651585,-9.68542e-05,8.55293e-06,6.60583e-06,0.000656585,-2.86901e-05,8.20325e-06,0.000656758,-9.7689e-05,0.000648731
1.54e+10,Capacitance,4.19532e-13,-1.04112e-13,-4.36864e-15,-2.19282e-15,4.27103e-13,-4.94759e-14,-4.37015e-15,4.27247e-13,-1.04151e-13,4.18641e-13
1.55e+10,Resistance,0.358007,-0.146815,-0.151641,-0.131568,0.289708,-0.155526,-0.1481,0.293366,-0.140007,0.350273
1.55e+10,Inductance,2.09949e-09,7.86665e-10,2.56423e-10,1.4984e-10,2.08394e-09,4.95691e-10,2.5662e-10,2.08371e-09,7.87428e-10,2.10303e-09
1.55e+10,Conductance,0.000661228,-9.15513e-05,1.43291e-05,1.17425e-05,0.000667173,-2.25336e-05,1.38776e-05,0.000667299,-9.25628e-05,0.000658041
1.55e+10,Capacitance,4.19569e-13,-1.04077e-13,-4.34766e-15,-2.18241e-15,4.27141e-13,-4.94408e-14,-4.35194e-15,4.27286e-13,-1.04121e-13,4.18664e-13
1.56e+10,Resistance,0.243032,-0.278873,-0.28226,-0.245324,0.140787,-0.304524,-0.277934,0.145731,-0.270016,0.237981
1.56e+10,Inductance,2.09931e-09,7.86493e-10,2.5625e-10,1.4971e-10,2.08368e-09,4.95486e-10,2.56473e-10,2.08347e-09,7.87317e-10,2.10295e-09
1.56e+10,Conductance,0.000675591,-8.10907e-05,2.52341e-05,2.1494e-05,0.000683429,-1.07406e-05,2.46322e-05,0.000683477,-8.2359e-05,0.000671945
1.56e+10,Capacitance,4.19608e-13,-1.04043e-13,-4.32857e-15,-2.17397e-15,4.27178e-13,-4.94081e-14,-4.33611e-15,4.27322e-13,-1.04093e-13,4.18686e-13
1.57e+10,Resistance,0.0236852,-0.529943,-0.531446,-0.462607,-0.143973,-0.588907,-0.526017,-0.13707,-0.518109,0.0224446
1.57e+10,Inductance,2.09973e-09,7.87033e-10,2.56797e-10,1.5021e-10,2.08423e-09,4.96107e-10,2.57049e-10,2.08406e-09,7.87929e-10,2.1035e-09
1.57e+10,Conductance,0.000698869,-6.08642e-05,4.58634e-05,4.00087e-05,0.00071042,1.17436e-05,4.50306e-05,0.000710341,-6.25196e-05,0.000694564
1.57e+10,Capacitance,4.19592e-13,-1.04072e-13,-4.37276e-15,-2.22288e-15,4.27146e-13,-4.94454e-14,-4.38381e-15,4.2729e-13,-1.04128e-13,4.18653e-13
1.58e+10,Resistance,-0.22012,-0.808492,-0.80765,-0.70351,-0.459751,-0.903857,-0.800863,-0.450268,-0.792857,-0.216562
1.58e+10,Inductance,2.10289e-09,7.90699e-10,2.60477e-10,1.53451e-10,2.08836e-09,5.00312e-10,2.6076e-10,2.08822e-09,7.91671e-10,2.10679e-09
1.58e+10,Conductance,0.000723426,-3.93246e-05,6.77573e-05,5.96737e-05,0.000738796,3.55628e-05,6.66545e-05,0.000738535,-4.14605e-05,0.000718328
1.58e+10,Capacitance,4.19343e-13,-1.04362e-13,-4.67845e-15,-2.50815e-15,4.26827e-13,-4.97714e-14,-4.69238e-15,4.2697e-13,-1.04424e-13,4.18385e-13
1.59e+10,Resistance,-0.0443055,-0.606725,-0.603397,-0.524509,-0.225922,-0.669141,-0.595368,-0.21408,-0.587569,-0.0362374
1.59e+10,Inductance,2.10712e-09,7.95609e-10,2.65413e-10,1.57797e-10,2.09392e-09,5.05956e-10,2.65736e-10,2.09383e-09,7.96679e-10,2.11118e-09
1.59e+10,Conductance,0.000711808,-5.77691e-05,4.96283e-05,4.32185e-05,0.000723031,1.52052e-05,4.84215e-05,0.00072257,-6.02418e-05,0.000706182
1.59e+10,Capacitance,4.19018e-13,-1.04738e-13,-5.07123e-15,-2.87309e-15,4.26414e-13,-5.01935e-14,-5.08876e-15,4.26555e-13,-1.04808e-13,4.18039e-13
1.6e+10,Resistance,0.251586,-0.267101,-0.260397,-0.223767,0.165962,-0.275484,-0.250477,0.181508,-0.242566,0.266417
1.6e+10,Inductance,2.1077e-09,7.96367e-10,2.66219e-10,1.5854e-10,2.09474e-09,5.06883e-10,2.66597e-10,2.09472e-09,7.97579e-10,2.11198e-09
1.6e+10,Conductance,0.000691265,-8.61406e-05,2.14711e-05,1.76312e-05,0.000696284,-1.62341e-05,2.01112e-05,0.000695489,-8.91291e-05,0.000684888
1.6e+10,Capacitance,4.19007e-13,-1.04771e-13,-5.12279e-15,-2.93121e-15,4.26378e-13,-5.024e-14,-5.14733e-15,4.26516e-13,-1.04854e-13,4.17998e-13
1.61e+10,Resistance,0.394937,-0.100901,-0.0889934,-0.0723482,0.360446,-0.0773222,-0.0757761,0.382976,-0.0666681,0.421609
1.61e+10,Inductance,2.10704e-09,7.95721e-10,2.65645e-10,1.58086e-10,2.09397e-09,5.06242e-10,2.66096e-10,2.09406e-09,7.97122e-10,2.11159e-09
1.61e+10,Conductance,0.000683999,-0.000100034,7.60601e-06,4.84847e-06,0.000685393,-3.20054e-05,5.85413e-06,0.000683969,-0.000104053,0.000676168
1.61e+10,Capacitance,4.19101e-13,-1.04694e-13,-5.06665e-15,-2.89312e-15,4.26464e-13,-5.01688e-14,-5.10076e-15,4.26595e-13,-1.04796e-13,4.18053e-13
1.62e+10,Resistance,0.450928,-0.0329625,-0.0129045,-0.00326633,0.444143,0.0131786,0.00584242,0.479226,0.0181193,0.497732
1.62e+10,Inductance,2.10638e-09,7.95105e-10,2.65133e-10,1.57696e-10,2.09325e-09,5.05683e-10,2.65678e-10,2.09349e-09,7.96755e-10,2.11129e-09
1.62e+10,Conductance,0.000684302,-0.000105838,1.52002e-06,-1.04463e-06,0.000683221,-3.93723e-05,-9.42504e-07,0.000680638,-0.000111697,0.000673973
1.62e+10,Capacitance,4.19196e-13,-1.04621e-13,-5.0173e-15,-2.86256e-15,4.26544e-13,-5.01067e-14,-5.06367e-15,4.26665e-13,-1.04748e-13,4.18101e-13
1.63e+10,Resistance,0.463628,-0.0117094,0.0219737,0.0316224,0.477321,0.0590889,0.0504543,0.535924,0.0700736,0.546456
1.63e+10,Inductance,2.10583e-09,7.94651e-10,2.64824e-10,1.57498e-10,2.09274e-09,5.05372e-10,2.6549e-10,2.09319e-09,7.96634e-10,2.11119e-09
1.63e+10,Conductance,0.000688596,-0.000107659,-1.16098e-06,-4.10691e-06,0.000685081,-4.33075e-05,-4.88354e-06,0.00068027,-0.000116888,0.00067386
1.63e+10,Capacitance,4.19285e-13,-1.0456e-13,-4.98504e-15,-2.84936e-15,4.26607e-13,-5.00654e-14,-5.04729e-15,4.26713e-13,-1.04721e-13,4.1813e-13
1.64e+10,Resistance,0.442747,-0.0234189,0.0353559,0.0516069,0.478586,0.0857424,0.0825155,0.584831,0.119172,0.595869
1.64e+10,Inductance,2.10535e-09,7.94305e-10,2.6467e-10,1.5745e-10,2.09238e-09,5.05256e-10,2.65488e-10,2.0931e-09,7.96707e-10,2.11127e-09
1.64e+10,Conductance,0.000696403,-0.000106369,-1.93673e-06,-5.95682e-06,0.000689654,-4.58032e-05,-8.05122e-06,0.000680239,-0.000122265,0.000673216
1.64e+10,Capacitance,4.19374e-13,-1.04508e-13,-4.96567e-15,-2.84992e-15,4.2666e-13,-5.00405e-14,-5.0477e-15,4.26746e-13,-1.04712e-13,4.18146e-13
1.65e+10,Resistance,0.374678,-0.0778938,0.0310215,0.064659,0.4432,0.103745,0.116576,0.651446,0.192843,0.674366
1.65e+10,Inductance,2.10498e-09,7.9411e-10,2.64648e-10,1.57512e-10,2.09219e-09,5.05278e-10,2.65597e-10,2.09309e-09,7.96826e-10,2.11137e-09
1.65e+10,Conductance,0.000709585,-0.000100648,-8.94673e-07,-7.26605e-06,0.000697616,-4.77069e-05,-1.1852e-05,0.000678235,-0.000130534,0.000669061
1.65e+10,Capacitance,4.19453e-13,-1.04471e-13,-4.95852e-15,-2.86073e-15,4.26697e-13,-5.00277e-14,-5.05769e-15,4.26776e-13,-1.04704e-13,4.18165e-13
1.66e+10,Resistance,0.248806,-0.183218,0.0097708,0.07442,0.366368,0.118134,0.160305,0.749892,0.306469,0.797953
1.66e+10,Inductance,2.10533e-09,7.9459e-10,2.64885e-10,1.57655e-10,2.09259e-09,5.05402e-10,2.65625e-10,2.09264e-09,7.96388e-10,2.1108e-09
1.66e+10,Conductance,0.000729409,-8.96067e-05,2.00721e-06,-8.33582e-06,0.00070943,-4.94504e-05,-1.70353e-05,0.000673004,-0.000143164,0.000659781
1.66e+10,Capacitance,4.19454e-13,-1.04507e-13,-4.98054e-15,-2.87948e-15,4.26676e-13,-5.00243e-14,-5.05525e-15,4.26852e-13,-1.04633e-13,4.18264e-13
1.67e+10,Resistance,0.213867,-0.205885,0.0110492,0.0823821,0.358651,0.131431,0.178029,0.77369,0.328797,0.818395
1.67e+10,Inductance,2.10688e-09,7.96188e-10,2.65492e-10,1.57864e-10,2.09394e-09,5.05607e-10,2.65423e-10,2.09134e-09,7.949e-10,2.10903e-09
1.67e+10,Conductance,0.000738532,-8.78981e-05,1.97285e-06,-9.2565e-06,0.000713914,-5.12971e-05,-1.91517e-05,0.000675299,-0.000145746,0.000662645
1.67e+10,Capacitance,4.19323e-13,-1.04663e-13,-5.04554e-15,-2.90519e-15,4.2656e-13,-5.00288e-14,-5.02406e-15,4.27016e-13,-1.04448e-13,4.18505e-13
1.68e+10,Resistance,0.312611,-0.10608,0.0469558,0.0892846,0.454987,0.146477,0.160823,0.692564,0.221535,0.691667
1.68e+10,Inductance,2.10749e-09,7.97003e-10,2.65927e-10,1.58136e-10,2.09471e-09,5.05892e-10,2.65528e-10,2.09073e-09,7.94223e-10,2.10815e-09
1.68e+10,Conductance,0.000732704,-9.93769e-05,-2.29538e-06,-1.01e-05,0.000707817,-5.35595e-05,-1.72137e-05,0.000688031,-0.000134255,0.000682627
1.68e+10,Capacitance,4.19311e-13,-1.0473e-13,-5.08688e-15,-2.9385e-15,4.26506e-13,-5.00418e-14,-5.03094e-15,4.27113e-13,-1.04352e-13,4.18647e-13
1.69e+10,Resistance,0.366308,-0.0397217,0.0741857,0.0956367,0.531913,0.167284,0.155624,0.634724,0.139067,0.589271
1.69e+10,Inductance,2.10713e-09,7.97021e-10,2.66187e-10,1.58477e-10,2.09488e-09,5.06253e-10,2.65942e-10,2.09076e-09,7.94327e-10,2.10811e-09
1.69e+10,Conductance,0.000733008,-0.000106977,-5.3924e-06,-1.08463e-05,0.000703261,-5.68038e-05,-1.70118e-05,0.000698298,-0.000125462,0.000700053
1.69e+10,Capacitance,4.19418e-13,-1.0471e-13,-5.10548e-15,-2.98038e-15,4.2651e-13,-5.00636e-14,-5.07596e-15,4.27149e-13,-1.04339e-13,4.18695e-13
1.7e+10,Resistance,0.35825,-0.0156221,0.0909035,0.100215,0.590125,0.200332,0.167796,0.607211,0.0854907,0.512322
1.7e+10,Inductance,2.10652e-09,7.96891e-10,2.66463e-10,1.58907e-10,2.09499e-09,5.06683e-10,2.66486e-10,2.09086e-09,7.94521e-10,2.10814e-09
1.7e+10,Conductance,0.000741805,-0.000109793,-7.01006e-06,-1.11796e-05,0.000699576,-6.20462e-05,-1.92909e-05,0.000705378,-0.000119595,0.000715236
1.7e+10,Capacitance,4.19561e-13,-1.04674e-13,-5.12509e-15,-3.03496e-15,4.26519e-13,-5.00933e-14,-5.13838e-15,4.27184e-13,-1.04334e-13,4.18739e-13
1.71e+10,Resistance,0.291168,-0.0188315,0.101515,0.0995513,0.658469,0.258345,0.198716,0.596871,0.0362071,0.426612
1.71e+10,Inductance,2.10586e-09,7.96748e-10,2.66817e-10,1.59519e-10,2.09507e-09,5.07123e-10,2.67145e-10,2.0908e-09,7.94636e-10,2.10812e-09
1.71e+10,Conductance,0.000759939,-0.000109318,-7.43226e-06,-1.0368e-05,0.000692805,-7.12971e-05,-2.45146e-05,0.000710485,-0.000113684,0.000732803
1.71e+10,Capacitance,4.19717e-13,-1.04637e-13,-5.15404e-15,-3.11872e-15,4.26534e-13,-5.01207e-14,-5.21761e-15,4.27245e-13,-1.0432e-13,4.18791e-13
1.72e+10,Resistance,0.151688,-0.0465717,0.107287,0.10198,0.757094,0.351323,0.262591,0.582993,-0.0285892,0.310685
1.72e+10,Inductance,2.10543e-09,7.96607e-10,2.67337e-10,1.60653e-10,2.09478e-09,5.07273e-10,2.67951e-10,2.09029e-09,7.94673e-10,2.10826e-09
1.72e+10,Conductance,0.000790404,-0.000105647,-6.31042e-06,-9.76966e-06,0.000679772,-8.59584e-05,-3.52309e-05,0.000716669,-0.000105153,0.000755444
1.72e+10,Capacitance,4.19832e-13,-1.04602e-13,-5.20746e-15,-3.29222e-15,4.26614e-13,-5.00947e-14,-5.31783e-15,4.27381e-13,-1.04298e-13,4.18808e-13
1.73e+10,Resistance,-0.0210914,-0.101116,0.121951,0.210778,0.821389,0.41431,0.400612,0.453446,-0.1255,0.215374
1.73e+10,Inductance,2.10561e-09,7.96438e-10,2.68256e-10,1.62599e-10,2.09354e-09,5.06852e-10,2.6875e-10,2.08931e-09,7.94701e-10,2.1087e-09
1.73e+10,Conductance,0.000826078,-9.8603e-05,-5.19326e-06,-2.75608e-05,0.00067089,-9.45524e-05,-5.83583e-05,0.000742504,-9.20186e-05,0.00077284
1.73e+10,Capacitance,4.19833e-13,-1.04565e-13,-5.33061e-15,-3.60477e-15,4.26858e-13,-4.99686e-14,-5.40684e-15,4.27589e-13,-1.0428e-13,4.18773e-13
1.74e+10,Resistance,-0.232963,-0.226437,0.228505,0.526738,0.741063,0.439327,0.622435,0.194436,-0.287123,0.0813739
1.74e+10,Inductance,2.1059e-09,7.9614e-10,2.69825e-10,1.64032e-10,2.09183e-09,5.06884e-10,2.68728e-10,2.0898e-09,7.9486e-10,2.10823e-09
1.74e+10,Conductance,0.000866297,-8.17861e-05,-1.82034e-05,-8.01975e-05,0.000684419,-9.4793e-05,-9.33641e-05,0.000787901,-6.99217e-05,0.00079543
1.74e+10,Capacitance,4.19803e-13,-1.0451e-13,-5.58028e-15,-3.81824e-15,4.27198e-13,-4.9919e-14,-5.33542e-15,4.27532e-13,-1.04287e-13,4.18917e-13
1.75e+10,Resistance,-0.603145,-0.511629,0.574581,1.03423,0.445796,0.568887,0.867865,0.0185454,-0.561272,-0.35492
1.75e+10,Inductance,2.10738e-09,7.96857e-10,2.70374e-10,1.63247e-10,2.09127e-09,5.06806e-10,2.67479e-10,2.09164e-09,7.96042e-10,2.10882e-09
1.75e+10,Conductance,0.000927997,-4.228e-05,-7.08194e-05,-0.000162199,0.000732531,-0.000109026,-0.000125426,0.000813199,-3.24511e-05,0.000869951
1.75e+10,Capacitance,4.19584e-13,-1.04608e-13,-5.67623e-15,-3.65269e-15,4.27373e-13,-4.98737e-14,-5.07603e-15,4.27276e-13,-1.04447e-13,4.18891e-13
1.76e+10,Resistance,-0.840408,-0.709761,0.842826,1.36504,0.211531,0.665738,0.994899,-0.0417085,-0.738058,-0.68015
1.76e+10,Inductance,2.11321e-09,8.00905e-10,2.67044e-10,1.57423e-10,2.09382e-09,5.04799e-10,2.63783e-10,2.09456e-09,8.00234e-10,2.11481e-09
1.76e+10,Conductance,0.000964497,-1.75907e-05,-0.0001107,-0.000211245,0.000771717,-0.000118927,-0.000137214,0.000820177,-1.12097e-05,0.000923843
1.76e+10,Capacitance,4.18709e-13,-1.05182e-13,-5.18322e-15,-2.68904e-15,4.27095e-13,-4.95872e-14,-4.51111e-15,4.26941e-13,-1.05032e-13,4.17992e-13
1.77e+10,Resistance,-0.398346,-0.446754,0.623511,0.965079,0.322602,0.483842,0.691575,0.161481,-0.462962,-0.275733
1.77e+10,Inductance,2.1178e-09,8.04379e-10,2.64172e-10,1.52693e-10,2.09629e-09,5.03175e-10,2.60974e-10,2.09667e-09,8.03717e-10,2.11992e-09
1.77e+10,Conductance,0.000896048,-5.77879e-05,-8.0496e-05,-0.000145523,0.000764668,-9.44539e-05,-9.04687e-05,0.000796228,-5.31424e-05,0.000862886
1.77e+10,Capacitance,4.18097e-13,-1.05651e-13,-4.77368e-15,-1.95062e-15,4.26828e-13,-4.93622e-14,-4.11079e-15,4.26748e-13,-1.05491e-13,4.17273e-13
1.78e+10,Resistance,0.0189688,-0.178245,0.388071,0.560086,0.468241,0.305323,0.400558,0.345089,-0.19065,0.138613
1.78e+10,Inductance,2.11776e-09,8.04979e-10,2.64258e-10,1.5261e-10,2.09692e-09,5.03368e-10,2.61079e-10,2.09684e-09,8.04278e-10,2.12046e-09
1.78e+10,Conductance,0.000836593,-9.72174e-05,-4.92989e-05,-8.25361e-05,0.000752442,-7.15581e-05,-4.80124e-05,0.000777275,-9.27687e-05,0.000803264
1.78e+10,Capacitance,4.18219e-13,-1.05726e-13,-4.77969e-15,-1.93796e-15,4.26792e-13,-4.93595e-14,-4.11239e-15,4.26805e-13,-1.05548e-13,4.17265e-13
1.79e+10,Resistance,0.213005,-0.0336322,0.278743,0.356998,0.553431,0.208589,0.2386,0.4346,-0.0485983,0.358693
1.79e+10,Inductance,2.1166e-09,8.04927e-10,2.65108e-10,1.53656e-10,2.09708e-09,5.03958e-10,2.61819e-10,2.09655e-09,8.04167e-10,2.11993e-09
1.79e+10,Conductance,0.000814309,-0.000119733,-3.60798e-05,-5.16894e-05,0.000746533,-5.87671e-05,-2.34787e-05,0.000771158,-0.000114136,0.000773786
1.79e+10,Capacitance,4.18518e-13,-1.05723e-13,-4.8916e-15,-2.09218e-15,4.26815e-13,-4.93993e-14,-4.19161e-15,4.2692e-13,-1.05522e-13,4.17418e-13
1.8e+10,Resistance,0.273531,0.0507927,0.244382,0.261372,0.61749,0.150644,0.131489,0.470439,0.0264688,0.487868
1.8e+10,Inductance,2.11543e-09,8.04963e-10,2.65983e-10,1.54672e-10,2.09727e-09,5.04476e-10,2.62454e-10,2.09627e-09,8.04131e-10,2.11946e-09
1.8e+10,Conductance,0.000815642,-0.000134906,-3.4213e-05,-3.79522e-05,0.000741684,-5.02416e-05,-5.25724e-06,0.000772709,-0.000126408,0.000757454
1.8e+10,Capacitance,4.18826e-13,-1.05742e-13,-5.00978e-15,-2.23927e-15,4.2684e-13,-4.94247e-14,-4.24951e-15,4.27037e-13,-1.05515e-13,4.17562e-13
1.81e+10,Resistance,0.233365,0.116862,0.265007,0.220504,0.697,0.102585,0.0221452,0.469842,0.071575,0.599742
1.81e+10,Inductance,2.11444e-09,8.05169e-10,2.66732e-10,1.55526e-10,2.09748e-09,5.04863e-10,2.62971e-10,2.0961e-09,8.04271e-10,2.11909e-09
1.81e+10,Conductance,0.000838038,-0.000149405,-4.22992e-05,-3.36291e-05,0.000732082,-4.17927e-05,1.64145e-05,0.000780345,-0.000134746,0.000741668
1.81e+10,Capacitance,4.19111e-13,-1.05796e-13,-5.10764e-15,-2.36048e-15,4.2687e-13,-4.94286e-14,-4.29208e-15,4.27142e-13,-1.05543e-13,4.17705e-13
1.82e+10,Resistance,0.0828867,0.189659,0.339839,0.219415,0.824708,0.0426468,-0.129984,0.439939,0.105634,0.732564
1.82e+10,Inductance,2.11413e-09,8.05451e-10,2.66986e-10,1.56227e-10,2.0974e-09,5.05156e-10,2.63812e-10,2.0963e-09,8.04629e-10,2.11828e-09
1.82e+10,Conductance,0.000886518,-0.000168014,-6.13075e-05,-3.76201e-05,0.000711606,-2.94618e-05,4.94068e-05,0.000793277,-0.000142176,0.000719963
1.82e+10,Capacitance,4.19248e-13,-1.05859e-13,-5.09833e-15,-2.45389e-15,4.26976e-13,-4.94178e-14,-4.42053e-15,4.2718e-13,-1.05624e-13,4.17978e-13
1.83e+10,Resistance,-0.0648652,0.271314,0.359171,0.265373,0.953362,-0.0549965,-0.247354,0.475528,0.163201,0.75383
1.83e+10,Inductance,2.11548e-09,8.05581e-10,2.66178e-10,1.56644e-10,2.0963e-09,5.05555e-10,2.65796e-10,2.09717e-09,8.05214e-10,2.11623e-09
1.83e+10,Conductance,0.000934382,-0.00019,-6.58425e-05,-5.32977e-05,0.000690468,-7.79023e-06,7.53377e-05,0.000791306,-0.000157489,0.000726956
1.83e+10,Capacitance,4.18986e-13,-1.05875e-13,-4.85522e-15,-2.47463e-15,4.27315e-13,-4.94368e-14,-4.82321e-15,4.27094e-13,-1.05766e-13,4.18563e-13
1.84e+10,Resistance,-0.0376945,0.337433,0.213115,0.335016,0.976778,-0.174572,-0.205991,0.646444,0.26023,0.531493
1.84e+10,Inductance,2.11722e-09,8.05461e-10,2.66082e-10,1.56186e-10,2.09453e-09,5.06742e-10,2.67875e-10,2.09693e-09,8.05442e-10,2.11535e-09
1.84e+10,Conductance,0.000939752,-0.000208326,-3.21667e-05,-7.4011e-05,0.00069207,1.94682e-05,6.48228e-05,0.00076108,-0.000185017,0.000794623
1.84e+10,Capacitance,4.1862e-13,-1.05832e-13,-4.80325e-15,-2.24635e-15,4.27828e-13,-4.96407e-14,-5.26781e-15,4.27276e-13,-1.05813e-13,4.18839e-13
1.85e+10,Resistance,0.0998965,0.33881,0.147408,0.275243,0.849542,-0.155616,-0.0848309,0.664155,0.29221,0.423295
1.85e+10,Inductance,2.11822e-09,8.05338e-10,2.67286e-10,1.55056e-10,2.0928e-09,5.08477e-10,2.69291e-10,2.09529e-09,8.05326e-10,2.11627e-09
1.85e+10,Conductance,0.000913723,-0.000211562,-2.03031e-05,-5.53591e-05,0.000730066,1.53024e-05,3.32311e-05,0.000767823,-0.000196872,0.000828919
1.85e+10,Capacitance,4.18441e-13,-1.05804e-13,-5.0657e-15,-1.83261e-15,4.28364e-13,-4.99728e-14,-5.57393e-15,4.27786e-13,-1.05775e-13,4.18671e-13
1.86e+10,Resistance,0.231019,0.32325,0.1786,0.132414,0.659922,-0.0667723,0.0459031,0.553515,0.291421,0.424559
1.86e+10,Inductance,2.11791e-09,8.05935e-10,2.68266e-10,1.54712e-10,2.09215e-09,5.09123e-10,2.69978e-10,2.09439e-09,8.05828e-10,2.11652e-09
1.86e+10,Conductance,0.000889561,-0.000213415,-3.33137e-05,-1.1568e-05,0.000785729,-3.8737e-06,-2.95644e-06,0.000805932,-0.000202421,0.000836
1.86e+10,Capacitance,4.18651e-13,-1.05978e-13,-5.26753e-15,-1.65014e-15,4.28673e-13,-5.00511e-14,-5.70596e-15,4.28139e-13,-1.0591e-13,4.18735e-13
1.87e+10,Resistance,0.256247,0.364961,0.237118,0.00137737,0.500081,-0.0411353,0.156838,0.438823,0.337844,0.383661
1.87e+10,Inductance,2.11701e-09,8.06985e-10,2.69041e-10,1.54708e-10,2.09187e-09,5.09175e-10,2.70462e-10,2.09389e-09,8.06769e-10,2.11617e-09
1.87e+10,Conductance,0.000898621,-0.00023484,-5.52131e-05,3.15917e-05,0.000839437,-5.73669e-06,-3.72082e-05,0.000848916,-0.00022443,0.000860305
