Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_2:Line_1_2)
1.84e+10,Inductance,3.73301e-09
1.84e+10,Conductance,0.00315939
1.84e+10,Capacitance,1.4772e-12
1.85e+10,Resistance,1.04964
1.85e+10,Inductance,3.73299e-09
1.85e+10,Conductance,0.00317617
1.85e+10,Capacitance,1.4772e-12
1.86e+10,Resistance,1.05241
1.86e+10,Inductance,3.73298e-09
1.86e+10,Conductance,0.003193
1.86e+10,Capacitance,1.4772e-12
1.87e+10,Resistance,1.05526
1.87e+10,Inductance,3.73296e-09
1.87e+10,Conductance,0.00320979
1.87e+10,Capacitance,1.4772e-12
1.88e+10,Resistance,1.05809
1.88e+10,Inductance,3.73295e-09
1.88e+10,Conductance,0.00322658
1.88e+10,Capacitance,1.4772e-12
1.89e+10,Resistance,1.06097
1.89e+10,Inductance,3.73293e-09
1.89e+10,Conductance,0.00324335
1.89e+10,Capacitance,1.4772e-12
1.9e+10,Resistance,1.06366
1.9e+10,Inductance,3.73292e-09
1.9e+10,Conductance,0.00326019
1.9e+10,Capacitance,1.4772e-12
1.91e+10,Resistance,1.06649
1.91e+10,Inductance,3.7329e-09
1.91e+10,Conductance,0.00327697
1.91e+10,Capacitance,1.4772e-12
1.92e+10,Resistance,1.06929
1.92e+10,Inductance,3.73288e-09
1.92e+10,Conductance,0.00329376
1.92e+10,Capacitance,1.4772e-12
1.93e+10,Resistance,1.07214
1.93e+10,Inductance,3.73287e-09
1.93e+10,Conductance,0.00331053
1.93e+10,Capacitance,1.4772e-12
1.94e+10,Resistance,1.07494
1.94e+10,Inductance,3.73285e-09
1.94e+10,Conductance,0.00332731
1.94e+10,Capacitance,1.4772e-12
1.95e+10,Resistance,1.0776
1.95e+10,Inductance,3.73284e-09
1.95e+10,Conductance,0.00334415
1.95e+10,Capacitance,1.4772e-12
1.96e+10,Resistance,1.0804
1.96e+10,Inductance,3.73283e-09
1.96e+10,Conductance,0.00336092
1.96e+10,Capacitance,1.4772e-12
1.97e+10,Resistance,1.08319
1.97e+10,Inductance,3.73281e-09
1.97e+10,Conductance,0.00337769
1.97e+10,Capacitance,1.4772e-12
1.98e+10,Resistance,1.086
1.98e+10,Inductance,3.73279e-09
1.98e+10,Conductance,0.00339446
1.98e+10,Capacitance,1.4772e-12
1.99e+10,Resistance,1.08857
1.99e+10,Inductance,3.73278e-09
1.99e+10,Conductance,0.00341131
1.99e+10,Capacitance,1.4772e-12
2e+10,Resistance,1.09138
2e+10,Inductance,3.73277e-09
2e+10,Conductance,0.00342807
2e+10,Capacitance,1.4772e-12
2.01e+10,Resistance,1.09413
2.01e+10,Inductance,3.73275e-09
2.01e+10,Conductance,0.00344484
2.01e+10,Capacitance,1.4772e-12
2.02e+10,Resistance,1.09676
2.02e+10,Inductance,3.73273e-09
2.02e+10,Conductance,0.00346167
2.02e+10,Capacitance,1.4772e-12
2.03e+10,Resistance,1.09928
2.03e+10,Inductance,3.73272e-09
2.03e+10,Conductance,0.00347853
2.03e+10,Capacitance,1.4772e-12
2.04e+10,Resistance,1.10241
2.04e+10,Inductance,3.73271e-09
2.04e+10,Conductance,0.00349514
2.04e+10,Capacitance,1.4772e-12
2.05e+10,Resistance,1.10498
2.05e+10,Inductance,3.73269e-09
2.05e+10,Conductance,0.00351197
2.05e+10,Capacitance,1.4772e-12
2.06e+10,Resistance,1.10758
2.06e+10,Inductance,3.73268e-09
2.06e+10,Conductance,0.00352879
2.06e+10,Capacitance,1.4772e-12
2.07e+10,Resistance,1.11047
2.07e+10,Inductance,3.73267e-09
2.07e+10,Conductance,0.00354549
2.07e+10,Capacitance,1.4772e-12
2.08e+10,Resistance,1.11306
2.08e+10,Inductance,3.73265e-09
2.08e+10,Conductance,0.0035623
2.08e+10,Capacitance,1.4772e-12
2.09e+10,Resistance,1.11571
2.09e+10,Inductance,3.73264e-09
2.09e+10,Conductance,0.00357909
2.09e+10,Capacitance,1.4772e-12
2.1e+10,Resistance,1.11833
2.1e+10,Inductance,3.73262e-09
2.1e+10,Conductance,0.00359589
2.1e+10,Capacitance,1.4772e-12
2.11e+10,Resistance,1.12109
2.11e+10,Inductance,3.73261e-09
2.11e+10,Conductance,0.00361263
2.11e+10,Capacitance,1.4772e-12
2.12e+10,Resistance,1.12369
2.12e+10,Inductance,3.7326e-09
2.12e+10,Conductance,0.00362942
2.12e+10,Capacitance,1.4772e-12
2.13e+10,Resistance,1.12632
2.13e+10,Inductance,3.73258e-09
2.13e+10,Conductance,0.0036462
2.13e+10,Capacitance,1.4772e-12
2.14e+10,Resistance,1.12903
2.14e+10,Inductance,3.73257e-09
2.14e+10,Conductance,0.00366295
2.14e+10,Capacitance,1.4772e-12
2.15e+10,Resistance,1.13164
2.15e+10,Inductance,3.73256e-09
2.15e+10,Conductance,0.00367973
2.15e+10,Capacitance,1.4772e-12
2.16e+10,Resistance,1.13425
2.16e+10,Inductance,3.73254e-09
2.16e+10,Conductance,0.00369651
2.16e+10,Capacitance,1.4772e-12
2.17e+10,Resistance,1.13691
2.17e+10,Inductance,3.73253e-09
2.17e+10,Conductance,0.00371327
2.17e+10,Capacitance,1.4772e-12
2.18e+10,Resistance,1.13955
2.18e+10,Inductance,3.73252e-09
2.18e+10,Conductance,0.00373003
2.18e+10,Capacitance,1.4772e-12
2.19e+10,Resistance,1.14213
2.19e+10,Inductance,3.7325e-09
2.19e+10,Conductance,0.00374682
2.19e+10,Capacitance,1.4772e-12
2.2e+10,Resistance,1.14477
2.2e+10,Inductance,3.7325e-09
2.2e+10,Conductance,0.00376357
2.2e+10,Capacitance,1.4772e-12
2.21e+10,Resistance,1.14737
2.21e+10,Inductance,3.73248e-09
2.21e+10,Conductance,0.00378034
2.21e+10,Capacitance,1.4772e-12
2.22e+10,Resistance,1.14994
2.22e+10,Inductance,3.73247e-09
2.22e+10,Conductance,0.00379711
2.22e+10,Capacitance,1.4772e-12
2.23e+10,Resistance,1.15256
2.23e+10,Inductance,3.73246e-09
2.23e+10,Conductance,0.00381387
2.23e+10,Capacitance,1.4772e-12
2.24e+10,Resistance,1.15515
2.24e+10,Inductance,3.73244e-09
2.24e+10,Conductance,0.00383064
2.24e+10,Capacitance,1.4772e-12
2.25e+10,Resistance,1.1577
2.25e+10,Inductance,3.73243e-09
2.25e+10,Conductance,0.00384741
2.25e+10,Capacitance,1.4772e-12
2.26e+10,Resistance,1.16031
2.26e+10,Inductance,3.73242e-09
2.26e+10,Conductance,0.00386416
2.26e+10,Capacitance,1.4772e-12
2.27e+10,Resistance,1.16287
2.27e+10,Inductance,3.73241e-09
2.27e+10,Conductance,0.00388092
2.27e+10,Capacitance,1.4772e-12
2.28e+10,Resistance,1.16544
2.28e+10,Inductance,3.73239e-09
2.28e+10,Conductance,0.00389768
2.28e+10,Capacitance,1.4772e-12
2.29e+10,Resistance,1.16798
2.29e+10,Inductance,3.73239e-09
2.29e+10,Conductance,0.00391445
2.29e+10,Capacitance,1.4772e-12
2.3e+10,Resistance,1.17054
2.3e+10,Inductance,3.73237e-09
2.3e+10,Conductance,0.00393121
2.3e+10,Capacitance,1.4772e-12
2.31e+10,Resistance,1.17307
2.31e+10,Inductance,3.73236e-09
2.31e+10,Conductance,0.00394797
2.31e+10,Capacitance,1.4772e-12
2.32e+10,Resistance,1.17562
2.32e+10,Inductance,3.73235e-09
2.32e+10,Conductance,0.00396472
2.32e+10,Capacitance,1.4772e-12
2.33e+10,Resistance,1.17813
2.33e+10,Inductance,3.73234e-09
2.33e+10,Conductance,0.0039815
2.33e+10,Capacitance,1.4772e-12
2.34e+10,Resistance,1.18071
2.34e+10,Inductance,3.73232e-09
2.34e+10,Conductance,0.00399823
2.34e+10,Capacitance,1.4772e-12
2.35e+10,Resistance,1.1832
2.35e+10,Inductance,3.73231e-09
2.35e+10,Conductance,0.004015
2.35e+10,Capacitance,1.4772e-12
2.36e+10,Resistance,1.18571
2.36e+10,Inductance,3.7323e-09
2.36e+10,Conductance,0.00403176
2.36e+10,Capacitance,1.4772e-12
2.37e+10,Resistance,1.18824
2.37e+10,Inductance,3.73229e-09
2.37e+10,Conductance,0.00404851
2.37e+10,Capacitance,1.4772e-12
2.38e+10,Resistance,1.19078
2.38e+10,Inductance,3.73228e-09
2.38e+10,Conductance,0.00406525
2.38e+10,Capacitance,1.4772e-12
2.39e+10,Resistance,1.19328
2.39e+10,Inductance,3.73227e-09
2.39e+10,Conductance,0.00408201
2.39e+10,Capacitance,1.4772e-12
2.4e+10,Resistance,1.19569
2.4e+10,Inductance,3.73226e-09
2.4e+10,Conductance,0.00409879
2.4e+10,Capacitance,1.4772e-12
2.41e+10,Resistance,1.19824
2.41e+10,Inductance,3.73225e-09
2.41e+10,Conductance,0.00411552
2.41e+10,Capacitance,1.4772e-12
2.42e+10,Resistance,1.20073
2.42e+10,Inductance,3.73224e-09
2.42e+10,Conductance,0.00413227
2.42e+10,Capacitance,1.4772e-12
2.43e+10,Resistance,1.20321
2.43e+10,Inductance,3.73222e-09
2.43e+10,Conductance,0.00414902
2.43e+10,Capacitance,1.4772e-12
2.44e+10,Resistance,1.20569
2.44e+10,Inductance,3.73221e-09
2.44e+10,Conductance,0.00416577
2.44e+10,Capacitance,1.4772e-12
2.45e+10,Resistance,1.20818
2.45e+10,Inductance,3.7322e-09
2.45e+10,Conductance,0.00418252
2.45e+10,Capacitance,1.4772e-12
2.46e+10,Resistance,1.21061
2.46e+10,Inductance,3.73219e-09
2.46e+10,Conductance,0.00419928
2.46e+10,Capacitance,1.4772e-12
2.47e+10,Resistance,1.21307
2.47e+10,Inductance,3.73218e-09
2.47e+10,Conductance,0.00421603
2.47e+10,Capacitance,1.4772e-12
2.48e+10,Resistance,1.2155
2.48e+10,Inductance,3.73217e-09
2.48e+10,Conductance,0.00423279
2.48e+10,Capacitance,1.4772e-12
2.49e+10,Resistance,1.21801
2.49e+10,Inductance,3.73216e-09
2.49e+10,Conductance,0.00424951
2.49e+10,Capacitance,1.4772e-12
2.5e+10,Resistance,1.22043
2.5e+10,Inductance,3.73215e-09
2.5e+10,Conductance,0.00426626
2.5e+10,Capacitance,1.4772e-12
2.51e+10,Resistance,1.22288
2.51e+10,Inductance,3.73214e-09
2.51e+10,Conductance,0.00428301
2.51e+10,Capacitance,1.4772e-12
2.52e+10,Resistance,1.22536
2.52e+10,Inductance,3.73213e-09
2.52e+10,Conductance,0.00429974
2.52e+10,Capacitance,1.4772e-12
2.53e+10,Resistance,1.22781
2.53e+10,Inductance,3.73212e-09
2.53e+10,Conductance,0.00431648
2.53e+10,Capacitance,1.4772e-12
2.54e+10,Resistance,1.23022
2.54e+10,Inductance,3.73211e-09
2.54e+10,Conductance,0.00433322
2.54e+10,Capacitance,1.4772e-12
2.55e+10,Resistance,1.23251
2.55e+10,Inductance,3.7321e-09
2.55e+10,Conductance,0.00435002
2.55e+10,Capacitance,1.4772e-12
2.56e+10,Resistance,1.23493
2.56e+10,Inductance,3.73209e-09
2.56e+10,Conductance,0.00436676
2.56e+10,Capacitance,1.4772e-12
2.57e+10,Resistance,1.23736
2.57e+10,Inductance,3.73208e-09
2.57e+10,Conductance,0.0043835
2.57e+10,Capacitance,1.4772e-12
2.58e+10,Resistance,1.23981
2.58e+10,Inductance,3.73207e-09
2.58e+10,Conductance,0.00440022
2.58e+10,Capacitance,1.4772e-12
2.59e+10,Resistance,1.2422
2.59e+10,Inductance,3.73206e-09
2.59e+10,Conductance,0.00441697
2.59e+10,Capacitance,1.4772e-12
2.6e+10,Resistance,1.2446
2.6e+10,Inductance,3.73205e-09
2.6e+10,Conductance,0.0044337
2.6e+10,Capacitance,1.4772e-12
2.61e+10,Resistance,1.24704
2.61e+10,Inductance,3.73204e-09
2.61e+10,Conductance,0.00445043
2.61e+10,Capacitance,1.4772e-12
2.62e+10,Resistance,1.24942
2.62e+10,Inductance,3.73203e-09
2.62e+10,Conductance,0.00446717
2.62e+10,Capacitance,1.4772e-12
2.63e+10,Resistance,1.25185
2.63e+10,Inductance,3.73202e-09
2.63e+10,Conductance,0.00448389
2.63e+10,Capacitance,1.4772e-12
2.64e+10,Resistance,1.25423
2.64e+10,Inductance,3.73201e-09
2.64e+10,Conductance,0.00450063
2.64e+10,Capacitance,1.4772e-12
2.65e+10,Resistance,1.25663
2.65e+10,Inductance,3.732e-09
2.65e+10,Conductance,0.00451735
2.65e+10,Capacitance,1.4772e-12
2.66e+10,Resistance,1.259
2.66e+10,Inductance,3.73199e-09
2.66e+10,Conductance,0.0045341
2.66e+10,Capacitance,1.4772e-12
2.67e+10,Resistance,1.26135
2.67e+10,Inductance,3.73198e-09
2.67e+10,Conductance,0.00455084
2.67e+10,Capacitance,1.4772e-12
2.68e+10,Resistance,1.26367
2.68e+10,Inductance,3.73198e-09
2.68e+10,Conductance,0.00456758
2.68e+10,Capacitance,1.4772e-12
2.69e+10,Resistance,1.26611
2.69e+10,Inductance,3.73197e-09
2.69e+10,Conductance,0.00458429
2.69e+10,Capacitance,1.4772e-12
2.7e+10,Resistance,1.26851
2.7e+10,Inductance,3.73196e-09
2.7e+10,Conductance,0.004601
2.7e+10,Capacitance,1.4772e-12
2.71e+10,Resistance,1.27078
2.71e+10,Inductance,3.73195e-09
2.71e+10,Conductance,0.00461777
2.71e+10,Capacitance,1.4772e-12
2.72e+10,Resistance,1.27307
2.72e+10,Inductance,3.73194e-09
2.72e+10,Conductance,0.00463452
2.72e+10,Capacitance,1.4772e-12
2.73e+10,Resistance,1.27535
2.73e+10,Inductance,3.73193e-09
2.73e+10,Conductance,0.00465128
2.73e+10,Capacitance,1.4772e-12
2.74e+10,Resistance,1.27768
2.74e+10,Inductance,3.73192e-09
2.74e+10,Conductance,0.00466802
2.74e+10,Capacitance,1.4772e-12
2.75e+10,Resistance,1.27998
2.75e+10,Inductance,3.73191e-09
2.75e+10,Conductance,0.00468476
2.75e+10,Capacitance,1.4772e-12
2.76e+10,Resistance,1.28254
2.76e+10,Inductance,3.7319e-09
2.76e+10,Conductance,0.0047014
2.76e+10,Capacitance,1.4772e-12
2.77e+10,Resistance,1.28478
2.77e+10,Inductance,3.73189e-09
2.77e+10,Conductance,0.00471816
2.77e+10,Capacitance,1.4772e-12
2.78e+10,Resistance,1.28707
2.78e+10,Inductance,3.73188e-09
2.78e+10,Conductance,0.0047349
2.78e+10,Capacitance,1.4772e-12
2.79e+10,Resistance,1.28935
2.79e+10,Inductance,3.73187e-09
2.79e+10,Conductance,0.00475164
2.79e+10,Capacitance,1.4772e-12
2.8e+10,Resistance,1.29167
2.8e+10,Inductance,3.73186e-09
2.8e+10,Conductance,0.00476837
2.8e+10,Capacitance,1.4772e-12
2.81e+10,Resistance,1.29397
2.81e+10,Inductance,3.73185e-09
2.81e+10,Conductance,0.0047851
2.81e+10,Capacitance,1.4772e-12
2.82e+10,Resistance,1.29631
2.82e+10,Inductance,3.73185e-09
2.82e+10,Conductance,0.00480181
2.82e+10,Capacitance,1.4772e-12
2.83e+10,Resistance,1.29858
2.83e+10,Inductance,3.73184e-09
2.83e+10,Conductance,0.00481855
2.83e+10,Capacitance,1.4772e-12
2.84e+10,Resistance,1.30086
2.84e+10,Inductance,3.73183e-09
2.84e+10,Conductance,0.00483528
2.84e+10,Capacitance,1.4772e-12
2.85e+10,Resistance,1.30315
2.85e+10,Inductance,3.73182e-09
2.85e+10,Conductance,0.00485201
2.85e+10,Capacitance,1.4772e-12
2.86e+10,Resistance,1.30547
2.86e+10,Inductance,3.73181e-09
2.86e+10,Conductance,0.00486872
2.86e+10,Capacitance,1.4772e-12
2.87e+10,Resistance,1.30773
2.87e+10,Inductance,3.7318e-09
2.87e+10,Conductance,0.00488545
2.87e+10,Capacitance,1.4772e-12
2.88e+10,Resistance,1.31005
2.88e+10,Inductance,3.7318e-09
2.88e+10,Conductance,0.00490216
2.88e+10,Capacitance,1.4772e-12
2.89e+10,Resistance,1.3123
2.89e+10,Inductance,3.73179e-09
2.89e+10,Conductance,0.00491889
2.89e+10,Capacitance,1.4772e-12
2.9e+10,Resistance,1.31455
2.9e+10,Inductance,3.73178e-09
2.9e+10,Conductance,0.00493563
2.9e+10,Capacitance,1.4772e-12
2.91e+10,Resistance,1.31687
2.91e+10,Inductance,3.73177e-09
2.91e+10,Conductance,0.00495233
2.91e+10,Capacitance,1.4772e-12
2.92e+10,Resistance,1.31907
2.92e+10,Inductance,3.73176e-09
2.92e+10,Conductance,0.00496907
2.92e+10,Capacitance,1.4772e-12
2.93e+10,Resistance,1.32135
2.93e+10,Inductance,3.73175e-09
2.93e+10,Conductance,0.00498579
2.93e+10,Capacitance,1.4772e-12
2.94e+10,Resistance,1.3236
2.94e+10,Inductance,3.73174e-09
2.94e+10,Conductance,0.00500251
2.94e+10,Capacitance,1.4772e-12
2.95e+10,Resistance,1.32589
2.95e+10,Inductance,3.73174e-09
2.95e+10,Conductance,0.00501921
2.95e+10,Capacitance,1.4772e-12
2.96e+10,Resistance,1.32811
2.96e+10,Inductance,3.73173e-09
2.96e+10,Conductance,0.00503594
2.96e+10,Capacitance,1.4772e-12
2.97e+10,Resistance,1.33033
2.97e+10,Inductance,3.73172e-09
2.97e+10,Conductance,0.00505267
2.97e+10,Capacitance,1.4772e-12
2.98e+10,Resistance,1.3326
2.98e+10,Inductance,3.73171e-09
2.98e+10,Conductance,0.00506938
2.98e+10,Capacitance,1.4772e-12
2.99e+10,Resistance,1.33485
2.99e+10,Inductance,3.7317e-09
2.99e+10,Conductance,0.0050861
2.99e+10,Capacitance,1.4772e-12
3e+10,Resistance,1.33707
3e+10,Inductance,3.7317e-09
3e+10,Conductance,0.00510282
3e+10,Capacitance,1.4772e-12
3.01e+10,Resistance,1.33931
3.01e+10,Inductance,3.73169e-09
3.01e+10,Conductance,0.00511953
3.01e+10,Capacitance,1.4772e-12
3.02e+10,Resistance,1.34149
3.02e+10,Inductance,3.73168e-09
3.02e+10,Conductance,0.00513626
3.02e+10,Capacitance,1.4772e-12
3.03e+10,Resistance,1.34376
3.03e+10,Inductance,3.73167e-09
3.03e+10,Conductance,0.00515296
3.03e+10,Capacitance,1.4772e-12
3.04e+10,Resistance,1.34598
3.04e+10,Inductance,3.73167e-09
3.04e+10,Conductance,0.00516968
3.04e+10,Capacitance,1.4772e-12
3.05e+10,Resistance,1.34818
3.05e+10,Inductance,3.73166e-09
3.05e+10,Conductance,0.0051864
3.05e+10,Capacitance,1.4772e-12
3.06e+10,Resistance,1.35042
3.06e+10,Inductance,3.73165e-09
3.06e+10,Conductance,0.0052031
3.06e+10,Capacitance,1.4772e-12
3.07e+10,Resistance,1.3526
3.07e+10,Inductance,3.73164e-09
3.07e+10,Conductance,0.00521983
3.07e+10,Capacitance,1.4772e-12
3.08e+10,Resistance,1.35485
3.08e+10,Inductance,3.73163e-09
3.08e+10,Conductance,0.00523652
3.08e+10,Capacitance,1.4772e-12
3.09e+10,Resistance,1.35705
3.09e+10,Inductance,3.73163e-09
3.09e+10,Conductance,0.00525323
3.09e+10,Capacitance,1.4772e-12
3.1e+10,Resistance,1.35926
3.1e+10,Inductance,3.73162e-09
3.1e+10,Conductance,0.00526994
3.1e+10,Capacitance,1.4772e-12
3.11e+10,Resistance,1.36136
3.11e+10,Inductance,3.73161e-09
3.11e+10,Conductance,0.00528669
3.11e+10,Capacitance,1.4772e-12
3.12e+10,Resistance,1.3635
3.12e+10,Inductance,3.73161e-09
3.12e+10,Conductance,0.00530342
3.12e+10,Capacitance,1.4772e-12
3.13e+10,Resistance,1.36574
3.13e+10,Inductance,3.7316e-09
3.13e+10,Conductance,0.00532011
3.13e+10,Capacitance,1.4772e-12
3.14e+10,Resistance,1.36791
3.14e+10,Inductance,3.73159e-09
3.14e+10,Conductance,0.00533683
3.14e+10,Capacitance,1.4772e-12
3.15e+10,Resistance,1.37008
3.15e+10,Inductance,3.73158e-09
3.15e+10,Conductance,0.00535355
3.15e+10,Capacitance,1.4772e-12
3.16e+10,Resistance,1.37228
3.16e+10,Inductance,3.73158e-09
3.16e+10,Conductance,0.00537024
3.16e+10,Capacitance,1.4772e-12
3.17e+10,Resistance,1.37445
3.17e+10,Inductance,3.73157e-09
3.17e+10,Conductance,0.00538695
3.17e+10,Capacitance,1.4772e-12
3.18e+10,Resistance,1.3766
3.18e+10,Inductance,3.73156e-09
3.18e+10,Conductance,0.00540367
3.18e+10,Capacitance,1.4772e-12
3.19e+10,Resistance,1.37875
3.19e+10,Inductance,3.73155e-09
3.19e+10,Conductance,0.00542039
3.19e+10,Capacitance,1.4772e-12
3.2e+10,Resistance,1.38093
3.2e+10,Inductance,3.73155e-09
3.2e+10,Conductance,0.00543709
3.2e+10,Capacitance,1.4772e-12
3.21e+10,Resistance,1.3831
3.21e+10,Inductance,3.73154e-09
3.21e+10,Conductance,0.00545379
3.21e+10,Capacitance,1.4772e-12
3.22e+10,Resistance,1.38523
3.22e+10,Inductance,3.73153e-09
3.22e+10,Conductance,0.00547051
3.22e+10,Capacitance,1.4772e-12
3.23e+10,Resistance,1.3874
3.23e+10,Inductance,3.73153e-09
3.23e+10,Conductance,0.00548721
3.23e+10,Capacitance,1.4772e-12
3.24e+10,Resistance,1.38948
3.24e+10,Inductance,3.73152e-09
3.24e+10,Conductance,0.00550394
3.24e+10,Capacitance,1.4772e-12
3.25e+10,Resistance,1.39166
3.25e+10,Inductance,3.73151e-09
3.25e+10,Conductance,0.00552063
3.25e+10,Capacitance,1.4772e-12
3.26e+10,Resistance,1.39377
3.26e+10,Inductance,3.7315e-09
3.26e+10,Conductance,0.00553735
3.26e+10,Capacitance,1.4772e-12
3.27e+10,Resistance,1.39591
3.27e+10,Inductance,3.7315e-09
3.27e+10,Conductance,0.00555405
3.27e+10,Capacitance,1.4772e-12
3.28e+10,Resistance,1.39804
3.28e+10,Inductance,3.73149e-09
3.28e+10,Conductance,0.00557076
3.28e+10,Capacitance,1.4772e-12
3.29e+10,Resistance,1.40018
3.29e+10,Inductance,3.73148e-09
3.29e+10,Conductance,0.00558746
3.29e+10,Capacitance,1.4772e-12
3.3e+10,Resistance,1.40228
3.3e+10,Inductance,3.73148e-09
3.3e+10,Conductance,0.00560418
3.3e+10,Capacitance,1.4772e-12
3.31e+10,Resistance,1.40441
3.31e+10,Inductance,3.73147e-09
3.31e+10,Conductance,0.00562088
3.31e+10,Capacitance,1.4772e-12
3.32e+10,Resistance,1.40649
3.32e+10,Inductance,3.73146e-09
3.32e+10,Conductance,0.0056376
3.32e+10,Capacitance,1.4772e-12
3.33e+10,Resistance,1.40864
3.33e+10,Inductance,3.73146e-09
3.33e+10,Conductance,0.00565429
3.33e+10,Capacitance,1.4772e-12
3.34e+10,Resistance,1.41081
3.34e+10,Inductance,3.73145e-09
3.34e+10,Conductance,0.00567097
3.34e+10,Capacitance,1.4772e-12
3.35e+10,Resistance,1.41297
3.35e+10,Inductance,3.73144e-09
3.35e+10,Conductance,0.00568765
3.35e+10,Capacitance,1.4772e-12
3.36e+10,Resistance,1.4152
3.36e+10,Inductance,3.73144e-09
3.36e+10,Conductance,0.0057043
3.36e+10,Capacitance,1.4772e-12
3.37e+10,Resistance,1.417
3.37e+10,Inductance,3.73142e-09
3.37e+10,Conductance,0.00572113
3.37e+10,Capacitance,1.4772e-12
3.38e+10,Resistance,1.41902
3.38e+10,Inductance,3.73142e-09
3.38e+10,Conductance,0.00573786
3.38e+10,Capacitance,1.4772e-12
3.39e+10,Resistance,1.42166
3.39e+10,Inductance,3.73142e-09
3.39e+10,Conductance,0.00575435
3.39e+10,Capacitance,1.4772e-12
3.4e+10,Resistance,1.42376
3.4e+10,Inductance,3.73141e-09
3.4e+10,Conductance,0.00577105
3.4e+10,Capacitance,1.4772e-12
3.41e+10,Resistance,1.4258
3.41e+10,Inductance,3.7314e-09
3.41e+10,Conductance,0.00578777
3.41e+10,Capacitance,1.4772e-12
3.42e+10,Resistance,1.42782
3.42e+10,Inductance,3.7314e-09
3.42e+10,Conductance,0.0058045
3.42e+10,Capacitance,1.4772e-12
3.43e+10,Resistance,1.42989
3.43e+10,Inductance,3.73139e-09
3.43e+10,Conductance,0.0058212
3.43e+10,Capacitance,1.4772e-12
3.44e+10,Resistance,1.43192
3.44e+10,Inductance,3.73138e-09
3.44e+10,Conductance,0.00583792
3.44e+10,Capacitance,1.4772e-12
3.45e+10,Resistance,1.43398
3.45e+10,Inductance,3.73138e-09
3.45e+10,Conductance,0.00585463
3.45e+10,Capacitance,1.4772e-12
3.46e+10,Resistance,1.43602
3.46e+10,Inductance,3.73137e-09
3.46e+10,Conductance,0.00587134
3.46e+10,Capacitance,1.4772e-12
3.47e+10,Resistance,1.43811
3.47e+10,Inductance,3.73136e-09
3.47e+10,Conductance,0.00588803
3.47e+10,Capacitance,1.4772e-12
3.48e+10,Resistance,1.44013
3.48e+10,Inductance,3.73136e-09
3.48e+10,Conductance,0.00590475
3.48e+10,Capacitance,1.4772e-12
3.49e+10,Resistance,1.44225
3.49e+10,Inductance,3.73135e-09
3.49e+10,Conductance,0.00592142
3.49e+10,Capacitance,1.4772e-12
3.5e+10,Resistance,1.4443
3.5e+10,Inductance,3.73134e-09
3.5e+10,Conductance,0.00593813
3.5e+10,Capacitance,1.4772e-12
3.51e+10,Resistance,1.44636
3.51e+10,Inductance,3.73134e-09
3.51e+10,Conductance,0.00595483
3.51e+10,Capacitance,1.4772e-12
3.52e+10,Resistance,1.44848
3.52e+10,Inductance,3.73133e-09
3.52e+10,Conductance,0.0059715
3.52e+10,Capacitance,1.4772e-12
3.53e+10,Resistance,1.45055
3.53e+10,Inductance,3.73133e-09
3.53e+10,Conductance,0.00598818
3.53e+10,Capacitance,1.4772e-12
3.54e+10,Resistance,1.45255
3.54e+10,Inductance,3.73132e-09
3.54e+10,Conductance,0.0060049
3.54e+10,Capacitance,1.4772e-12
3.55e+10,Resistance,1.45463
3.55e+10,Inductance,3.73131e-09
3.55e+10,Conductance,0.00602158
3.55e+10,Capacitance,1.4772e-12
3.56e+10,Resistance,1.45668
3.56e+10,Inductance,3.73131e-09
3.56e+10,Conductance,0.00603827
3.56e+10,Capacitance,1.4772e-12
3.57e+10,Resistance,1.45868
3.57e+10,Inductance,3.7313e-09
3.57e+10,Conductance,0.00605499
3.57e+10,Capacitance,1.4772e-12
3.58e+10,Resistance,1.46073
3.58e+10,Inductance,3.73129e-09
3.58e+10,Conductance,0.00607168
3.58e+10,Capacitance,1.4772e-12
3.59e+10,Resistance,1.4628
3.59e+10,Inductance,3.73129e-09
3.59e+10,Conductance,0.00608836
3.59e+10,Capacitance,1.4772e-12
3.6e+10,Resistance,1.46486
3.6e+10,Inductance,3.73128e-09
3.6e+10,Conductance,0.00610504
3.6e+10,Capacitance,1.4772e-12
3.61e+10,Resistance,1.46682
3.61e+10,Inductance,3.73128e-09
3.61e+10,Conductance,0.00612176
3.61e+10,Capacitance,1.4772e-12
3.62e+10,Resistance,1.46886
3.62e+10,Inductance,3.73127e-09
3.62e+10,Conductance,0.00613845
3.62e+10,Capacitance,1.4772e-12
3.63e+10,Resistance,1.4709
3.63e+10,Inductance,3.73126e-09
3.63e+10,Conductance,0.00615514
3.63e+10,Capacitance,1.4772e-12
3.64e+10,Resistance,1.47295
3.64e+10,Inductance,3.73126e-09
3.64e+10,Conductance,0.00617182
3.64e+10,Capacitance,1.4772e-12
3.65e+10,Resistance,1.47499
3.65e+10,Inductance,3.73125e-09
3.65e+10,Conductance,0.0061885
3.65e+10,Capacitance,1.4772e-12
3.66e+10,Resistance,1.47696
3.66e+10,Inductance,3.73125e-09
3.66e+10,Conductance,0.00620521
3.66e+10,Capacitance,1.4772e-12
3.67e+10,Resistance,1.47905
3.67e+10,Inductance,3.73124e-09
3.67e+10,Conductance,0.00622187
3.67e+10,Capacitance,1.4772e-12
