Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_2:Line_1_2)
3.68e+10,Resistance,1.48102
3.68e+10,Inductance,3.73123e-09
3.68e+10,Conductance,0.00623858
3.68e+10,Capacitance,1.4772e-12
3.69e+10,Resistance,1.48304
3.69e+10,Inductance,3.73123e-09
3.69e+10,Conductance,0.00625526
3.69e+10,Capacitance,1.4772e-12
3.7e+10,Resistance,1.48511
3.7e+10,Inductance,3.73122e-09
3.7e+10,Conductance,0.00627193
3.7e+10,Capacitance,1.4772e-12
3.71e+10,Resistance,1.48712
3.71e+10,Inductance,3.73122e-09
3.71e+10,Conductance,0.00628861
3.71e+10,Capacitance,1.4772e-12
3.72e+10,Resistance,1.48901
3.72e+10,Inductance,3.73121e-09
3.72e+10,Conductance,0.00630535
3.72e+10,Capacitance,1.4772e-12
3.73e+10,Resistance,1.491
3.73e+10,Inductance,3.73121e-09
3.73e+10,Conductance,0.00632204
3.73e+10,Capacitance,1.4772e-12
3.74e+10,Resistance,1.49303
3.74e+10,Inductance,3.7312e-09
3.74e+10,Conductance,0.00633871
3.74e+10,Capacitance,1.4772e-12
3.75e+10,Resistance,1.49502
3.75e+10,Inductance,3.7312e-09
3.75e+10,Conductance,0.0063554
3.75e+10,Capacitance,1.4772e-12
3.76e+10,Resistance,1.49699
3.76e+10,Inductance,3.73119e-09
3.76e+10,Conductance,0.0063721
3.76e+10,Capacitance,1.4772e-12
3.77e+10,Resistance,1.49899
3.77e+10,Inductance,3.73118e-09
3.77e+10,Conductance,0.00638878
3.77e+10,Capacitance,1.4772e-12
3.78e+10,Resistance,1.501
3.78e+10,Inductance,3.73118e-09
3.78e+10,Conductance,0.00640546
3.78e+10,Capacitance,1.4772e-12
3.79e+10,Resistance,1.50301
3.79e+10,Inductance,3.73117e-09
3.79e+10,Conductance,0.00642214
3.79e+10,Capacitance,1.4772e-12
3.8e+10,Resistance,1.50497
3.8e+10,Inductance,3.73117e-09
3.8e+10,Conductance,0.00643883
3.8e+10,Capacitance,1.4772e-12
3.81e+10,Resistance,1.50689
3.81e+10,Inductance,3.73116e-09
3.81e+10,Conductance,0.00645554
3.81e+10,Capacitance,1.4772e-12
3.82e+10,Resistance,1.50886
3.82e+10,Inductance,3.73116e-09
3.82e+10,Conductance,0.00647222
3.82e+10,Capacitance,1.4772e-12
3.83e+10,Resistance,1.51099
3.83e+10,Inductance,3.73115e-09
3.83e+10,Conductance,0.00648885
3.83e+10,Capacitance,1.4772e-12
3.84e+10,Resistance,1.51296
3.84e+10,Inductance,3.73114e-09
3.84e+10,Conductance,0.00650553
3.84e+10,Capacitance,1.4772e-12
3.85e+10,Resistance,1.51494
3.85e+10,Inductance,3.73114e-09
3.85e+10,Conductance,0.00652221
3.85e+10,Capacitance,1.4772e-12
3.86e+10,Resistance,1.5169
3.86e+10,Inductance,3.73113e-09
3.86e+10,Conductance,0.00653889
3.86e+10,Capacitance,1.4772e-12
3.87e+10,Resistance,1.51886
3.87e+10,Inductance,3.73113e-09
3.87e+10,Conductance,0.00655558
3.87e+10,Capacitance,1.4772e-12
3.88e+10,Resistance,1.52078
3.88e+10,Inductance,3.73112e-09
3.88e+10,Conductance,0.00657228
3.88e+10,Capacitance,1.4772e-12
3.89e+10,Resistance,1.52271
3.89e+10,Inductance,3.73112e-09
3.89e+10,Conductance,0.00658897
3.89e+10,Capacitance,1.4772e-12
3.9e+10,Resistance,1.52467
3.9e+10,Inductance,3.73111e-09
3.9e+10,Conductance,0.00660565
3.9e+10,Capacitance,1.4772e-12
3.91e+10,Resistance,1.52664
3.91e+10,Inductance,3.73111e-09
3.91e+10,Conductance,0.00662232
3.91e+10,Capacitance,1.4772e-12
3.92e+10,Resistance,1.52856
3.92e+10,Inductance,3.7311e-09
3.92e+10,Conductance,0.00663902
3.92e+10,Capacitance,1.4772e-12
3.93e+10,Resistance,1.5305
3.93e+10,Inductance,3.7311e-09
3.93e+10,Conductance,0.0066557
3.93e+10,Capacitance,1.4772e-12
3.94e+10,Resistance,1.53243
3.94e+10,Inductance,3.73109e-09
3.94e+10,Conductance,0.00667239
3.94e+10,Capacitance,1.4772e-12
3.95e+10,Resistance,1.53433
3.95e+10,Inductance,3.73109e-09
3.95e+10,Conductance,0.00668908
3.95e+10,Capacitance,1.4772e-12
3.96e+10,Resistance,1.53653
3.96e+10,Inductance,3.73108e-09
3.96e+10,Conductance,0.00670567
3.96e+10,Capacitance,1.4772e-12
3.97e+10,Resistance,1.53846
3.97e+10,Inductance,3.73107e-09
3.97e+10,Conductance,0.00672235
3.97e+10,Capacitance,1.4772e-12
3.98e+10,Resistance,1.5403
3.98e+10,Inductance,3.73107e-09
3.98e+10,Conductance,0.00673907
3.98e+10,Capacitance,1.4772e-12
3.99e+10,Resistance,1.54227
3.99e+10,Inductance,3.73106e-09
3.99e+10,Conductance,0.00675573
3.99e+10,Capacitance,1.4772e-12
4e+10,Resistance,1.54418
4e+10,Inductance,3.73106e-09
4e+10,Conductance,0.00677242
4e+10,Capacitance,1.4772e-12
4.01e+10,Resistance,1.54606
4.01e+10,Inductance,3.73105e-09
4.01e+10,Conductance,0.00678912
4.01e+10,Capacitance,1.4772e-12
4.02e+10,Resistance,1.548
4.02e+10,Inductance,3.73105e-09
4.02e+10,Conductance,0.00680579
4.02e+10,Capacitance,1.4772e-12
4.03e+10,Resistance,1.5499
4.03e+10,Inductance,3.73104e-09
4.03e+10,Conductance,0.00682247
4.03e+10,Capacitance,1.4772e-12
4.04e+10,Resistance,1.55187
4.04e+10,Inductance,3.73104e-09
4.04e+10,Conductance,0.00683913
4.04e+10,Capacitance,1.4772e-12
4.05e+10,Resistance,1.55383
4.05e+10,Inductance,3.73104e-09
4.05e+10,Conductance,0.00685579
4.05e+10,Capacitance,1.4772e-12
4.06e+10,Resistance,1.55579
4.06e+10,Inductance,3.73103e-09
4.06e+10,Conductance,0.00687245
4.06e+10,Capacitance,1.4772e-12
4.07e+10,Resistance,1.55768
4.07e+10,Inductance,3.73102e-09
4.07e+10,Conductance,0.00688914
4.07e+10,Capacitance,1.4772e-12
4.08e+10,Resistance,1.55964
4.08e+10,Inductance,3.73102e-09
4.08e+10,Conductance,0.0069058
4.08e+10,Capacitance,1.4772e-12
4.09e+10,Resistance,1.56153
4.09e+10,Inductance,3.73101e-09
4.09e+10,Conductance,0.00692248
4.09e+10,Capacitance,1.4772e-12
4.1e+10,Resistance,1.56344
4.1e+10,Inductance,3.73101e-09
4.1e+10,Conductance,0.00693916
4.1e+10,Capacitance,1.4772e-12
4.11e+10,Resistance,1.56536
4.11e+10,Inductance,3.73101e-09
4.11e+10,Conductance,0.00695582
4.11e+10,Capacitance,1.4772e-12
4.12e+10,Resistance,1.56721
4.12e+10,Inductance,3.731e-09
4.12e+10,Conductance,0.00697252
4.12e+10,Capacitance,1.4772e-12
4.13e+10,Resistance,1.56914
4.13e+10,Inductance,3.731e-09
4.13e+10,Conductance,0.00698918
4.13e+10,Capacitance,1.4772e-12
4.14e+10,Resistance,1.57104
4.14e+10,Inductance,3.73099e-09
4.14e+10,Conductance,0.00700586
4.14e+10,Capacitance,1.4772e-12
4.15e+10,Resistance,1.57285
4.15e+10,Inductance,3.73099e-09
4.15e+10,Conductance,0.00702256
4.15e+10,Capacitance,1.4772e-12
4.16e+10,Resistance,1.57474
4.16e+10,Inductance,3.73098e-09
4.16e+10,Conductance,0.00703924
4.16e+10,Capacitance,1.4772e-12
4.17e+10,Resistance,1.57663
4.17e+10,Inductance,3.73098e-09
4.17e+10,Conductance,0.00705591
4.17e+10,Capacitance,1.4772e-12
4.18e+10,Resistance,1.57852
4.18e+10,Inductance,3.73097e-09
4.18e+10,Conductance,0.00707259
4.18e+10,Capacitance,1.4772e-12
4.19e+10,Resistance,1.58041
4.19e+10,Inductance,3.73097e-09
4.19e+10,Conductance,0.00708925
4.19e+10,Capacitance,1.4772e-12
4.2e+10,Resistance,1.58233
4.2e+10,Inductance,3.73096e-09
4.2e+10,Conductance,0.00710591
4.2e+10,Capacitance,1.4772e-12
4.21e+10,Resistance,1.58417
4.21e+10,Inductance,3.73096e-09
4.21e+10,Conductance,0.00712261
4.21e+10,Capacitance,1.4772e-12
4.22e+10,Resistance,1.58609
4.22e+10,Inductance,3.73095e-09
4.22e+10,Conductance,0.00713926
4.22e+10,Capacitance,1.4772e-12
4.23e+10,Resistance,1.58792
4.23e+10,Inductance,3.73095e-09
4.23e+10,Conductance,0.00715595
4.23e+10,Capacitance,1.4772e-12
4.24e+10,Resistance,1.58979
4.24e+10,Inductance,3.73094e-09
4.24e+10,Conductance,0.00717262
4.24e+10,Capacitance,1.4772e-12
4.25e+10,Resistance,1.59168
4.25e+10,Inductance,3.73094e-09
4.25e+10,Conductance,0.00718929
4.25e+10,Capacitance,1.4772e-12
4.26e+10,Resistance,1.59352
4.26e+10,Inductance,3.73093e-09
4.26e+10,Conductance,0.00720597
4.26e+10,Capacitance,1.4772e-12
4.27e+10,Resistance,1.59544
4.27e+10,Inductance,3.73093e-09
4.27e+10,Conductance,0.00722262
4.27e+10,Capacitance,1.4772e-12
4.28e+10,Resistance,1.59728
4.28e+10,Inductance,3.73092e-09
4.28e+10,Conductance,0.0072393
4.28e+10,Capacitance,1.4772e-12
4.29e+10,Resistance,1.59918
4.29e+10,Inductance,3.73092e-09
4.29e+10,Conductance,0.00725595
4.29e+10,Capacitance,1.4772e-12
4.3e+10,Resistance,1.60107
4.3e+10,Inductance,3.73091e-09
4.3e+10,Conductance,0.00727262
4.3e+10,Capacitance,1.4772e-12
4.31e+10,Resistance,1.60289
4.31e+10,Inductance,3.73091e-09
4.31e+10,Conductance,0.0072893
4.31e+10,Capacitance,1.4772e-12
4.32e+10,Resistance,1.60476
4.32e+10,Inductance,3.7309e-09
4.32e+10,Conductance,0.00730597
4.32e+10,Capacitance,1.4772e-12
4.33e+10,Resistance,1.60662
4.33e+10,Inductance,3.7309e-09
4.33e+10,Conductance,0.00732263
4.33e+10,Capacitance,1.4772e-12
4.34e+10,Resistance,1.60845
4.34e+10,Inductance,3.7309e-09
4.34e+10,Conductance,0.00733931
4.34e+10,Capacitance,1.4772e-12
4.35e+10,Resistance,1.61032
4.35e+10,Inductance,3.73089e-09
4.35e+10,Conductance,0.00735597
4.35e+10,Capacitance,1.4772e-12
4.36e+10,Resistance,1.61211
4.36e+10,Inductance,3.73089e-09
4.36e+10,Conductance,0.00737266
4.36e+10,Capacitance,1.4772e-12
4.37e+10,Resistance,1.614
4.37e+10,Inductance,3.73088e-09
4.37e+10,Conductance,0.00738931
4.37e+10,Capacitance,1.4772e-12
4.38e+10,Resistance,1.61586
4.38e+10,Inductance,3.73088e-09
4.38e+10,Conductance,0.00740597
4.38e+10,Capacitance,1.4772e-12
4.39e+10,Resistance,1.61769
4.39e+10,Inductance,3.73087e-09
4.39e+10,Conductance,0.00742265
4.39e+10,Capacitance,1.4772e-12
4.4e+10,Resistance,1.61952
4.4e+10,Inductance,3.73087e-09
4.4e+10,Conductance,0.00743932
4.4e+10,Capacitance,1.4772e-12
4.41e+10,Resistance,1.62137
4.41e+10,Inductance,3.73087e-09
4.41e+10,Conductance,0.00745598
4.41e+10,Capacitance,1.4772e-12
4.42e+10,Resistance,1.62319
4.42e+10,Inductance,3.73086e-09
4.42e+10,Conductance,0.00747265
4.42e+10,Capacitance,1.4772e-12
4.43e+10,Resistance,1.62516
4.43e+10,Inductance,3.73085e-09
4.43e+10,Conductance,0.00748927
4.43e+10,Capacitance,1.4772e-12
4.44e+10,Resistance,1.62692
4.44e+10,Inductance,3.73085e-09
4.44e+10,Conductance,0.00750596
4.44e+10,Capacitance,1.4772e-12
4.45e+10,Resistance,1.62878
4.45e+10,Inductance,3.73085e-09
4.45e+10,Conductance,0.00752261
4.45e+10,Capacitance,1.4772e-12
4.46e+10,Resistance,1.63057
4.46e+10,Inductance,3.73084e-09
4.46e+10,Conductance,0.00753929
4.46e+10,Capacitance,1.4772e-12
4.47e+10,Resistance,1.63237
4.47e+10,Inductance,3.73084e-09
4.47e+10,Conductance,0.00755597
4.47e+10,Capacitance,1.4772e-12
4.48e+10,Resistance,1.63427
4.48e+10,Inductance,3.73083e-09
4.48e+10,Conductance,0.0075726
4.48e+10,Capacitance,1.4772e-12
4.49e+10,Resistance,1.63607
4.49e+10,Inductance,3.73083e-09
4.49e+10,Conductance,0.00758927
4.49e+10,Capacitance,1.4772e-12
4.5e+10,Resistance,1.63782
4.5e+10,Inductance,3.73082e-09
4.5e+10,Conductance,0.00760597
4.5e+10,Capacitance,1.4772e-12
4.51e+10,Resistance,1.63964
4.51e+10,Inductance,3.73082e-09
4.51e+10,Conductance,0.00762263
4.51e+10,Capacitance,1.4772e-12
4.52e+10,Resistance,1.64149
4.52e+10,Inductance,3.73082e-09
4.52e+10,Conductance,0.00763928
4.52e+10,Capacitance,1.4772e-12
4.53e+10,Resistance,1.64325
4.53e+10,Inductance,3.73081e-09
4.53e+10,Conductance,0.00765596
4.53e+10,Capacitance,1.4772e-12
4.54e+10,Resistance,1.64519
4.54e+10,Inductance,3.73081e-09
4.54e+10,Conductance,0.00767258
4.54e+10,Capacitance,1.4772e-12
4.55e+10,Resistance,1.64699
4.55e+10,Inductance,3.7308e-09
4.55e+10,Conductance,0.00768925
4.55e+10,Capacitance,1.4772e-12
4.56e+10,Resistance,1.64881
4.56e+10,Inductance,3.7308e-09
4.56e+10,Conductance,0.0077059
4.56e+10,Capacitance,1.4772e-12
4.57e+10,Resistance,1.6506
4.57e+10,Inductance,3.73079e-09
4.57e+10,Conductance,0.00772257
4.57e+10,Capacitance,1.4772e-12
4.58e+10,Resistance,1.65237
4.58e+10,Inductance,3.73079e-09
4.58e+10,Conductance,0.00773925
4.58e+10,Capacitance,1.4772e-12
4.59e+10,Resistance,1.65414
4.59e+10,Inductance,3.73079e-09
4.59e+10,Conductance,0.00775592
4.59e+10,Capacitance,1.4772e-12
4.6e+10,Resistance,1.65591
4.6e+10,Inductance,3.73078e-09
4.6e+10,Conductance,0.00777259
4.6e+10,Capacitance,1.4772e-12
4.61e+10,Resistance,1.65767
4.61e+10,Inductance,3.73078e-09
4.61e+10,Conductance,0.00778927
4.61e+10,Capacitance,1.4772e-12
4.62e+10,Resistance,1.65971
4.62e+10,Inductance,3.73077e-09
4.62e+10,Conductance,0.00780583
4.62e+10,Capacitance,1.4772e-12
4.63e+10,Resistance,1.66146
4.63e+10,Inductance,3.73077e-09
4.63e+10,Conductance,0.00782251
4.63e+10,Capacitance,1.4772e-12
4.64e+10,Resistance,1.66323
4.64e+10,Inductance,3.73077e-09
4.64e+10,Conductance,0.00783918
4.64e+10,Capacitance,1.4772e-12
4.65e+10,Resistance,1.6649
4.65e+10,Inductance,3.73076e-09
4.65e+10,Conductance,0.00785589
4.65e+10,Capacitance,1.4772e-12
4.66e+10,Resistance,1.66671
4.66e+10,Inductance,3.73076e-09
4.66e+10,Conductance,0.00787254
4.66e+10,Capacitance,1.4772e-12
4.67e+10,Resistance,1.66845
4.67e+10,Inductance,3.73075e-09
4.67e+10,Conductance,0.00788922
4.67e+10,Capacitance,1.4772e-12
4.68e+10,Resistance,1.67028
4.68e+10,Inductance,3.73075e-09
4.68e+10,Conductance,0.00790586
4.68e+10,Capacitance,1.4772e-12
4.69e+10,Resistance,1.67211
4.69e+10,Inductance,3.73074e-09
4.69e+10,Conductance,0.0079225
4.69e+10,Capacitance,1.4772e-12
4.7e+10,Resistance,1.67387
4.7e+10,Inductance,3.73074e-09
4.7e+10,Conductance,0.00793917
4.7e+10,Capacitance,1.4772e-12
4.71e+10,Resistance,1.67562
4.71e+10,Inductance,3.73074e-09
4.71e+10,Conductance,0.00795584
4.71e+10,Capacitance,1.4772e-12
4.72e+10,Resistance,1.67742
4.72e+10,Inductance,3.73073e-09
4.72e+10,Conductance,0.00797249
4.72e+10,Capacitance,1.4772e-12
4.73e+10,Resistance,1.67926
4.73e+10,Inductance,3.73073e-09
4.73e+10,Conductance,0.00798912
4.73e+10,Capacitance,1.4772e-12
4.74e+10,Resistance,1.68106
4.74e+10,Inductance,3.73073e-09
4.74e+10,Conductance,0.00800577
4.74e+10,Capacitance,1.4772e-12
4.75e+10,Resistance,1.68283
4.75e+10,Inductance,3.73072e-09
4.75e+10,Conductance,0.00802242
4.75e+10,Capacitance,1.4772e-12
4.76e+10,Resistance,1.68467
4.76e+10,Inductance,3.73072e-09
4.76e+10,Conductance,0.00803905
4.76e+10,Capacitance,1.4772e-12
4.77e+10,Resistance,1.68643
4.77e+10,Inductance,3.73071e-09
4.77e+10,Conductance,0.00805571
4.77e+10,Capacitance,1.4772e-12
4.78e+10,Resistance,1.6882
4.78e+10,Inductance,3.73071e-09
4.78e+10,Conductance,0.00807237
4.78e+10,Capacitance,1.4772e-12
4.79e+10,Resistance,1.68998
4.79e+10,Inductance,3.73071e-09
4.79e+10,Conductance,0.00808902
4.79e+10,Capacitance,1.4772e-12
4.8e+10,Resistance,1.69143
4.8e+10,Inductance,3.7307e-09
4.8e+10,Conductance,0.0081058
4.8e+10,Capacitance,1.4772e-12
4.81e+10,Resistance,1.6932
4.81e+10,Inductance,3.7307e-09
4.81e+10,Conductance,0.00812245
4.81e+10,Capacitance,1.4772e-12
4.82e+10,Resistance,1.69503
4.82e+10,Inductance,3.73069e-09
4.82e+10,Conductance,0.00813908
4.82e+10,Capacitance,1.4772e-12
4.83e+10,Resistance,1.69686
4.83e+10,Inductance,3.73069e-09
4.83e+10,Conductance,0.0081557
4.83e+10,Capacitance,1.4772e-12
4.84e+10,Resistance,1.69858
4.84e+10,Inductance,3.73068e-09
4.84e+10,Conductance,0.00817237
4.84e+10,Capacitance,1.4772e-12
4.85e+10,Resistance,1.70038
4.85e+10,Inductance,3.73068e-09
4.85e+10,Conductance,0.00818901
4.85e+10,Capacitance,1.4772e-12
4.86e+10,Resistance,1.70215
4.86e+10,Inductance,3.73068e-09
4.86e+10,Conductance,0.00820566
4.86e+10,Capacitance,1.4772e-12
4.87e+10,Resistance,1.7039
4.87e+10,Inductance,3.73067e-09
4.87e+10,Conductance,0.00822231
4.87e+10,Capacitance,1.4772e-12
4.88e+10,Resistance,1.70567
4.88e+10,Inductance,3.73067e-09
4.88e+10,Conductance,0.00823896
4.88e+10,Capacitance,1.4772e-12
4.89e+10,Resistance,1.7074
4.89e+10,Inductance,3.73067e-09
4.89e+10,Conductance,0.00825562
4.89e+10,Capacitance,1.4772e-12
4.9e+10,Resistance,1.70913
4.9e+10,Inductance,3.73066e-09
4.9e+10,Conductance,0.00827228
4.9e+10,Capacitance,1.4772e-12
4.91e+10,Resistance,1.71089
4.91e+10,Inductance,3.73066e-09
4.91e+10,Conductance,0.00828893
4.91e+10,Capacitance,1.4772e-12
4.92e+10,Resistance,1.71261
4.92e+10,Inductance,3.73065e-09
4.92e+10,Conductance,0.00830559
4.92e+10,Capacitance,1.4772e-12
4.93e+10,Resistance,1.71437
4.93e+10,Inductance,3.73065e-09
4.93e+10,Conductance,0.00832223
4.93e+10,Capacitance,1.4772e-12
4.94e+10,Resistance,1.71609
4.94e+10,Inductance,3.73065e-09
4.94e+10,Conductance,0.00833889
4.94e+10,Capacitance,1.4772e-12
4.95e+10,Resistance,1.71781
4.95e+10,Inductance,3.73064e-09
4.95e+10,Conductance,0.00835555
4.95e+10,Capacitance,1.4772e-12
4.96e+10,Resistance,1.71957
4.96e+10,Inductance,3.73064e-09
4.96e+10,Conductance,0.00837219
4.96e+10,Capacitance,1.4772e-12
4.97e+10,Resistance,1.72135
4.97e+10,Inductance,3.73064e-09
4.97e+10,Conductance,0.00838882
4.97e+10,Capacitance,1.4772e-12
4.98e+10,Resistance,1.72305
4.98e+10,Inductance,3.73063e-09
4.98e+10,Conductance,0.00840549
4.98e+10,Capacitance,1.4772e-12
4.99e+10,Resistance,1.72477
4.99e+10,Inductance,3.73063e-09
4.99e+10,Conductance,0.00842215
4.99e+10,Capacitance,1.4772e-12
5e+10,Resistance,1.72652
5e+10,Inductance,3.73062e-09
5e+10,Conductance,0.00843878
5e+10,Capacitance,1.4772e-12
5.01e+10,Resistance,1.72824
5.01e+10,Inductance,3.73062e-09
5.01e+10,Conductance,0.00845544
5.01e+10,Capacitance,1.4772e-12
5.02e+10,Resistance,1.73
5.02e+10,Inductance,3.73062e-09
5.02e+10,Conductance,0.00847207
5.02e+10,Capacitance,1.4772e-12
5.03e+10,Resistance,1.73168
5.03e+10,Inductance,3.73061e-09
5.03e+10,Conductance,0.00848874
5.03e+10,Capacitance,1.4772e-12
5.04e+10,Resistance,1.73344
5.04e+10,Inductance,3.73061e-09
5.04e+10,Conductance,0.00850537
5.04e+10,Capacitance,1.4772e-12
5.05e+10,Resistance,1.73514
5.05e+10,Inductance,3.73061e-09
5.05e+10,Conductance,0.00852204
5.05e+10,Capacitance,1.4772e-12
5.06e+10,Resistance,1.73681
5.06e+10,Inductance,3.7306e-09
5.06e+10,Conductance,0.0085387
5.06e+10,Capacitance,1.4772e-12
5.07e+10,Resistance,1.73852
5.07e+10,Inductance,3.7306e-09
5.07e+10,Conductance,0.00855535
5.07e+10,Capacitance,1.4772e-12
5.08e+10,Resistance,1.74023
5.08e+10,Inductance,3.7306e-09
5.08e+10,Conductance,0.00857201
5.08e+10,Capacitance,1.4772e-12
5.09e+10,Resistance,1.74199
5.09e+10,Inductance,3.73059e-09
5.09e+10,Conductance,0.00858863
5.09e+10,Capacitance,1.4772e-12
5.1e+10,Resistance,1.7437
5.1e+10,Inductance,3.73059e-09
5.1e+10,Conductance,0.00860529
5.1e+10,Capacitance,1.4772e-12
5.11e+10,Resistance,1.74533
5.11e+10,Inductance,3.73059e-09
5.11e+10,Conductance,0.00862197
5.11e+10,Capacitance,1.4772e-12
5.12e+10,Resistance,1.74717
5.12e+10,Inductance,3.73058e-09
5.12e+10,Conductance,0.00863856
5.12e+10,Capacitance,1.4772e-12
5.13e+10,Resistance,1.7489
5.13e+10,Inductance,3.73058e-09
5.13e+10,Conductance,0.0086552
5.13e+10,Capacitance,1.4772e-12
5.14e+10,Resistance,1.75052
5.14e+10,Inductance,3.73057e-09
5.14e+10,Conductance,0.00867188
5.14e+10,Capacitance,1.4772e-12
5.15e+10,Resistance,1.7523
5.15e+10,Inductance,3.73057e-09
5.15e+10,Conductance,0.0086885
5.15e+10,Capacitance,1.4772e-12
5.16e+10,Resistance,1.75393
5.16e+10,Inductance,3.73057e-09
5.16e+10,Conductance,0.00870517
5.16e+10,Capacitance,1.4772e-12
5.17e+10,Resistance,1.75557
5.17e+10,Inductance,3.73056e-09
5.17e+10,Conductance,0.00872185
5.17e+10,Capacitance,1.4772e-12
5.18e+10,Resistance,1.75729
5.18e+10,Inductance,3.73056e-09
5.18e+10,Conductance,0.00873848
5.18e+10,Capacitance,1.4772e-12
5.19e+10,Resistance,1.75895
5.19e+10,Inductance,3.73056e-09
5.19e+10,Conductance,0.00875515
5.19e+10,Capacitance,1.4772e-12
5.2e+10,Resistance,1.76076
5.2e+10,Inductance,3.73055e-09
5.2e+10,Conductance,0.00877174
5.2e+10,Capacitance,1.4772e-12
5.21e+10,Resistance,1.7625
5.21e+10,Inductance,3.73055e-09
5.21e+10,Conductance,0.00878837
5.21e+10,Capacitance,1.4772e-12
5.22e+10,Resistance,1.76414
5.22e+10,Inductance,3.73055e-09
5.22e+10,Conductance,0.00880504
5.22e+10,Capacitance,1.4772e-12
5.23e+10,Resistance,1.76573
5.23e+10,Inductance,3.73054e-09
5.23e+10,Conductance,0.00882173
5.23e+10,Capacitance,1.4772e-12
5.24e+10,Resistance,1.76746
5.24e+10,Inductance,3.73054e-09
5.24e+10,Conductance,0.00883835
5.24e+10,Capacitance,1.4772e-12
5.25e+10,Resistance,1.76907
5.25e+10,Inductance,3.73054e-09
5.25e+10,Conductance,0.00885503
5.25e+10,Capacitance,1.4772e-12
5.26e+10,Resistance,1.77101
5.26e+10,Inductance,3.73053e-09
5.26e+10,Conductance,0.00887157
5.26e+10,Capacitance,1.4772e-12
5.27e+10,Resistance,1.77256
5.27e+10,Inductance,3.73053e-09
5.27e+10,Conductance,0.00888827
5.27e+10,Capacitance,1.4772e-12
5.28e+10,Resistance,1.77418
5.28e+10,Inductance,3.73053e-09
5.28e+10,Conductance,0.00890494
5.28e+10,Capacitance,1.4772e-12
5.29e+10,Resistance,1.77588
5.29e+10,Inductance,3.73052e-09
5.29e+10,Conductance,0.00892157
5.29e+10,Capacitance,1.4772e-12
5.3e+10,Resistance,1.77752
5.3e+10,Inductance,3.73052e-09
5.3e+10,Conductance,0.00893824
5.3e+10,Capacitance,1.4772e-12
5.31e+10,Resistance,1.77939
5.31e+10,Inductance,3.73051e-09
5.31e+10,Conductance,0.00895481
5.31e+10,Capacitance,1.4772e-12
5.32e+10,Resistance,1.78104
5.32e+10,Inductance,3.73051e-09
5.32e+10,Conductance,0.00897146
5.32e+10,Capacitance,1.4772e-12
5.33e+10,Resistance,1.78261
5.33e+10,Inductance,3.73051e-09
5.33e+10,Conductance,0.00898814
5.33e+10,Capacitance,1.4772e-12
5.34e+10,Resistance,1.78426
5.34e+10,Inductance,3.73051e-09
5.34e+10,Conductance,0.00900479
5.34e+10,Capacitance,1.4772e-12
5.35e+10,Resistance,1.78597
5.35e+10,Inductance,3.7305e-09
5.35e+10,Conductance,0.00902142
5.35e+10,Capacitance,1.4772e-12
5.36e+10,Resistance,1.78757
5.36e+10,Inductance,3.7305e-09
5.36e+10,Conductance,0.00903809
5.36e+10,Capacitance,1.4772e-12
5.37e+10,Resistance,1.78924
5.37e+10,Inductance,3.73049e-09
5.37e+10,Conductance,0.00905473
5.37e+10,Capacitance,1.4772e-12
5.38e+10,Resistance,1.79089
5.38e+10,Inductance,3.73049e-09
5.38e+10,Conductance,0.00907138
5.38e+10,Capacitance,1.4772e-12
5.39e+10,Resistance,1.79255
5.39e+10,Inductance,3.73049e-09
5.39e+10,Conductance,0.00908803
5.39e+10,Capacitance,1.4772e-12
5.4e+10,Resistance,1.79427
5.4e+10,Inductance,3.73049e-09
5.4e+10,Conductance,0.00910465
5.4e+10,Capacitance,1.4772e-12
5.41e+10,Resistance,1.79601
5.41e+10,Inductance,3.73048e-09
5.41e+10,Conductance,0.00912126
5.41e+10,Capacitance,1.4772e-12
5.42e+10,Resistance,1.79775
5.42e+10,Inductance,3.73048e-09
5.42e+10,Conductance,0.00913787
5.42e+10,Capacitance,1.4772e-12
5.43e+10,Resistance,1.7994
5.43e+10,Inductance,3.73048e-09
5.43e+10,Conductance,0.00915452
5.43e+10,Capacitance,1.4772e-12
5.44e+10,Resistance,1.80114
5.44e+10,Inductance,3.73047e-09
5.44e+10,Conductance,0.00917112
5.44e+10,Capacitance,1.4772e-12
5.45e+10,Resistance,1.80236
5.45e+10,Inductance,3.73047e-09
5.45e+10,Conductance,0.00918793
5.45e+10,Capacitance,1.4772e-12
5.46e+10,Resistance,1.80409
5.46e+10,Inductance,3.73047e-09
5.46e+10,Conductance,0.00920455
5.46e+10,Capacitance,1.4772e-12
5.47e+10,Resistance,1.80576
5.47e+10,Inductance,3.73046e-09
5.47e+10,Conductance,0.00922118
5.47e+10,Capacitance,1.4772e-12
5.48e+10,Resistance,1.80747
5.48e+10,Inductance,3.73046e-09
5.48e+10,Conductance,0.00923779
5.48e+10,Capacitance,1.4772e-12
5.49e+10,Resistance,1.80918
5.49e+10,Inductance,3.73046e-09
5.49e+10,Conductance,0.00925441
5.49e+10,Capacitance,1.4772e-12
5.5e+10,Resistance,1.81088
5.5e+10,Inductance,3.73045e-09
5.5e+10,Conductance,0.00927103
5.5e+10,Capacitance,1.4772e-12
5.51e+10,Resistance,1.81251
5.51e+10,Inductance,3.73045e-09
5.51e+10,Conductance,0.00928768
