Frequency,R11,R12,R21,R22,L11,L12,L21,L22,G11,G12,G21,G22,C11,C12,C21,C22
1.16E+10,2.39E+02,0.00E+00,0.00E+00,2.39E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.21E-02,0.00E+00,0.00E+00,9.21E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.17E+10,2.40E+02,0.00E+00,0.00E+00,2.40E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.29E-02,0.00E+00,0.00E+00,9.29E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.18E+10,2.41E+02,0.00E+00,0.00E+00,2.41E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.37E-02,0.00E+00,0.00E+00,9.37E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.19E+10,2.42E+02,0.00E+00,0.00E+00,2.42E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.45E-02,0.00E+00,0.00E+00,9.45E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.20E+10,2.43E+02,0.00E+00,0.00E+00,2.43E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.53E-02,0.00E+00,0.00E+00,9.53E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.21E+10,2.44E+02,0.00E+00,0.00E+00,2.44E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.61E-02,0.00E+00,0.00E+00,9.61E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.22E+10,2.45E+02,0.00E+00,0.00E+00,2.45E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.69E-02,0.00E+00,0.00E+00,9.69E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.23E+10,2.46E+02,0.00E+00,0.00E+00,2.46E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.77E-02,0.00E+00,0.00E+00,9.77E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.24E+10,2.47E+02,0.00E+00,0.00E+00,2.47E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.85E-02,0.00E+00,0.00E+00,9.85E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.25E+10,2.48E+02,0.00E+00,0.00E+00,2.48E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,9.93E-02,0.00E+00,0.00E+00,9.93E-02,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.26E+10,2.49E+02,0.00E+00,0.00E+00,2.49E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.00E-01,0.00E+00,0.00E+00,1.00E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.27E+10,2.50E+02,0.00E+00,0.00E+00,2.50E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.01E-01,0.00E+00,0.00E+00,1.01E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.28E+10,2.51E+02,0.00E+00,0.00E+00,2.51E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.02E-01,0.00E+00,0.00E+00,1.02E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.29E+10,2.52E+02,0.00E+00,0.00E+00,2.52E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.02E-01,0.00E+00,0.00E+00,1.02E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.30E+10,2.53E+02,0.00E+00,0.00E+00,2.53E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.03E-01,0.00E+00,0.00E+00,1.03E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.31E+10,2.54E+02,0.00E+00,0.00E+00,2.54E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.04E-01,0.00E+00,0.00E+00,1.04E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.32E+10,2.55E+02,0.00E+00,0.00E+00,2.55E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.05E-01,0.00E+00,0.00E+00,1.05E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.33E+10,2.56E+02,0.00E+00,0.00E+00,2.56E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.06E-01,0.00E+00,0.00E+00,1.06E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.34E+10,2.57E+02,0.00E+00,0.00E+00,2.57E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.06E-01,0.00E+00,0.00E+00,1.06E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.35E+10,2.58E+02,0.00E+00,0.00E+00,2.58E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.07E-01,0.00E+00,0.00E+00,1.07E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.36E+10,2.59E+02,0.00E+00,0.00E+00,2.59E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.08E-01,0.00E+00,0.00E+00,1.08E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.37E+10,2.59E+02,0.00E+00,0.00E+00,2.59E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.09E-01,0.00E+00,0.00E+00,1.09E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.38E+10,2.60E+02,0.00E+00,0.00E+00,2.60E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.10E-01,0.00E+00,0.00E+00,1.10E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.39E+10,2.61E+02,0.00E+00,0.00E+00,2.61E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.10E-01,0.00E+00,0.00E+00,1.10E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.40E+10,2.62E+02,0.00E+00,0.00E+00,2.62E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.11E-01,0.00E+00,0.00E+00,1.11E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.41E+10,2.63E+02,0.00E+00,0.00E+00,2.63E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.12E-01,0.00E+00,0.00E+00,1.12E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.42E+10,2.64E+02,0.00E+00,0.00E+00,2.64E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.13E-01,0.00E+00,0.00E+00,1.13E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.43E+10,2.65E+02,0.00E+00,0.00E+00,2.65E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.14E-01,0.00E+00,0.00E+00,1.14E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.44E+10,2.66E+02,0.00E+00,0.00E+00,2.66E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.14E-01,0.00E+00,0.00E+00,1.14E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.45E+10,2.67E+02,0.00E+00,0.00E+00,2.67E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.15E-01,0.00E+00,0.00E+00,1.15E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.46E+10,2.68E+02,0.00E+00,0.00E+00,2.68E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.16E-01,0.00E+00,0.00E+00,1.16E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.47E+10,2.69E+02,0.00E+00,0.00E+00,2.69E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.17E-01,0.00E+00,0.00E+00,1.17E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.48E+10,2.70E+02,0.00E+00,0.00E+00,2.70E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.18E-01,0.00E+00,0.00E+00,1.18E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.49E+10,2.71E+02,0.00E+00,0.00E+00,2.71E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.18E-01,0.00E+00,0.00E+00,1.18E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.50E+10,2.72E+02,0.00E+00,0.00E+00,2.72E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.19E-01,0.00E+00,0.00E+00,1.19E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.51E+10,2.72E+02,0.00E+00,0.00E+00,2.72E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.20E-01,0.00E+00,0.00E+00,1.20E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.52E+10,2.73E+02,0.00E+00,0.00E+00,2.73E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.21E-01,0.00E+00,0.00E+00,1.21E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.53E+10,2.74E+02,0.00E+00,0.00E+00,2.74E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.22E-01,0.00E+00,0.00E+00,1.22E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.54E+10,2.75E+02,0.00E+00,0.00E+00,2.75E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.22E-01,0.00E+00,0.00E+00,1.22E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.55E+10,2.76E+02,0.00E+00,0.00E+00,2.76E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.23E-01,0.00E+00,0.00E+00,1.23E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.56E+10,2.77E+02,0.00E+00,0.00E+00,2.77E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.24E-01,0.00E+00,0.00E+00,1.24E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.57E+10,2.78E+02,0.00E+00,0.00E+00,2.78E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.25E-01,0.00E+00,0.00E+00,1.25E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.58E+10,2.79E+02,0.00E+00,0.00E+00,2.79E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.25E-01,0.00E+00,0.00E+00,1.25E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.59E+10,2.80E+02,0.00E+00,0.00E+00,2.80E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.26E-01,0.00E+00,0.00E+00,1.26E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.60E+10,2.80E+02,0.00E+00,0.00E+00,2.80E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.27E-01,0.00E+00,0.00E+00,1.27E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.61E+10,2.81E+02,0.00E+00,0.00E+00,2.81E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.28E-01,0.00E+00,0.00E+00,1.28E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.62E+10,2.82E+02,0.00E+00,0.00E+00,2.82E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.29E-01,0.00E+00,0.00E+00,1.29E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.63E+10,2.83E+02,0.00E+00,0.00E+00,2.83E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.29E-01,0.00E+00,0.00E+00,1.29E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.64E+10,2.84E+02,0.00E+00,0.00E+00,2.84E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.30E-01,0.00E+00,0.00E+00,1.30E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.65E+10,2.85E+02,0.00E+00,0.00E+00,2.85E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.31E-01,0.00E+00,0.00E+00,1.31E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.66E+10,2.86E+02,0.00E+00,0.00E+00,2.86E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.32E-01,0.00E+00,0.00E+00,1.32E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.67E+10,2.87E+02,0.00E+00,0.00E+00,2.87E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.33E-01,0.00E+00,0.00E+00,1.33E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.68E+10,2.87E+02,0.00E+00,0.00E+00,2.87E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.33E-01,0.00E+00,0.00E+00,1.33E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.69E+10,2.88E+02,0.00E+00,0.00E+00,2.88E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.34E-01,0.00E+00,0.00E+00,1.34E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.70E+10,2.89E+02,0.00E+00,0.00E+00,2.89E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.35E-01,0.00E+00,0.00E+00,1.35E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.71E+10,2.90E+02,0.00E+00,0.00E+00,2.90E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.36E-01,0.00E+00,0.00E+00,1.36E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.72E+10,2.91E+02,0.00E+00,0.00E+00,2.91E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.37E-01,0.00E+00,0.00E+00,1.37E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.73E+10,2.92E+02,0.00E+00,0.00E+00,2.92E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.37E-01,0.00E+00,0.00E+00,1.37E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.74E+10,2.93E+02,0.00E+00,0.00E+00,2.93E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.38E-01,0.00E+00,0.00E+00,1.38E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.75E+10,2.93E+02,0.00E+00,0.00E+00,2.93E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.39E-01,0.00E+00,0.00E+00,1.39E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.76E+10,2.94E+02,0.00E+00,0.00E+00,2.94E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.40E-01,0.00E+00,0.00E+00,1.40E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.77E+10,2.95E+02,0.00E+00,0.00E+00,2.95E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.41E-01,0.00E+00,0.00E+00,1.41E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.78E+10,2.96E+02,0.00E+00,0.00E+00,2.96E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.41E-01,0.00E+00,0.00E+00,1.41E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.79E+10,2.97E+02,0.00E+00,0.00E+00,2.97E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.42E-01,0.00E+00,0.00E+00,1.42E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.80E+10,2.98E+02,0.00E+00,0.00E+00,2.98E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.43E-01,0.00E+00,0.00E+00,1.43E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.81E+10,2.98E+02,0.00E+00,0.00E+00,2.98E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.44E-01,0.00E+00,0.00E+00,1.44E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.82E+10,2.99E+02,0.00E+00,0.00E+00,2.99E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.45E-01,0.00E+00,0.00E+00,1.45E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.83E+10,3.00E+02,0.00E+00,0.00E+00,3.00E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.45E-01,0.00E+00,0.00E+00,1.45E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.84E+10,3.01E+02,0.00E+00,0.00E+00,3.01E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.46E-01,0.00E+00,0.00E+00,1.46E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.85E+10,3.02E+02,0.00E+00,0.00E+00,3.02E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.47E-01,0.00E+00,0.00E+00,1.47E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.86E+10,3.02E+02,0.00E+00,0.00E+00,3.02E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.48E-01,0.00E+00,0.00E+00,1.48E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.87E+10,3.03E+02,0.00E+00,0.00E+00,3.03E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.49E-01,0.00E+00,0.00E+00,1.49E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.88E+10,3.04E+02,0.00E+00,0.00E+00,3.04E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.49E-01,0.00E+00,0.00E+00,1.49E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.89E+10,3.05E+02,0.00E+00,0.00E+00,3.05E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.50E-01,0.00E+00,0.00E+00,1.50E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.90E+10,3.06E+02,0.00E+00,0.00E+00,3.06E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.51E-01,0.00E+00,0.00E+00,1.51E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.91E+10,3.06E+02,0.00E+00,0.00E+00,3.06E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.52E-01,0.00E+00,0.00E+00,1.52E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.92E+10,3.07E+02,0.00E+00,0.00E+00,3.07E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.52E-01,0.00E+00,0.00E+00,1.52E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.93E+10,3.08E+02,0.00E+00,0.00E+00,3.08E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.53E-01,0.00E+00,0.00E+00,1.53E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.94E+10,3.09E+02,0.00E+00,0.00E+00,3.09E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.54E-01,0.00E+00,0.00E+00,1.54E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.95E+10,3.10E+02,0.00E+00,0.00E+00,3.10E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.55E-01,0.00E+00,0.00E+00,1.55E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.96E+10,3.10E+02,0.00E+00,0.00E+00,3.10E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.56E-01,0.00E+00,0.00E+00,1.56E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.97E+10,3.11E+02,0.00E+00,0.00E+00,3.11E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.56E-01,0.00E+00,0.00E+00,1.56E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.98E+10,3.12E+02,0.00E+00,0.00E+00,3.12E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.57E-01,0.00E+00,0.00E+00,1.57E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
1.99E+10,3.13E+02,0.00E+00,0.00E+00,3.13E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.58E-01,0.00E+00,0.00E+00,1.58E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.00E+10,3.14E+02,0.00E+00,0.00E+00,3.14E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.59E-01,0.00E+00,0.00E+00,1.59E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.01E+10,3.14E+02,0.00E+00,0.00E+00,3.14E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.60E-01,0.00E+00,0.00E+00,1.60E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.02E+10,3.15E+02,0.00E+00,0.00E+00,3.15E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.60E-01,0.00E+00,0.00E+00,1.60E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.03E+10,3.16E+02,0.00E+00,0.00E+00,3.16E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.61E-01,0.00E+00,0.00E+00,1.61E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.04E+10,3.17E+02,0.00E+00,0.00E+00,3.17E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.62E-01,0.00E+00,0.00E+00,1.62E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.05E+10,3.18E+02,0.00E+00,0.00E+00,3.18E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.63E-01,0.00E+00,0.00E+00,1.63E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.06E+10,3.18E+02,0.00E+00,0.00E+00,3.18E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.64E-01,0.00E+00,0.00E+00,1.64E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.07E+10,3.19E+02,0.00E+00,0.00E+00,3.19E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.64E-01,0.00E+00,0.00E+00,1.64E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.08E+10,3.20E+02,0.00E+00,0.00E+00,3.20E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.65E-01,0.00E+00,0.00E+00,1.65E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.09E+10,3.21E+02,0.00E+00,0.00E+00,3.21E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.66E-01,0.00E+00,0.00E+00,1.66E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.10E+10,3.21E+02,0.00E+00,0.00E+00,3.21E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.67E-01,0.00E+00,0.00E+00,1.67E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.11E+10,3.22E+02,0.00E+00,0.00E+00,3.22E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.68E-01,0.00E+00,0.00E+00,1.68E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.12E+10,3.23E+02,0.00E+00,0.00E+00,3.23E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.68E-01,0.00E+00,0.00E+00,1.68E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.13E+10,3.24E+02,0.00E+00,0.00E+00,3.24E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.69E-01,0.00E+00,0.00E+00,1.69E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.14E+10,3.24E+02,0.00E+00,0.00E+00,3.24E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.70E-01,0.00E+00,0.00E+00,1.70E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.15E+10,3.25E+02,0.00E+00,0.00E+00,3.25E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.71E-01,0.00E+00,0.00E+00,1.71E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.16E+10,3.26E+02,0.00E+00,0.00E+00,3.26E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.72E-01,0.00E+00,0.00E+00,1.72E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.17E+10,3.27E+02,0.00E+00,0.00E+00,3.27E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.72E-01,0.00E+00,0.00E+00,1.72E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.18E+10,3.27E+02,0.00E+00,0.00E+00,3.27E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.73E-01,0.00E+00,0.00E+00,1.73E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.19E+10,3.28E+02,0.00E+00,0.00E+00,3.28E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.74E-01,0.00E+00,0.00E+00,1.74E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.20E+10,3.29E+02,0.00E+00,0.00E+00,3.29E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.75E-01,0.00E+00,0.00E+00,1.75E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.21E+10,3.30E+02,0.00E+00,0.00E+00,3.30E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.76E-01,0.00E+00,0.00E+00,1.76E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.22E+10,3.30E+02,0.00E+00,0.00E+00,3.30E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.76E-01,0.00E+00,0.00E+00,1.76E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.23E+10,3.31E+02,0.00E+00,0.00E+00,3.31E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.77E-01,0.00E+00,0.00E+00,1.77E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.24E+10,3.32E+02,0.00E+00,0.00E+00,3.32E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.78E-01,0.00E+00,0.00E+00,1.78E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.25E+10,3.33E+02,0.00E+00,0.00E+00,3.33E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.79E-01,0.00E+00,0.00E+00,1.79E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.26E+10,3.33E+02,0.00E+00,0.00E+00,3.33E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.79E-01,0.00E+00,0.00E+00,1.79E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.27E+10,3.34E+02,0.00E+00,0.00E+00,3.34E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.80E-01,0.00E+00,0.00E+00,1.80E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.28E+10,3.35E+02,0.00E+00,0.00E+00,3.35E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.81E-01,0.00E+00,0.00E+00,1.81E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.29E+10,3.36E+02,0.00E+00,0.00E+00,3.36E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.82E-01,0.00E+00,0.00E+00,1.82E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.30E+10,3.36E+02,0.00E+00,0.00E+00,3.36E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.83E-01,0.00E+00,0.00E+00,1.83E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.31E+10,3.37E+02,0.00E+00,0.00E+00,3.37E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.83E-01,0.00E+00,0.00E+00,1.83E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
2.32E+10,3.38E+02,0.00E+00,0.00E+00,3.38E+02,4.28E-07,0.00E+00,0.00E+00,4.28E-07,1.84E-01,0.00E+00,0.00E+00,1.84E-01,7.55E-11,0.00E+00,0.00E+00,7.55E-11
