Frequency(Hz),Value Type:,RLGC1[1 1] - (Line_1_2:Line_1_2)
3.68e+10,Conductance,0.00789983
3.68e+10,Capacitance,1.91695e-12
3.69e+10,Resistance,8.11993
3.69e+10,Inductance,1.08576e-08
3.69e+10,Conductance,0.0079208
3.69e+10,Capacitance,1.91695e-12
3.7e+10,Resistance,8.13355
3.7e+10,Inductance,1.08575e-08
3.7e+10,Conductance,0.00794116
3.7e+10,Capacitance,1.91696e-12
3.71e+10,Resistance,8.14431
3.71e+10,Inductance,1.08575e-08
3.71e+10,Conductance,0.00796203
3.71e+10,Capacitance,1.91695e-12
3.72e+10,Resistance,8.15555
3.72e+10,Inductance,1.08575e-08
3.72e+10,Conductance,0.00798278
3.72e+10,Capacitance,1.91695e-12
3.73e+10,Resistance,8.1636
3.73e+10,Inductance,1.08574e-08
3.73e+10,Conductance,0.00800411
3.73e+10,Capacitance,1.91695e-12
3.74e+10,Resistance,8.1753
3.74e+10,Inductance,1.08574e-08
3.74e+10,Conductance,0.0080248
3.74e+10,Capacitance,1.91695e-12
3.75e+10,Resistance,8.18713
3.75e+10,Inductance,1.08574e-08
3.75e+10,Conductance,0.00804544
3.75e+10,Capacitance,1.91695e-12
3.76e+10,Resistance,8.19349
3.76e+10,Inductance,1.08574e-08
3.76e+10,Conductance,0.00806705
3.76e+10,Capacitance,1.91695e-12
3.77e+10,Resistance,8.21194
3.77e+10,Inductance,1.08573e-08
3.77e+10,Conductance,0.00808658
3.77e+10,Capacitance,1.91696e-12
3.78e+10,Resistance,8.22141
3.78e+10,Inductance,1.08573e-08
3.78e+10,Conductance,0.00810761
3.78e+10,Capacitance,1.91695e-12
3.79e+10,Resistance,8.22842
3.79e+10,Inductance,1.08573e-08
3.79e+10,Conductance,0.00812911
3.79e+10,Capacitance,1.91695e-12
3.8e+10,Resistance,8.24096
3.8e+10,Inductance,1.08572e-08
3.8e+10,Conductance,0.00814964
3.8e+10,Capacitance,1.91696e-12
3.81e+10,Resistance,8.25477
3.81e+10,Inductance,1.08572e-08
3.81e+10,Conductance,0.00816993
3.81e+10,Capacitance,1.91696e-12
3.82e+10,Resistance,8.26275
3.82e+10,Inductance,1.08572e-08
3.82e+10,Conductance,0.00819124
3.82e+10,Capacitance,1.91696e-12
3.83e+10,Resistance,8.27611
3.83e+10,Inductance,1.08571e-08
3.83e+10,Conductance,0.00821158
3.83e+10,Capacitance,1.91696e-12
3.84e+10,Resistance,8.28006
3.84e+10,Inductance,1.08571e-08
3.84e+10,Conductance,0.00823358
3.84e+10,Capacitance,1.91695e-12
3.85e+10,Resistance,8.29384
3.85e+10,Inductance,1.08571e-08
3.85e+10,Conductance,0.00825385
3.85e+10,Capacitance,1.91695e-12
3.86e+10,Resistance,8.30304
3.86e+10,Inductance,1.08571e-08
3.86e+10,Conductance,0.00827497
3.86e+10,Capacitance,1.91695e-12
3.87e+10,Resistance,8.31647
3.87e+10,Inductance,1.0857e-08
3.87e+10,Conductance,0.00829531
3.87e+10,Capacitance,1.91695e-12
3.88e+10,Resistance,8.32489
3.88e+10,Inductance,1.0857e-08
3.88e+10,Conductance,0.0083165
3.88e+10,Capacitance,1.91695e-12
3.89e+10,Resistance,8.33863
3.89e+10,Inductance,1.0857e-08
3.89e+10,Conductance,0.00833678
3.89e+10,Capacitance,1.91695e-12
3.9e+10,Resistance,8.3462
3.9e+10,Inductance,1.08569e-08
3.9e+10,Conductance,0.00835816
3.9e+10,Capacitance,1.91696e-12
3.91e+10,Resistance,8.35774
3.91e+10,Inductance,1.08569e-08
3.91e+10,Conductance,0.00837879
3.91e+10,Capacitance,1.91695e-12
3.92e+10,Resistance,8.36844
3.92e+10,Inductance,1.08569e-08
3.92e+10,Conductance,0.00839956
3.92e+10,Capacitance,1.91695e-12
3.93e+10,Resistance,8.37843
3.93e+10,Inductance,1.08569e-08
3.93e+10,Conductance,0.00842051
3.93e+10,Capacitance,1.91695e-12
3.94e+10,Resistance,8.39151
3.94e+10,Inductance,1.08568e-08
3.94e+10,Conductance,0.00844089
3.94e+10,Capacitance,1.91695e-12
3.95e+10,Resistance,8.40051
3.95e+10,Inductance,1.08568e-08
3.95e+10,Conductance,0.00846197
3.95e+10,Capacitance,1.91695e-12
3.96e+10,Resistance,8.41338
3.96e+10,Inductance,1.08568e-08
3.96e+10,Conductance,0.00848239
3.96e+10,Capacitance,1.91695e-12
3.97e+10,Resistance,8.42278
3.97e+10,Inductance,1.08567e-08
3.97e+10,Conductance,0.00850338
3.97e+10,Capacitance,1.91695e-12
3.98e+10,Resistance,8.43366
3.98e+10,Inductance,1.08567e-08
3.98e+10,Conductance,0.00852414
3.98e+10,Capacitance,1.91695e-12
3.99e+10,Resistance,8.44278
3.99e+10,Inductance,1.08567e-08
3.99e+10,Conductance,0.00854517
3.99e+10,Capacitance,1.91695e-12
4e+10,Resistance,8.45513
4e+10,Inductance,1.08567e-08
4e+10,Conductance,0.00856568
4e+10,Capacitance,1.91695e-12
4.01e+10,Resistance,8.46574
4.01e+10,Inductance,1.08566e-08
4.01e+10,Conductance,0.00858646
4.01e+10,Capacitance,1.91695e-12
4.02e+10,Resistance,8.47481
4.02e+10,Inductance,1.08566e-08
4.02e+10,Conductance,0.00860749
4.02e+10,Capacitance,1.91695e-12
4.03e+10,Resistance,8.48589
4.03e+10,Inductance,1.08566e-08
4.03e+10,Conductance,0.00862821
4.03e+10,Capacitance,1.91696e-12
4.04e+10,Resistance,8.49613
4.04e+10,Inductance,1.08565e-08
4.04e+10,Conductance,0.00864908
4.04e+10,Capacitance,1.91696e-12
4.05e+10,Resistance,8.50592
4.05e+10,Inductance,1.08565e-08
4.05e+10,Conductance,0.00866998
4.05e+10,Capacitance,1.91695e-12
4.06e+10,Resistance,8.51758
4.06e+10,Inductance,1.08565e-08
4.06e+10,Conductance,0.00869056
4.06e+10,Capacitance,1.91695e-12
4.07e+10,Resistance,8.52688
4.07e+10,Inductance,1.08564e-08
4.07e+10,Conductance,0.00871157
4.07e+10,Capacitance,1.91696e-12
4.08e+10,Resistance,8.53887
4.08e+10,Inductance,1.08564e-08
4.08e+10,Conductance,0.0087321
4.08e+10,Capacitance,1.91696e-12
4.09e+10,Resistance,8.5497
4.09e+10,Inductance,1.08564e-08
4.09e+10,Conductance,0.0087528
4.09e+10,Capacitance,1.91695e-12
4.1e+10,Resistance,8.56186
4.1e+10,Inductance,1.08564e-08
4.1e+10,Conductance,0.00877331
4.1e+10,Capacitance,1.91696e-12
4.11e+10,Resistance,8.57079
4.11e+10,Inductance,1.08563e-08
4.11e+10,Conductance,0.00879434
4.11e+10,Capacitance,1.91695e-12
4.12e+10,Resistance,8.57555
4.12e+10,Inductance,1.08563e-08
4.12e+10,Conductance,0.00881613
4.12e+10,Capacitance,1.91695e-12
4.13e+10,Resistance,8.58688
4.13e+10,Inductance,1.08563e-08
4.13e+10,Conductance,0.00883675
4.13e+10,Capacitance,1.91696e-12
4.14e+10,Resistance,8.60209
4.14e+10,Inductance,1.08563e-08
4.14e+10,Conductance,0.00885669
4.14e+10,Capacitance,1.91696e-12
4.15e+10,Resistance,8.61121
4.15e+10,Inductance,1.08562e-08
4.15e+10,Conductance,0.00887771
4.15e+10,Capacitance,1.91696e-12
4.16e+10,Resistance,8.62306
4.16e+10,Inductance,1.08562e-08
4.16e+10,Conductance,0.00889822
4.16e+10,Capacitance,1.91695e-12
4.17e+10,Resistance,8.63673
4.17e+10,Inductance,1.08562e-08
4.17e+10,Conductance,0.00891839
4.17e+10,Capacitance,1.91695e-12
4.18e+10,Resistance,8.64275
4.18e+10,Inductance,1.08562e-08
4.18e+10,Conductance,0.00893995
4.18e+10,Capacitance,1.91695e-12
4.19e+10,Resistance,8.65617
4.19e+10,Inductance,1.08561e-08
4.19e+10,Conductance,0.0089602
4.19e+10,Capacitance,1.91695e-12
4.2e+10,Resistance,8.66085
4.2e+10,Inductance,1.08561e-08
4.2e+10,Conductance,0.00898197
4.2e+10,Capacitance,1.91696e-12
4.21e+10,Resistance,8.67627
4.21e+10,Inductance,1.08561e-08
4.21e+10,Conductance,0.00900185
4.21e+10,Capacitance,1.91695e-12
4.22e+10,Resistance,8.68726
4.22e+10,Inductance,1.08561e-08
4.22e+10,Conductance,0.00902248
4.22e+10,Capacitance,1.91695e-12
4.23e+10,Resistance,8.69716
4.23e+10,Inductance,1.0856e-08
4.23e+10,Conductance,0.00904335
4.23e+10,Capacitance,1.91695e-12
4.24e+10,Resistance,8.70759
4.24e+10,Inductance,1.0856e-08
4.24e+10,Conductance,0.00906409
4.24e+10,Capacitance,1.91695e-12
4.25e+10,Resistance,8.71616
4.25e+10,Inductance,1.0856e-08
4.25e+10,Conductance,0.00908519
4.25e+10,Capacitance,1.91696e-12
4.26e+10,Resistance,8.72225
4.26e+10,Inductance,1.08559e-08
4.26e+10,Conductance,0.00910669
4.26e+10,Capacitance,1.91695e-12
4.27e+10,Resistance,8.7358
4.27e+10,Inductance,1.08559e-08
4.27e+10,Conductance,0.0091269
4.27e+10,Capacitance,1.91696e-12
4.28e+10,Resistance,8.74738
4.28e+10,Inductance,1.08559e-08
4.28e+10,Conductance,0.0091474
4.28e+10,Capacitance,1.91696e-12
4.29e+10,Resistance,8.75457
4.29e+10,Inductance,1.08559e-08
4.29e+10,Conductance,0.0091687
4.29e+10,Capacitance,1.91695e-12
4.3e+10,Resistance,8.76563
4.3e+10,Inductance,1.08559e-08
4.3e+10,Conductance,0.00918933
4.3e+10,Capacitance,1.91695e-12
4.31e+10,Resistance,8.77672
4.31e+10,Inductance,1.08558e-08
4.31e+10,Conductance,0.00920993
4.31e+10,Capacitance,1.91695e-12
4.32e+10,Resistance,8.78379
4.32e+10,Inductance,1.08558e-08
4.32e+10,Conductance,0.00923129
4.32e+10,Capacitance,1.91695e-12
4.33e+10,Resistance,8.79706
4.33e+10,Inductance,1.08558e-08
4.33e+10,Conductance,0.00925151
4.33e+10,Capacitance,1.91695e-12
4.34e+10,Resistance,8.80661
4.34e+10,Inductance,1.08557e-08
4.34e+10,Conductance,0.0092724
4.34e+10,Capacitance,1.91696e-12
4.35e+10,Resistance,8.81714
4.35e+10,Inductance,1.08557e-08
4.35e+10,Conductance,0.00929309
4.35e+10,Capacitance,1.91695e-12
4.36e+10,Resistance,8.82591
4.36e+10,Inductance,1.08557e-08
4.36e+10,Conductance,0.0093141
4.36e+10,Capacitance,1.91695e-12
4.37e+10,Resistance,8.83743
4.37e+10,Inductance,1.08557e-08
4.37e+10,Conductance,0.0093346
4.37e+10,Capacitance,1.91695e-12
4.38e+10,Resistance,8.84522
4.38e+10,Inductance,1.08557e-08
4.38e+10,Conductance,0.00935577
4.38e+10,Capacitance,1.91695e-12
4.39e+10,Resistance,8.85552
4.39e+10,Inductance,1.08556e-08
4.39e+10,Conductance,0.00937652
4.39e+10,Capacitance,1.91696e-12
4.4e+10,Resistance,8.86396
4.4e+10,Inductance,1.08556e-08
4.4e+10,Conductance,0.00939756
4.4e+10,Capacitance,1.91695e-12
4.41e+10,Resistance,8.87783
4.41e+10,Inductance,1.08556e-08
4.41e+10,Conductance,0.00941767
4.41e+10,Capacitance,1.91696e-12
4.42e+10,Resistance,8.88517
4.42e+10,Inductance,1.08556e-08
4.42e+10,Conductance,0.00943889
4.42e+10,Capacitance,1.91695e-12
4.43e+10,Resistance,8.89612
4.43e+10,Inductance,1.08555e-08
4.43e+10,Conductance,0.00945954
4.43e+10,Capacitance,1.91696e-12
4.44e+10,Resistance,8.9063
4.44e+10,Inductance,1.08555e-08
4.44e+10,Conductance,0.00948026
4.44e+10,Capacitance,1.91696e-12
4.45e+10,Resistance,8.92136
4.45e+10,Inductance,1.08555e-08
4.45e+10,Conductance,0.00950015
4.45e+10,Capacitance,1.91696e-12
4.46e+10,Resistance,8.92822
4.46e+10,Inductance,1.08555e-08
4.46e+10,Conductance,0.00952143
4.46e+10,Capacitance,1.91695e-12
4.47e+10,Resistance,8.93879
4.47e+10,Inductance,1.08554e-08
4.47e+10,Conductance,0.00954212
4.47e+10,Capacitance,1.91695e-12
4.48e+10,Resistance,8.94778
4.48e+10,Inductance,1.08554e-08
4.48e+10,Conductance,0.00956308
4.48e+10,Capacitance,1.91696e-12
4.49e+10,Resistance,8.9563
4.49e+10,Inductance,1.08554e-08
4.49e+10,Conductance,0.00958404
4.49e+10,Capacitance,1.91695e-12
4.5e+10,Resistance,8.9633
4.5e+10,Inductance,1.08554e-08
4.5e+10,Conductance,0.00960533
4.5e+10,Capacitance,1.91695e-12
4.51e+10,Resistance,8.97861
4.51e+10,Inductance,1.08554e-08
4.51e+10,Conductance,0.00962513
4.51e+10,Capacitance,1.91695e-12
4.52e+10,Resistance,8.9829
4.52e+10,Inductance,1.08553e-08
4.52e+10,Conductance,0.00964695
4.52e+10,Capacitance,1.91696e-12
4.53e+10,Resistance,9.00271
4.53e+10,Inductance,1.08553e-08
4.53e+10,Conductance,0.00966594
4.53e+10,Capacitance,1.91696e-12
4.54e+10,Resistance,9.00424
4.54e+10,Inductance,1.08553e-08
4.54e+10,Conductance,0.00968819
4.54e+10,Capacitance,1.91696e-12
4.55e+10,Resistance,9.01769
4.55e+10,Inductance,1.08552e-08
4.55e+10,Conductance,0.00970831
4.55e+10,Capacitance,1.91696e-12
4.56e+10,Resistance,9.02862
4.56e+10,Inductance,1.08552e-08
4.56e+10,Conductance,0.0097289
4.56e+10,Capacitance,1.91696e-12
4.57e+10,Resistance,9.03585
4.57e+10,Inductance,1.08552e-08
4.57e+10,Conductance,0.00975014
4.57e+10,Capacitance,1.91696e-12
4.58e+10,Resistance,9.04604
4.58e+10,Inductance,1.08552e-08
4.58e+10,Conductance,0.00977081
4.58e+10,Capacitance,1.91696e-12
4.59e+10,Resistance,9.05843
4.59e+10,Inductance,1.08551e-08
4.59e+10,Conductance,0.00979112
4.59e+10,Capacitance,1.91696e-12
4.6e+10,Resistance,9.06719
4.6e+10,Inductance,1.08551e-08
4.6e+10,Conductance,0.00981207
4.6e+10,Capacitance,1.91695e-12
4.61e+10,Resistance,9.07729
4.61e+10,Inductance,1.08551e-08
4.61e+10,Conductance,0.00983279
4.61e+10,Capacitance,1.91696e-12
4.62e+10,Resistance,9.08562
4.62e+10,Inductance,1.08551e-08
4.62e+10,Conductance,0.00985381
4.62e+10,Capacitance,1.91696e-12
4.63e+10,Resistance,9.09729
4.63e+10,Inductance,1.08551e-08
4.63e+10,Conductance,0.00987423
4.63e+10,Capacitance,1.91696e-12
4.64e+10,Resistance,9.10656
4.64e+10,Inductance,1.0855e-08
4.64e+10,Conductance,0.00989508
4.64e+10,Capacitance,1.91696e-12
4.65e+10,Resistance,9.11264
4.65e+10,Inductance,1.0855e-08
4.65e+10,Conductance,0.0099165
4.65e+10,Capacitance,1.91696e-12
4.66e+10,Resistance,9.12521
4.66e+10,Inductance,1.0855e-08
4.66e+10,Conductance,0.00993674
4.66e+10,Capacitance,1.91696e-12
4.67e+10,Resistance,9.13353
4.67e+10,Inductance,1.0855e-08
4.67e+10,Conductance,0.00995775
4.67e+10,Capacitance,1.91696e-12
4.68e+10,Resistance,9.14207
4.68e+10,Inductance,1.0855e-08
4.68e+10,Conductance,0.0099787
4.68e+10,Capacitance,1.91695e-12
4.69e+10,Resistance,9.15238
4.69e+10,Inductance,1.08549e-08
4.69e+10,Conductance,0.00999936
4.69e+10,Capacitance,1.91696e-12
4.7e+10,Resistance,9.16206
4.7e+10,Inductance,1.08549e-08
4.7e+10,Conductance,0.0100201
4.7e+10,Capacitance,1.91695e-12
4.71e+10,Resistance,9.17381
4.71e+10,Inductance,1.08549e-08
4.71e+10,Conductance,0.0100405
4.71e+10,Capacitance,1.91696e-12
4.72e+10,Resistance,9.18168
4.72e+10,Inductance,1.08549e-08
4.72e+10,Conductance,0.0100616
4.72e+10,Capacitance,1.91695e-12
4.73e+10,Resistance,9.19555
4.73e+10,Inductance,1.08548e-08
4.73e+10,Conductance,0.0100816
4.73e+10,Capacitance,1.91696e-12
4.74e+10,Resistance,9.20001
4.74e+10,Inductance,1.08548e-08
4.74e+10,Conductance,0.0101033
4.74e+10,Capacitance,1.91695e-12
4.75e+10,Resistance,9.21196
4.75e+10,Inductance,1.08548e-08
4.75e+10,Conductance,0.0101236
4.75e+10,Capacitance,1.91695e-12
4.76e+10,Resistance,9.2227
4.76e+10,Inductance,1.08548e-08
4.76e+10,Conductance,0.0101442
4.76e+10,Capacitance,1.91696e-12
4.77e+10,Resistance,9.23295
4.77e+10,Inductance,1.08548e-08
4.77e+10,Conductance,0.0101648
4.77e+10,Capacitance,1.91695e-12
4.78e+10,Resistance,9.24417
4.78e+10,Inductance,1.08547e-08
4.78e+10,Conductance,0.0101853
4.78e+10,Capacitance,1.91695e-12
4.79e+10,Resistance,9.25137
4.79e+10,Inductance,1.08547e-08
4.79e+10,Conductance,0.0102065
4.79e+10,Capacitance,1.91695e-12
4.8e+10,Resistance,9.26223
4.8e+10,Inductance,1.08547e-08
4.8e+10,Conductance,0.010227
4.8e+10,Capacitance,1.91696e-12
4.81e+10,Resistance,9.27183
4.81e+10,Inductance,1.08547e-08
4.81e+10,Conductance,0.0102477
4.81e+10,Capacitance,1.91695e-12
4.82e+10,Resistance,9.28239
4.82e+10,Inductance,1.08547e-08
4.82e+10,Conductance,0.0102683
4.82e+10,Capacitance,1.91695e-12
4.83e+10,Resistance,9.28944
4.83e+10,Inductance,1.08546e-08
4.83e+10,Conductance,0.0102895
4.83e+10,Capacitance,1.91695e-12
4.84e+10,Resistance,9.29744
4.84e+10,Inductance,1.08546e-08
4.84e+10,Conductance,0.0103105
4.84e+10,Capacitance,1.91695e-12
4.85e+10,Resistance,9.30852
4.85e+10,Inductance,1.08546e-08
4.85e+10,Conductance,0.010331
4.85e+10,Capacitance,1.91696e-12
4.86e+10,Resistance,9.3225
4.86e+10,Inductance,1.08545e-08
4.86e+10,Conductance,0.010351
4.86e+10,Capacitance,1.91696e-12
4.87e+10,Resistance,9.32356
4.87e+10,Inductance,1.08545e-08
4.87e+10,Conductance,0.0103732
4.87e+10,Capacitance,1.91696e-12
4.88e+10,Resistance,9.3367
4.88e+10,Inductance,1.08545e-08
4.88e+10,Conductance,0.0103933
4.88e+10,Capacitance,1.91695e-12
4.89e+10,Resistance,9.34416
4.89e+10,Inductance,1.08545e-08
4.89e+10,Conductance,0.0104145
4.89e+10,Capacitance,1.91696e-12
4.9e+10,Resistance,9.35294
4.9e+10,Inductance,1.08545e-08
4.9e+10,Conductance,0.0104353
4.9e+10,Capacitance,1.91696e-12
4.91e+10,Resistance,9.37109
4.91e+10,Inductance,1.08545e-08
4.91e+10,Conductance,0.0104545
4.91e+10,Capacitance,1.91695e-12
4.92e+10,Resistance,9.37834
4.92e+10,Inductance,1.08544e-08
4.92e+10,Conductance,0.0104757
4.92e+10,Capacitance,1.91696e-12
4.93e+10,Resistance,9.38653
4.93e+10,Inductance,1.08544e-08
4.93e+10,Conductance,0.0104966
4.93e+10,Capacitance,1.91696e-12
4.94e+10,Resistance,9.39329
4.94e+10,Inductance,1.08544e-08
4.94e+10,Conductance,0.0105178
4.94e+10,Capacitance,1.91695e-12
4.95e+10,Resistance,9.40507
4.95e+10,Inductance,1.08544e-08
4.95e+10,Conductance,0.0105382
4.95e+10,Capacitance,1.91695e-12
4.96e+10,Resistance,9.4138
4.96e+10,Inductance,1.08543e-08
4.96e+10,Conductance,0.0105591
4.96e+10,Capacitance,1.91696e-12
4.97e+10,Resistance,9.42323
4.97e+10,Inductance,1.08543e-08
4.97e+10,Conductance,0.0105798
4.97e+10,Capacitance,1.91696e-12
4.98e+10,Resistance,9.43603
4.98e+10,Inductance,1.08543e-08
4.98e+10,Conductance,0.0105999
4.98e+10,Capacitance,1.91696e-12
4.99e+10,Resistance,9.44149
4.99e+10,Inductance,1.08543e-08
4.99e+10,Conductance,0.0106214
4.99e+10,Capacitance,1.91696e-12
5e+10,Resistance,9.45441
5e+10,Inductance,1.08543e-08
5e+10,Conductance,0.0106415
5e+10,Capacitance,1.91695e-12
