R,L,G,C 
1.879544656,5.23E-09,-2.65E-05,-4.28E-14
2.134802762,8.51E-09,-1.41E-05,-6.42E-14
2.544152729,1.24E-08,2.88E-06,-1.08E-13
2.680338669,2.60E-08,3.01E-05,-2.35E-13
4.158518196,4.66E-08,-1.05E-05,-7.43E-13
7.478710159,1.49E-07,-0.008964473,-2.03E-11
61.80889406,4.08E-07,0.050021986,8.41E-11
0.715651914,1.34E-09,-5.46E-05,-3.51E-14
0.776744292,1.42E-09,-4.76E-05,-2.96E-14
0.893116652,1.60E-09,-4.76E-05,-2.90E-14
0.988917982,1.74E-09,-4.74E-05,-2.85E-14
1.138552713,2.05E-09,-4.63E-05,-2.83E-14
1.261101806,2.32E-09,-4.42E-05,-2.83E-14
1.45221275,2.96E-09,-4.04E-05,-2.97E-14
1.624548819,3.59E-09,-3.49E-05,-3.31E-14
1.875359768,5.23E-09,-2.62E-05,-4.24E-14
2.175773179,7.02E-09,-1.45E-05,-6.09E-14
2.506036653,1.24E-08,4.30E-06,-1.08E-13
3.237361079,1.95E-08,3.01E-05,-2.18E-13
4.025804621,4.67E-08,-8.40E-06,-7.44E-13
9.329798914,9.40E-08,-0.003761215,-9.77E-12
62.38409727,4.08E-07,0.05006249,8.41E-11
0.661240203,1.26E-09,-6.22E-05,-4.15E-14
0.715992505,1.34E-09,-5.44E-05,-3.51E-14
0.822119199,1.49E-09,-5.49E-05,-3.43E-14
0.908441355,1.60E-09,-5.54E-05,-3.37E-14
1.043070877,1.85E-09,-5.49E-05,-3.31E-14
1.149680456,2.05E-09,-5.36E-05,-3.25E-14
1.315455337,2.52E-09,-5.07E-05,-3.23E-14
1.454665035,2.97E-09,-4.62E-05,-3.32E-14
1.656154941,4.08E-09,-3.88E-05,-3.72E-14
1.870740601,5.25E-09,-2.90E-05,-4.60E-14
2.091124971,8.56E-09,-1.36E-05,-6.85E-14
2.482261632,1.25E-08,7.03E-06,-1.16E-13
2.559930253,2.63E-08,4.04E-05,-2.51E-13
3.821828296,4.72E-08,7.45E-06,-7.79E-13
6.72816403,1.51E-07,-0.008937061,-2.05E-11
60.36756635,4.11E-07,0.049793212,8.25E-11
6.10E+09,6.10E+09,6.10E+09,6.10E+09
62.53304841,4.11E-07,0.050653021,8.25E-11
6.257558125,1.51E-07,-0.009067968,-2.05E-11
62.78059165,4.08E-07,0.050847562,8.41E-11
3.697487005,4.72E-08,5.55E-06,-7.80E-13
9.341700274,9.40E-08,-0.003830886,-9.78E-12
63.16534808,4.07E-07,0.050832232,8.41E-11
2.551648304,2.63E-08,3.97E-05,-2.52E-13
4.092781227,4.68E-08,-9.32E-06,-7.45E-13
7.70314183,1.49E-07,-0.0091045,-2.03E-11
63.69584121,4.07E-07,0.050939193,8.42E-11
2.480864735,1.26E-08,4.95E-06,-1.18E-13
3.2518819,1.95E-08,2.91E-05,-2.19E-13
4.08584177,4.67E-08,-1.12E-05,-7.44E-13
9.523909522,9.38E-08,-0.003835657,-9.78E-12
63.02220754,4.07E-07,0.050833944,8.41E-11
2.117520312,8.61E-09,-1.62E-05,-7.04E-14
2.557853475,1.25E-08,2.52E-06,-1.09E-13
2.737193758,2.61E-08,2.93E-05,-2.36E-13
4.142884173,4.67E-08,-1.29E-05,-7.45E-13
7.590096192,1.49E-07,-0.009108234,-2.04E-11
62.75820559,4.07E-07,0.050838635,8.41E-11
1.89556521,5.29E-09,-3.17E-05,-4.79E-14
2.216918084,7.07E-09,-1.66E-05,-6.26E-14
2.592389686,1.25E-08,1.38E-06,-1.10E-13
3.340278886,1.95E-08,2.67E-05,-2.20E-13
4.223243054,4.67E-08,-1.30E-05,-7.46E-13
9.733220765,9.38E-08,-0.003841227,-9.78E-12
63.27846037,4.07E-07,0.050893778,8.42E-11
1.67436193,4.12E-09,-4.16E-05,-3.91E-14
1.90418314,5.27E-09,-2.84E-05,-4.40E-14
2.164024991,8.55E-09,-1.61E-05,-6.57E-14
2.577676646,1.25E-08,7.76E-07,-1.10E-13
2.725239712,2.61E-08,2.79E-05,-2.38E-13
4.056958052,4.67E-08,-1.28E-05,-7.47E-13
7.094140622,1.49E-07,-0.009130317,-2.04E-11
63.62044551,4.07E-07,0.050867804,8.41E-11
1.472564921,3.00E-09,-4.90E-05,-3.52E-14
1.650796442,3.63E-09,-3.72E-05,-3.49E-14
1.910079864,5.27E-09,-2.88E-05,-4.45E-14
2.223590342,7.08E-09,-1.77E-05,-6.38E-14
2.586003215,1.25E-08,2.50E-07,-1.11E-13
3.299939478,1.95E-08,2.56E-05,-2.21E-13
4.088944,4.67E-08,-1.29E-05,-7.46E-13
9.716890902,9.38E-08,-0.003831353,-9.77E-12
63.14397979,4.07E-07,0.050892325,8.42E-11
1.328810602,2.55E-09,-5.33E-05,-3.43E-14
1.472448021,3.00E-09,-4.26E-05,-3.14E-14
1.686172787,4.11E-09,-3.66E-05,-3.57E-14
1.917743332,5.28E-09,-2.90E-05,-4.48E-14
2.179878016,8.57E-09,-1.67E-05,-6.68E-14
2.583334028,1.25E-08,1.25E-07,-1.11E-13
2.733145164,2.61E-08,2.76E-05,-2.38E-13
4.160152309,4.67E-08,-1.27E-05,-7.46E-13
7.417682565,1.49E-07,-0.009142652,-2.04E-11
63.32266229,4.07E-07,0.050913386,8.42E-11
1.155573361,2.08E-09,-5.60E-05,-3.43E-14
1.271770474,2.35E-09,-4.63E-05,-3.00E-14
1.462535351,3.00E-09,-4.23E-05,-3.14E-14
1.647099568,3.63E-09,-3.73E-05,-3.53E-14
1.907864387,5.29E-09,-2.91E-05,-4.52E-14
2.212949837,7.09E-09,-1.80E-05,-6.43E-14
2.577313308,1.25E-08,8.47E-08,-1.11E-13
3.31128818,1.95E-08,2.57E-05,-2.21E-13
4.139669093,4.67E-08,-1.26E-05,-7.46E-13
9.752118052,9.38E-08,-0.003833087,-9.77E-12
64.2697222,4.07E-07,0.050891775,8.42E-11
1.043630515,1.87E-09,-5.71E-05,-3.50E-14
1.14258988,2.08E-09,-4.82E-05,-2.99E-14
1.309055653,2.55E-09,-4.56E-05,-3.01E-14
1.460837657,3.00E-09,-4.23E-05,-3.16E-14
1.674679335,4.12E-09,-3.67E-05,-3.62E-14
1.89723986,5.29E-09,-2.91E-05,-4.52E-14
2.153894549,8.57E-09,-1.68E-05,-6.68E-14
2.553101886,1.25E-08,2.04E-07,-1.11E-13
2.669673369,2.61E-08,2.79E-05,-2.38E-13
4.0250352,4.66E-08,-1.27E-05,-7.45E-13
6.953832835,1.49E-07,-0.009128199,-2.04E-11
63.24166357,4.07E-07,0.050851887,8.42E-11
0.90240817,1.63E-09,-5.73E-05,-3.54E-14
0.985389263,1.77E-09,-4.90E-05,-3.00E-14
1.134121319,2.08E-09,-4.76E-05,-2.95E-14
1.2628559,2.35E-09,-4.58E-05,-2.98E-14
1.458176785,3.00E-09,-4.22E-05,-3.15E-14
1.638706004,3.63E-09,-3.72E-05,-3.53E-14
1.902298844,5.28E-09,-2.89E-05,-4.48E-14
2.206078325,7.08E-09,-1.76E-05,-6.37E-14
2.563831881,1.25E-08,7.80E-07,-1.10E-13
3.29367046,1.95E-08,2.66E-05,-2.20E-13
4.051968222,4.67E-08,-1.31E-05,-7.45E-13
9.72830789,9.38E-08,-0.003846897,-9.79E-12
62.545829,4.07E-07,0.050944283,8.42E-11
0.815535248,1.51E-09,-5.66E-05,-3.59E-14
0.888785066,1.62E-09,-4.90E-05,-3.04E-14
1.023621919,1.86E-09,-4.84E-05,-2.98E-14
1.137263953,2.08E-09,-4.76E-05,-2.96E-14
1.31059462,2.55E-09,-4.55E-05,-3.01E-14
1.460815587,3.00E-09,-4.23E-05,-3.14E-14
1.681578363,4.11E-09,-3.66E-05,-3.57E-14
1.905827364,5.27E-09,-2.87E-05,-4.45E-14
2.169612194,8.55E-09,-1.61E-05,-6.58E-14
2.586455842,1.25E-08,1.27E-06,-1.10E-13
2.728171486,2.61E-08,2.94E-05,-2.36E-13
4.220691057,4.66E-08,-1.11E-05,-7.43E-13
7.574129124,1.49E-07,-0.009108371,-2.03E-11
62.37486256,4.08E-07,0.050840439,8.41E-11
0.704981977,1.36E-09,-5.60E-05,-3.66E-14
0.767284954,1.44E-09,-4.89E-05,-3.10E-14
0.887195228,1.62E-09,-4.91E-05,-3.04E-14
0.986117454,1.77E-09,-4.91E-05,-3.00E-14
1.141226597,2.08E-09,-4.82E-05,-2.98E-14
1.268058045,2.35E-09,-4.63E-05,-2.99E-14
1.466362935,2.99E-09,-4.27E-05,-3.13E-14
1.644096879,3.62E-09,-3.73E-05,-3.48E-14
1.9034828,5.27E-09,-2.85E-05,-4.40E-14
2.210819764,7.06E-09,-1.67E-05,-6.25E-14
2.550112164,1.25E-08,2.61E-06,-1.09E-13
3.291311091,1.95E-08,2.92E-05,-2.19E-13
4.089737228,4.67E-08,-8.92E-06,-7.44E-13
9.445115842,9.40E-08,-0.003820936,-9.77E-12
62.95899307,4.08E-07,0.050881489,8.41E-11
0.649529579,1.28E-09,-6.37E-05,-4.33E-14
0.705307845,1.36E-09,-5.58E-05,-3.66E-14
0.814622842,1.51E-09,-5.65E-05,-3.60E-14
0.903791885,1.63E-09,-5.72E-05,-3.55E-14
1.043447317,1.87E-09,-5.70E-05,-3.50E-14
1.15399774,2.08E-09,-5.59E-05,-3.44E-14
1.326448163,2.55E-09,-5.32E-05,-3.44E-14
1.470607788,3.00E-09,-4.89E-05,-3.53E-14
1.680065232,4.12E-09,-4.16E-05,-3.93E-14
1.900813025,5.29E-09,-3.18E-05,-4.81E-14
2.129561972,8.61E-09,-1.62E-05,-7.05E-14
2.528158744,1.26E-08,4.94E-06,-1.18E-13
2.611241018,2.63E-08,3.93E-05,-2.53E-13
3.886668057,4.72E-08,6.82E-06,-7.80E-13
6.821174127,1.51E-07,-0.009080869,-2.05E-11
60.92617032,4.11E-07,0.050607987,8.25E-11
6.20E+09,6.20E+09,6.20E+09,6.20E+09
63.10623556,4.12E-07,0.051467877,8.25E-11
6.344065786,1.51E-07,-0.009211226,-2.05E-11
63.3509827,4.08E-07,0.051665353,8.41E-11
3.760635256,4.73E-08,4.91E-06,-7.81E-13
9.455028572,9.41E-08,-0.003890577,-9.78E-12
63.7342951,4.08E-07,0.051649909,8.41E-11
2.602656961,2.64E-08,3.85E-05,-2.54E-13
4.158032749,4.68E-08,-9.74E-06,-7.45E-13
7.801153234,1.49E-07,-0.00924803,-2.03E-11
64.27066125,4.07E-07,0.051758707,8.42E-11
2.525841868,1.26E-08,2.78E-06,-1.19E-13
3.305329848,1.96E-08,2.81E-05,-2.20E-13
4.147506628,4.67E-08,-1.17E-05,-7.44E-13
9.634997094,9.38E-08,-0.00389524,-9.78E-12
63.58517439,4.07E-07,0.051651856,8.41E-11
2.15519815,8.65E-09,-1.88E-05,-7.25E-14
2.601639989,1.25E-08,7.70E-07,-1.11E-13
2.785487682,2.61E-08,2.86E-05,-2.37E-13
4.203725038,4.67E-08,-1.33E-05,-7.45E-13
7.683721786,1.50E-07,-0.009251661,-2.04E-11
63.31903524,4.07E-07,0.051656706,8.41E-11
1.924655514,5.33E-09,-3.46E-05,-5.00E-14
2.25127244,7.11E-09,-1.87E-05,-6.42E-14
2.634347633,1.25E-08,-2.76E-07,-1.11E-13
3.391179781,1.95E-08,2.59E-05,-2.21E-13
4.283294287,4.67E-08,-1.35E-05,-7.47E-13
9.844714651,9.39E-08,-0.003900836,-9.78E-12
63.84625074,4.07E-07,0.051712768,8.41E-11
1.697132834,4.16E-09,-4.44E-05,-4.12E-14
1.931377829,5.31E-09,-3.08E-05,-4.57E-14
2.198109812,8.60E-09,-1.82E-05,-6.73E-14
2.618390001,1.25E-08,-8.14E-07,-1.12E-13
2.770637553,2.61E-08,2.73E-05,-2.39E-13
4.113744898,4.67E-08,-1.33E-05,-7.47E-13
7.179518474,1.49E-07,-0.009274005,-2.04E-11
64.19080546,4.07E-07,0.051686416,8.41E-11
1.487296281,3.03E-09,-5.17E-05,-3.73E-14
1.669300986,3.66E-09,-3.96E-05,-3.65E-14
1.935525677,5.31E-09,-3.10E-05,-4.61E-14
2.255171871,7.12E-09,-1.97E-05,-6.53E-14
2.625796644,1.26E-08,-1.30E-06,-1.13E-13
3.348523262,1.96E-08,2.49E-05,-2.23E-13
4.14562597,4.67E-08,-1.33E-05,-7.47E-13
9.827214765,9.39E-08,-0.003890792,-9.77E-12
63.70848487,4.07E-07,0.051711333,8.42E-11
1.338465387,2.59E-09,-5.58E-05,-3.63E-14
1.485398266,3.03E-09,-4.49E-05,-3.30E-14
1.705529015,4.15E-09,-3.89E-05,-3.73E-14
1.942561773,5.32E-09,-3.12E-05,-4.64E-14
2.212442676,8.62E-09,-1.87E-05,-6.84E-14
2.622754796,1.26E-08,-1.40E-06,-1.13E-13
2.777794252,2.61E-08,2.70E-05,-2.39E-13
4.217778253,4.67E-08,-1.31E-05,-7.46E-13
7.50750825,1.50E-07,-0.009286547,-2.04E-11
63.88988677,4.07E-07,0.051732709,8.42E-11
1.15845482,2.11E-09,-5.83E-05,-3.62E-14
1.277383364,2.38E-09,-4.84E-05,-3.15E-14
1.473962996,3.03E-09,-4.45E-05,-3.30E-14
1.663412773,3.67E-09,-3.95E-05,-3.69E-14
1.931974674,5.32E-09,-3.13E-05,-4.68E-14
2.243485151,7.13E-09,-2.00E-05,-6.58E-14
2.616675763,1.25E-08,-1.45E-06,-1.13E-13
3.360007322,1.95E-08,2.49E-05,-2.22E-13
4.197698129,4.67E-08,-1.31E-05,-7.47E-13
9.863836278,9.38E-08,-0.00389256,-9.77E-12
64.85052446,4.07E-07,0.051710684,8.41E-11
1.042510332,1.90E-09,-5.92E-05,-3.68E-14
1.143834592,2.10E-09,-5.01E-05,-3.14E-14
1.315612197,2.58E-09,-4.76E-05,-3.16E-14
1.471847147,3.03E-09,-4.44E-05,-3.32E-14
1.692916962,4.16E-09,-3.89E-05,-3.78E-14
1.921238509,5.32E-09,-3.13E-05,-4.68E-14
2.186180575,8.61E-09,-1.88E-05,-6.84E-14
2.592498244,1.25E-08,-1.35E-06,-1.13E-13
2.714489898,2.61E-08,2.73E-05,-2.39E-13
4.082435182,4.67E-08,-1.32E-05,-7.46E-13
7.039510143,1.49E-07,-0.009271904,-2.04E-11
63.80720711,4.07E-07,0.051670069,8.41E-11
0.896185411,1.65E-09,-5.90E-05,-3.71E-14
0.981053634,1.79E-09,-5.07E-05,-3.14E-14
1.134423391,2.10E-09,-4.94E-05,-3.10E-14
1.267112267,2.38E-09,-4.78E-05,-3.13E-14
1.469123814,3.03E-09,-4.44E-05,-3.31E-14
1.654896079,3.67E-09,-3.95E-05,-3.69E-14
1.926926673,5.32E-09,-3.11E-05,-4.64E-14
2.237405477,7.12E-09,-1.97E-05,-6.52E-14
2.604403017,1.25E-08,-8.11E-07,-1.12E-13
3.343989461,1.95E-08,2.58E-05,-2.21E-13
4.111490929,4.67E-08,-1.36E-05,-7.46E-13
9.841831731,9.39E-08,-0.003906663,-9.79E-12
63.10741853,4.07E-07,0.051763884,8.42E-11
0.806467095,1.53E-09,-5.81E-05,-3.75E-14
0.881316769,1.64E-09,-5.04E-05,-3.17E-14
1.020332856,1.89E-09,-5.01E-05,-3.12E-14
1.137585936,2.10E-09,-4.95E-05,-3.10E-14
1.317132598,2.58E-09,-4.76E-05,-3.16E-14
1.47219834,3.03E-09,-4.44E-05,-3.30E-14
1.700885439,4.15E-09,-3.89E-05,-3.73E-14
1.931198847,5.31E-09,-3.10E-05,-4.61E-14
2.203805168,8.59E-09,-1.82E-05,-6.74E-14
2.628371965,1.25E-08,-3.83E-07,-1.11E-13
2.776316804,2.61E-08,2.87E-05,-2.37E-13
4.284019135,4.67E-08,-1.15E-05,-7.44E-13
7.669539409,1.49E-07,-0.009251993,-2.03E-11
62.93666954,4.08E-07,0.051658267,8.41E-11
0.692746367,1.38E-09,-5.73E-05,-3.82E-14
0.756279009,1.46E-09,-5.01E-05,-3.23E-14
0.879734067,1.64E-09,-5.05E-05,-3.17E-14
0.981793939,1.79E-09,-5.08E-05,-3.14E-14
1.142438994,2.10E-09,-5.01E-05,-3.13E-14
1.273617664,2.38E-09,-4.84E-05,-3.15E-14
1.47925792,3.03E-09,-4.49E-05,-3.30E-14
1.662507225,3.66E-09,-3.96E-05,-3.65E-14
1.930696995,5.31E-09,-3.08E-05,-4.57E-14
2.245129216,7.11E-09,-1.89E-05,-6.41E-14
2.593821173,1.25E-08,8.63E-07,-1.10E-13
3.345219128,1.96E-08,2.82E-05,-2.20E-13
4.154765612,4.68E-08,-9.34E-06,-7.45E-13
9.560282384,9.41E-08,-0.003880484,-9.76E-12
63.52975223,4.08E-07,0.051699862,8.41E-11
0.63624178,1.30E-09,-6.50E-05,-4.52E-14
0.693058647,1.38E-09,-5.71E-05,-3.82E-14
0.805550817,1.53E-09,-5.80E-05,-3.76E-14
0.897570453,1.65E-09,-5.90E-05,-3.72E-14
1.042291752,1.90E-09,-5.91E-05,-3.68E-14
1.156833489,2.11E-09,-5.82E-05,-3.63E-14
1.336076829,2.59E-09,-5.58E-05,-3.63E-14
1.485289781,3.04E-09,-5.16E-05,-3.73E-14
1.702919845,4.16E-09,-4.45E-05,-4.14E-14
1.929987286,5.33E-09,-3.47E-05,-5.02E-14
2.167417351,8.66E-09,-1.88E-05,-7.26E-14
2.573721161,1.26E-08,2.77E-06,-1.20E-13
2.662939356,2.64E-08,3.81E-05,-2.54E-13
3.952498973,4.73E-08,6.29E-06,-7.81E-13
6.91441822,1.51E-07,-0.009224427,-2.05E-11
61.48094005,4.11E-07,0.051422123,8.25E-11
6.30E+09,6.30E+09,6.30E+09,6.30E+09
63.67552286,4.12E-07,0.052282119,8.25E-11
6.430748168,1.51E-07,-0.009354263,-2.05E-11
63.9173603,4.08E-07,0.052482538,8.41E-11
3.824711547,4.73E-08,4.38E-06,-7.82E-13
9.568223989,9.41E-08,-0.003950104,-9.78E-12
64.29914188,4.08E-07,0.052466979,8.41E-11
2.654027833,2.64E-08,3.72E-05,-2.55E-13
4.224294455,4.69E-08,-1.01E-05,-7.46E-13
7.899146794,1.50E-07,-0.009391296,-2.03E-11
64.84127552,4.07E-07,0.052577614,8.42E-11
2.570488266,1.27E-08,5.43E-07,-1.21E-13
3.358742947,1.96E-08,2.71E-05,-2.22E-13
4.210305798,4.68E-08,-1.21E-05,-7.45E-13
9.745770757,9.39E-08,-0.003954583,-9.77E-12
64.14389023,4.07E-07,0.052469157,8.41E-11
2.192299025,8.70E-09,-2.16E-05,-7.45E-14
2.645068889,1.26E-08,-1.04E-06,-1.12E-13
2.834106149,2.62E-08,2.77E-05,-2.39E-13
4.265723682,4.68E-08,-1.37E-05,-7.46E-13
7.7771034,1.50E-07,-0.009394777,-2.04E-11
63.8755755,4.07E-07,0.052474164,8.41E-11
1.952856081,5.37E-09,-3.75E-05,-5.21E-14
2.284902183,7.15E-09,-2.10E-05,-6.58E-14
2.675938958,1.26E-08,-1.98E-06,-1.13E-13
3.442030362,1.96E-08,2.50E-05,-2.22E-13
4.344525527,4.68E-08,-1.38E-05,-7.47E-13
9.955673617,9.39E-08,-0.003960143,-9.78E-12
64.40963871,4.07E-07,0.052531142,8.41E-11
1.71885849,4.19E-09,-4.73E-05,-4.33E-14
1.95767757,5.35E-09,-3.32E-05,-4.74E-14
2.231597738,8.64E-09,-2.03E-05,-6.89E-14
2.65873744,1.26E-08,-2.46E-06,-1.13E-13
2.816381787,2.62E-08,2.67E-05,-2.40E-13
4.171673888,4.68E-08,-1.36E-05,-7.48E-13
7.264488565,1.50E-07,-0.009417353,-2.04E-11
64.7567002,4.07E-07,0.052504415,8.41E-11
1.500780605,3.07E-09,-5.44E-05,-3.93E-14
1.686684463,3.70E-09,-4.20E-05,-3.82E-14
1.960081239,5.35E-09,-3.33E-05,-4.78E-14
2.286029163,7.16E-09,-2.18E-05,-6.69E-14
2.665228712,1.26E-08,-2.90E-06,-1.14E-13
3.397060648,1.96E-08,2.41E-05,-2.24E-13
4.203473048,4.68E-08,-1.37E-05,-7.47E-13
9.936952181,9.39E-08,-0.003949909,-9.77E-12
64.26857516,4.07E-07,0.052529726,8.41E-11
1.346771764,2.62E-09,-5.84E-05,-3.83E-14
1.497111484,3.06E-09,-4.71E-05,-3.47E-14
1.723850334,4.18E-09,-4.12E-05,-3.90E-14
1.966491136,5.35E-09,-3.34E-05,-4.80E-14
2.244414965,8.66E-09,-2.07E-05,-6.99E-14
2.661815122,1.26E-08,-2.98E-06,-1.14E-13
2.822805483,2.62E-08,2.64E-05,-2.40E-13
4.276577866,4.68E-08,-1.34E-05,-7.47E-13
7.596917606,1.50E-07,-0.009430097,-2.04E-11
64.45270394,4.07E-07,0.052551416,8.42E-11
1.159876857,2.14E-09,-6.06E-05,-3.81E-14
1.281623762,2.41E-09,-5.04E-05,-3.31E-14
1.484169156,3.06E-09,-4.66E-05,-3.46E-14
1.678620073,3.70E-09,-4.18E-05,-3.85E-14
1.955202044,5.36E-09,-3.35E-05,-4.84E-14
2.273301189,7.17E-09,-2.20E-05,-6.73E-14
2.655678397,1.26E-08,-3.03E-06,-1.14E-13
3.408679507,1.96E-08,2.42E-05,-2.23E-13
4.256881588,4.68E-08,-1.34E-05,-7.47E-13
9.975013767,9.39E-08,-0.003951729,-9.76E-12
65.4268942,4.07E-07,0.052528986,8.41E-11
1.039884126,1.92E-09,-6.12E-05,-3.85E-14
1.143645825,2.13E-09,-5.19E-05,-3.29E-14
1.320855279,2.61E-09,-4.96E-05,-3.31E-14
1.481638991,3.06E-09,-4.66E-05,-3.47E-14
1.710131528,4.19E-09,-4.12E-05,-3.94E-14
1.944355805,5.36E-09,-3.35E-05,-4.84E-14
2.217876947,8.65E-09,-2.08E-05,-6.99E-14
2.63153424,1.26E-08,-2.95E-06,-1.14E-13
2.759650481,2.62E-08,2.66E-05,-2.40E-13
4.140968817,4.67E-08,-1.36E-05,-7.46E-13
7.124943625,1.50E-07,-0.00941531,-2.04E-11
64.36845879,4.07E-07,0.052487645,8.41E-11
0.888421611,1.67E-09,-6.07E-05,-3.88E-14
0.975228294,1.81E-09,-5.23E-05,-3.28E-14
1.133308807,2.13E-09,-5.12E-05,-3.25E-14
1.270014026,2.41E-09,-4.97E-05,-3.29E-14
1.478853592,3.06E-09,-4.65E-05,-3.47E-14
1.669981706,3.70E-09,-4.17E-05,-3.85E-14
1.950667749,5.35E-09,-3.34E-05,-4.80E-14
2.268009371,7.16E-09,-2.17E-05,-6.68E-14
2.644608347,1.26E-08,-2.45E-06,-1.13E-13
3.394254138,1.96E-08,2.50E-05,-2.22E-13
4.172154987,4.68E-08,-1.40E-05,-7.46E-13
9.955001944,9.39E-08,-0.003966188,-9.79E-12
63.66491298,4.07E-07,0.052582873,8.42E-11
0.795854168,1.55E-09,-5.95E-05,-3.91E-14
0.872342412,1.66E-09,-5.18E-05,-3.30E-14
1.015583119,1.91E-09,-5.16E-05,-3.25E-14
1.136489586,2.13E-09,-5.12E-05,-3.25E-14
1.322355952,2.61E-09,-4.96E-05,-3.31E-14
1.482359446,3.06E-09,-4.66E-05,-3.46E-14
1.719158546,4.18E-09,-4.12E-05,-3.90E-14
1.955679963,5.35E-09,-3.33E-05,-4.77E-14
2.237400689,8.64E-09,-2.03E-05,-6.90E-14
2.669920716,1.26E-08,-2.09E-06,-1.13E-13
2.824783934,2.62E-08,2.78E-05,-2.38E-13
4.348473079,4.67E-08,-1.18E-05,-7.45E-13
7.7649804,1.49E-07,-0.009395343,-2.03E-11
63.49446327,4.08E-07,0.052475483,8.41E-11
0.678977302,1.39E-09,-5.85E-05,-3.97E-14
0.743761622,1.48E-09,-5.13E-05,-3.35E-14
0.870768001,1.66E-09,-5.19E-05,-3.30E-14
0.97598037,1.81E-09,-5.24E-05,-3.28E-14
1.142218248,2.13E-09,-5.19E-05,-3.28E-14
1.277805934,2.41E-09,-5.05E-05,-3.31E-14
1.490918038,3.06E-09,-4.72E-05,-3.46E-14
1.679797695,3.69E-09,-4.20E-05,-3.81E-14
1.957016643,5.35E-09,-3.32E-05,-4.74E-14
2.278714804,7.15E-09,-2.11E-05,-6.58E-14
2.637173299,1.26E-08,-9.45E-07,-1.12E-13
3.399089886,1.96E-08,2.71E-05,-2.21E-13
4.220819192,4.68E-08,-9.67E-06,-7.45E-13
9.675305055,9.41E-08,-0.003939863,-9.76E-12
64.09651333,4.08E-07,0.052517621,8.41E-11
0.621405867,1.32E-09,-6.63E-05,-4.69E-14
0.679277093,1.39E-09,-5.83E-05,-3.97E-14
0.794935683,1.55E-09,-5.95E-05,-3.91E-14
0.889807966,1.67E-09,-6.07E-05,-3.88E-14
1.039630473,1.92E-09,-6.11E-05,-3.86E-14
1.158210627,2.14E-09,-6.05E-05,-3.82E-14
1.344358616,2.62E-09,-5.83E-05,-3.83E-14
1.498725171,3.07E-09,-5.43E-05,-3.94E-14
1.724728423,4.20E-09,-4.73E-05,-4.35E-14
1.958271095,5.37E-09,-3.76E-05,-5.23E-14
2.204694843,8.70E-09,-2.15E-05,-7.46E-14
2.618948738,1.27E-08,5.35E-07,-1.22E-13
2.714996761,2.64E-08,3.69E-05,-2.56E-13
4.019224511,4.73E-08,5.84E-06,-7.82E-13
7.007908482,1.51E-07,-0.009367732,-2.05E-11
62.03199635,4.11E-07,0.052235633,8.25E-11
6.40E+09,6.40E+09,6.40E+09,6.40E+09
64.24102972,4.12E-07,0.053095762,8.25E-11
6.517607105,1.51E-07,-0.009497081,-2.05E-11
64.47985601,4.08E-07,0.053299132,8.41E-11
3.889605215,4.74E-08,3.93E-06,-7.83E-13
9.68128778,9.42E-08,-0.004009469,-9.77E-12
64.86003463,4.08E-07,0.053283456,8.41E-11
2.705723232,2.65E-08,3.58E-05,-2.57E-13
4.291471004,4.69E-08,-1.03E-05,-7.47E-13
7.997153799,1.50E-07,-0.009534304,-2.03E-11
65.40784537,4.07E-07,0.053395929,8.42E-11
2.614801915,1.27E-08,-1.77E-06,-1.23E-13
3.412120407,1.97E-08,2.60E-05,-2.23E-13
4.274192091,4.68E-08,-1.23E-05,-7.46E-13
9.856278692,9.39E-08,-0.0040137,-9.77E-12
64.69853847,4.07E-07,0.053285861,8.41E-11
2.228825667,8.74E-09,-2.43E-05,-7.65E-14
2.688146441,1.26E-08,-2.90E-06,-1.14E-13
2.883044341,2.62E-08,2.68E-05,-2.40E-13
4.328858907,4.68E-08,-1.40E-05,-7.47E-13
7.870322034,1.50E-07,-0.009537594,-2.03E-11
64.42802088,4.07E-07,0.053291023,8.41E-11
1.98017477,5.41E-09,-4.04E-05,-5.42E-14
2.317819626,7.19E-09,-2.33E-05,-6.74E-14
2.717178933,1.26E-08,-3.74E-06,-1.14E-13
3.492850136,1.96E-08,2.41E-05,-2.24E-13
4.406939225,4.68E-08,-1.41E-05,-7.48E-13
10.06617761,9.40E-08,-0.004019168,-9.77E-12
64.96883383,4.08E-07,0.053348915,8.41E-11
1.739549213,4.23E-09,-5.02E-05,-4.54E-14
1.983096574,5.39E-09,-3.56E-05,-4.91E-14
2.264506014,8.68E-09,-2.25E-05,-7.05E-14
2.698739541,1.26E-08,-4.15E-06,-1.15E-13
2.862488146,2.62E-08,2.59E-05,-2.41E-13
4.230784506,4.68E-08,-1.39E-05,-7.48E-13
7.349164822,1.50E-07,-0.009560377,-2.04E-11
65.31834523,4.08E-07,0.053321815,8.41E-11
1.513033101,3.10E-09,-5.71E-05,-4.14E-14
1.702965173,3.73E-09,-4.43E-05,-3.99E-14
1.983766907,5.39E-09,-3.56E-05,-4.94E-14
2.316184939,7.20E-09,-2.39E-05,-6.84E-14
2.704324624,1.26E-08,-4.55E-06,-1.15E-13
3.445584392,1.96E-08,2.33E-05,-2.25E-13
4.262527414,4.68E-08,-1.40E-05,-7.48E-13
