R,L,G,C 
33.40531406,5.82E-08,-0.005666328,-1.39E-12
90.54025063,1.67E-07,-0.052430068,-2.03E-11
249.6404483,4.26E-07,0.294158393,8.37E-11
-21.91762677,1.51E-08,-0.000723121,-4.72E-13
-6.462051163,2.46E-08,-0.002954576,-7.15E-13
34.41983832,5.76E-08,-0.005680298,-1.37E-12
82.30159805,1.09E-07,-0.024193287,-9.93E-12
247.3131758,4.26E-07,0.293503255,8.36E-11
-26.99609863,8.86E-09,0.000540725,-2.28E-13
-20.74642373,1.44E-08,-0.000800732,-3.95E-13
2.777045337,3.27E-08,-0.003235443,-7.46E-13
35.01275862,5.75E-08,-0.005683764,-1.37E-12
91.17162095,1.67E-07,-0.052428812,-2.03E-11
247.1234116,4.26E-07,0.29351672,8.36E-11
-23.12744344,3.81E-09,0.000812282,-9.51E-14
-24.25262741,6.33E-09,0.000331633,-1.87E-13
-19.51664078,1.43E-08,-0.000867702,-3.94E-13
-4.748827505,2.42E-08,-0.003036919,-7.07E-13
35.48219886,5.75E-08,-0.005677363,-1.37E-12
83.4627161,1.09E-07,-0.024222878,-9.93E-12
249.6537758,4.26E-07,0.293805312,8.36E-11
-18.46246399,2.09E-09,0.000666322,-2.97E-14
-21.65498449,3.58E-09,0.000627707,-7.65E-14
-24.49455277,8.32E-09,0.000301164,-1.91E-13
-19.29195085,1.43E-08,-0.000879662,-3.94E-13
3.314575655,3.26E-08,-0.003255233,-7.44E-13
35.15337734,5.75E-08,-0.005701868,-1.37E-12
89.72086925,1.67E-07,-0.052581414,-2.03E-11
250.1247581,4.26E-07,0.293698266,8.36E-11
-11.20225424,8.14E-10,0.000397275,-6.72E-15
-14.52470253,1.44E-09,0.000507821,-2.58E-14
-21.01335859,3.54E-09,0.000607801,-7.77E-14
-23.26204556,6.25E-09,0.000287603,-1.87E-13
-19.21619081,1.43E-08,-0.000876644,-3.94E-13
-4.600625105,2.42E-08,-0.003049711,-7.08E-13
35.40717553,5.75E-08,-0.005740854,-1.37E-12
83.34876291,1.09E-07,-0.024181566,-9.93E-12
248.5989018,4.25E-07,0.293832737,8.37E-11
-7.545041763,3.97E-10,0.00016115,3.28E-15
-10.25091565,7.39E-10,0.000320383,-3.16E-15
-16.71805818,1.92E-09,0.000524867,-2.30E-14
-20.93546379,3.53E-09,0.000607838,-7.77E-14
-24.30681624,8.30E-09,0.000301936,-1.91E-13
-19.18795542,1.43E-08,-0.000875117,-3.94E-13
3.532683827,3.26E-08,-0.00327819,-7.47E-13
35.44258238,5.75E-08,-0.005710337,-1.37E-12
90.80128457,1.67E-07,-0.052623435,-2.03E-11
249.3483784,4.26E-07,0.293963801,8.37E-11
-5.730596656,1.35E-10,4.06E-04,2.72E-15
-5.795953404,2.60E-10,5.88E-05,1.87E-15
-10.10327932,7.34E-10,0.000309553,-3.96E-15
-14.17102333,1.43E-09,0.000497917,-2.69E-14
-20.95348777,3.53E-09,0.000607456,-7.76E-14
-23.25524098,6.25E-09,0.00028821,-1.87E-13
-19.14443194,1.43E-08,-0.000888135,-3.96E-13
-4.620468821,2.42E-08,-0.003055498,-7.09E-13
35.37609526,5.75E-08,-0.005712126,-1.37E-12
83.55911776,1.09E-07,-0.024209771,-9.92E-12
252.7536571,4.26E-07,0.293816409,8.36E-11
-2.500791058,5.30E-11,-7.14E-05,2.69E-15
-4.289260459,1.15E-10,1.72E-04,2.96E-15
-6.731415176,3.51E-10,0.000126249,3.97E-15
-10.04211817,7.32E-10,0.000316081,-3.92E-15
-16.69223787,1.92E-09,0.000525434,-2.30E-14
-20.95498941,3.53E-09,0.000608279,-7.76E-14
-24.2819057,8.32E-09,0.00029831,-1.92E-13
-19.2533307,1.43E-08,-0.000878042,-3.95E-13
3.249389435,3.26E-08,-0.003262102,-7.46E-13
35.0886444,5.75E-08,-0.005723286,-1.37E-12
89.15922987,1.67E-07,-0.052556379,-2.03E-11
248.1201845,4.25E-07,0.293581898,8.36E-11
-0.960017936,1.32E-11,-1.08E-05,1.09E-15
-1.57070655,3.17E-11,-1.14E-05,1.89E-15
-4.286797863,1.15E-10,1.87E-04,2.65E-15
-5.560415537,2.59E-10,1.03E-04,1.43E-15
-10.04532344,7.32E-10,0.000315518,-3.98E-15
-14.17639995,1.43E-09,0.000497365,-2.69E-14
-20.9369338,3.54E-09,0.000606097,-7.81E-14
-23.2912187,6.25E-09,0.000287033,-1.87E-13
-19.32091204,1.43E-08,-0.000877887,-3.94E-13
-4.784654378,2.42E-08,-0.003050136,-7.08E-13
34.79243842,5.75E-08,-0.005678877,-1.37E-12
82.86301237,1.09E-07,-0.024223614,-9.94E-12
245.9979552,4.26E-07,0.294153618,8.37E-11
-0.432324448,1.00E-12,-1.71E-05,6.86E-16
-0.751607029,6.97E-12,-1.29E-05,1.33E-15
-2.048247972,4.10E-11,-4.66E-05,2.83E-15
-4.26462696,1.14E-10,1.80E-04,2.71E-15
-6.728742983,3.50E-10,0.000126202,4.03E-15
-10.10421355,7.32E-10,0.00030966,-3.81E-15
-16.72993998,1.93E-09,0.000526042,-2.31E-14
-21.04296018,3.53E-09,0.000610354,-7.75E-14
-24.52152649,8.31E-09,0.000307068,-1.91E-13
-19.51309806,1.43E-08,-0.00086671,-3.95E-13
2.807216524,3.26E-08,-0.003235392,-7.46E-13
34.73665862,5.76E-08,-0.00565324,-1.37E-12
90.01575081,1.67E-07,-0.052456811,-2.02E-11
244.6144221,4.26E-07,0.293577879,8.36E-11
-0.134803715,-8.29E-13,-9.77E-06,1.63E-16
-0.247143521,-3.22E-13,-1.18E-05,4.96E-16
-0.7578548,7.32E-12,-1.29E-05,1.31E-15
-1.572247583,3.18E-11,-1.10E-05,1.88E-15
-4.308778025,1.15E-10,1.77E-04,2.92E-15
-5.801692944,2.61E-10,5.98E-05,1.84E-15
-10.26695466,7.43E-10,0.000322042,-3.39E-15
-14.5399676,1.45E-09,0.0005093,-2.61E-14
-21.65015589,3.58E-09,0.000628708,-7.68E-14
-24.21892487,6.34E-09,0.000328466,-1.88E-13
-20.63474631,1.45E-08,-0.000817402,-3.97E-13
-6.292869978,2.46E-08,-0.002968629,-7.16E-13
33.56170177,5.82E-08,-0.005714092,-1.40E-12
81.03700389,1.10E-07,-0.024242859,-9.97E-12
247.4302064,4.28E-07,0.293365644,8.35E-11
-0.072229409,-5.64E-13,-5.40E-06,-2.03E-17
-0.131562308,-9.48E-13,-9.84E-06,1.70E-16
-0.431326871,1.01E-12,-1.71E-05,6.81E-16
-0.952549958,1.29E-11,-1.09E-05,1.11E-15
-2.491891541,5.26E-11,-7.16E-05,2.72E-15
-5.695863902,1.34E-10,3.98E-04,2.71E-15
-7.54061558,3.97E-10,0.000161215,3.32E-15
-11.19693409,8.13E-10,0.000395997,-6.53E-15
-18.45041173,2.09E-09,0.000664856,-2.91E-14
-23.11569648,3.81E-09,0.000814158,-9.45E-14
-26.95637049,8.85E-09,0.000541746,-2.27E-13
-21.87317487,1.51E-08,-0.000708793,-4.69E-13
1.419396372,3.42E-08,-0.003440634,-8.96E-13
34.1091979,6.00E-08,-0.006458129,-1.63E-12
91.66402149,1.72E-07,-0.054172365,-2.07E-11
250.3474141,4.35E-07,0.288511517,8.13E-11
3.89E+10,3.89E+10,3.89E+10,3.89E+10
255.9586913,4.36E-07,0.289473183,8.13E-11
90.19788984,1.72E-07,-0.054303427,-2.07E-11
247.9450849,4.28E-07,0.293818888,8.35E-11
33.50766988,6.00E-08,-0.006499662,-1.63E-12
80.72189649,1.10E-07,-0.024339499,-9.98E-12
247.3337132,4.26E-07,0.294140702,8.36E-11
1.116417058,3.42E-08,-0.003455751,-8.97E-13
33.438544,5.82E-08,-0.005697283,-1.39E-12
91.0043635,1.67E-07,-0.052572857,-2.03E-11
250.4324879,4.26E-07,0.294812881,8.37E-11
-22.16602607,1.51E-08,-0.000707459,-4.71E-13
-6.663544805,2.45E-08,-0.002955922,-7.15E-13
34.46990129,5.77E-08,-0.00571277,-1.38E-12
82.65721741,1.09E-07,-0.024278276,-9.94E-12
248.1063421,4.26E-07,0.29415517,8.36E-11
-27.20052195,8.83E-09,0.000555708,-2.27E-13
-20.97731844,1.44E-08,-0.000788774,-3.94E-13
2.624788333,3.27E-08,-0.003238751,-7.46E-13
35.06467484,5.76E-08,-0.005716372,-1.37E-12
91.642272,1.67E-07,-0.052571757,-2.03E-11
247.9152073,4.26E-07,0.29416875,8.36E-11
-23.21954072,3.79E-09,0.000819754,-9.40E-14
-24.40351633,6.31E-09,0.000343033,-1.85E-13
-19.74000617,1.43E-08,-0.000856277,-3.94E-13
-4.9386357,2.42E-08,-0.003039404,-7.07E-13
35.53324328,5.76E-08,-0.005709868,-1.37E-12
83.81662886,1.09E-07,-0.024307179,-9.94E-12
250.4496938,4.26E-07,0.294458127,8.36E-11
-18.49207005,2.08E-09,0.000667888,-2.89E-14
-21.73844996,3.56E-09,0.000633995,-7.55E-14
-24.67965126,8.30E-09,0.000313495,-1.90E-13
-19.51570849,1.42E-08,-0.000868111,-3.94E-13
3.162199718,3.26E-08,-0.003258393,-7.45E-13
35.20464703,5.76E-08,-0.005734483,-1.37E-12
90.18923043,1.67E-07,-0.0527249,-2.03E-11
250.918677,4.26E-07,0.294351232,8.36E-11
-11.1759887,8.04E-10,0.000395966,-6.33E-15
-14.53101847,1.43E-09,0.000509085,-2.53E-14
-21.09704151,3.52E-09,0.000614311,-7.68E-14
-23.41163837,6.23E-09,0.000299125,-1.86E-13
-19.44111318,1.42E-08,-0.000864971,-3.93E-13
-4.79134794,2.42E-08,-0.003052066,-7.09E-13
35.45904275,5.76E-08,-0.005773651,-1.38E-12
83.70280854,1.09E-07,-0.024266159,-9.93E-12
249.3906319,4.26E-07,0.294485979,8.37E-11
-7.497395414,3.91E-10,0.000160742,3.44E-15
-10.22724512,7.30E-10,0.000318698,-2.85E-15
-16.74543606,1.91E-09,0.000526426,-2.24E-14
-21.02005275,3.51E-09,0.000614427,-7.68E-14
-24.49390901,8.28E-09,0.00031445,-1.90E-13
-19.41299431,1.42E-08,-0.00086339,-3.93E-13
3.380366356,3.26E-08,-0.00328141,-7.48E-13
35.49316005,5.76E-08,-0.005742894,-1.37E-12
91.26989793,1.67E-07,-0.052766827,-2.03E-11
250.1421492,4.26E-07,0.294617172,8.37E-11
-5.569171451,1.31E-10,3.82E-04,2.84E-15
-5.737512196,2.55E-10,6.22E-05,1.97E-15
-10.07697258,7.25E-10,0.00030889,-3.65E-15
-14.17717425,1.41E-09,0.000499741,-2.64E-14
-21.037555,3.51E-09,0.000614179,-7.68E-14
-23.40505698,6.23E-09,0.00029996,-1.86E-13
-19.36930349,1.43E-08,-0.000876426,-3.95E-13
-4.81156988,2.42E-08,-0.003057859,-7.10E-13
35.42692709,5.75E-08,-0.005744765,-1.37E-12
83.91323003,1.09E-07,-0.02429423,-9.93E-12
253.5551474,4.26E-07,0.294469038,8.36E-11
-2.447374214,5.11E-11,-6.83E-05,2.68E-15
-4.216851371,1.12E-10,1.67E-04,3.03E-15
-6.690788751,3.45E-10,0.000124923,4.09E-15
-10.01955523,7.23E-10,0.000314976,-3.61E-15
-16.720084,1.91E-09,0.000527082,-2.24E-14
-21.03916766,3.51E-09,0.000614994,-7.67E-14
-24.46895924,8.29E-09,0.000310863,-1.91E-13
-19.47823669,1.42E-08,-0.000866346,-3.94E-13
3.097197432,3.26E-08,-0.003265245,-7.46E-13
35.14056883,5.75E-08,-0.005756097,-1.37E-12
89.62829394,1.67E-07,-0.05269973,-2.03E-11
248.9152592,4.26E-07,0.294233881,8.36E-11
-0.934942357,1.24E-11,-1.11E-05,1.08E-15
-1.54014117,3.05E-11,-1.19E-05,1.88E-15
-4.212919683,1.12E-10,1.82E-04,2.73E-15
-5.514231719,2.54E-10,1.02E-04,1.53E-15
-10.02271628,7.24E-10,0.000314441,-3.67E-15
-14.18271523,1.42E-09,0.000499176,-2.64E-14
-21.02163027,3.52E-09,0.000612715,-7.72E-14
-23.44081283,6.23E-09,0.000298553,-1.87E-13
-19.54462514,1.42E-08,-0.000866329,-3.93E-13
-4.973891829,2.42E-08,-0.003052694,-7.08E-13
34.84497072,5.76E-08,-0.00571152,-1.37E-12
83.21918497,1.09E-07,-0.024308529,-9.95E-12
246.7853696,4.26E-07,0.2948079,8.37E-11
-0.416943158,6.48E-13,-1.71E-05,6.72E-16
-0.732037497,6.36E-12,-1.34E-05,1.31E-15
-2.009272433,3.93E-11,-4.64E-05,2.81E-15
-4.191248259,1.11E-10,1.75E-04,2.78E-15
-6.6880395,3.44E-10,0.000124855,4.15E-15
-10.07815072,7.24E-10,0.000308939,-3.50E-15
-16.75740978,1.91E-09,0.000527607,-2.25E-14
-21.12667994,3.52E-09,0.000616857,-7.66E-14
-24.70681254,8.29E-09,0.000319417,-1.90E-13
-19.73651563,1.43E-08,-0.000855236,-3.94E-13
2.655247055,3.26E-08,-0.003238695,-7.47E-13
34.78647535,5.76E-08,-0.005685505,-1.37E-12
90.47954799,1.67E-07,-0.052599676,-2.02E-11
245.3910485,4.26E-07,0.294231943,8.36E-11
-0.127874581,-9.51E-13,-9.69E-06,1.55E-16
-0.237734661,-5.29E-13,-1.19E-05,4.85E-16
-0.73822592,6.70E-12,-1.34E-05,1.30E-15
-1.541674386,3.06E-11,-1.15E-05,1.88E-15
-4.235957774,1.12E-10,1.72E-04,2.99E-15
-5.744201191,2.56E-10,6.29E-05,1.94E-15
-10.24343497,7.34E-10,0.00032041,-3.07E-15
-14.54638255,1.43E-09,0.00051059,-2.56E-14
-21.73370592,3.56E-09,0.000635028,-7.59E-14
-24.36983449,6.32E-09,0.000339927,-1.87E-13
-20.86505812,1.44E-08,-0.000805474,-3.96E-13
-6.493863178,2.45E-08,-0.002970052,-7.17E-13
33.59638173,5.82E-08,-0.005745378,-1.40E-12
81.37132862,1.10E-07,-0.02432596,-9.97E-12
248.205112,4.28E-07,0.294019025,8.35E-11
-0.067514543,-6.39E-13,-5.29E-06,-2.35E-17
-0.124735909,-1.07E-12,-9.77E-06,1.63E-16
-0.416097713,6.54E-13,-1.71E-05,6.66E-16
-0.927805628,1.21E-11,-1.13E-05,1.10E-15
-2.439371222,5.07E-11,-6.87E-05,2.71E-15
-5.542032582,1.31E-10,3.76E-04,2.83E-15
-7.493552629,3.91E-10,0.000160643,3.48E-15
-11.17085716,8.03E-10,0.000394646,-6.14E-15
-18.47997243,2.07E-09,0.000666375,-2.84E-14
-23.20777823,3.79E-09,0.000821605,-9.34E-14
-27.16073391,8.83E-09,0.000556706,-2.26E-13
-22.12187583,1.51E-08,-0.000693117,-4.68E-13
1.241315379,3.42E-08,-0.003439637,-8.96E-13
34.1411766,6.00E-08,-0.00649027,-1.63E-12
92.14362464,1.72E-07,-0.054325087,-2.07E-11
251.2005621,4.35E-07,0.289127471,8.12E-11
3.90E+10,3.90E+10,3.90E+10,3.90E+10
256.8194327,4.36E-07,0.290089338,8.13E-11
90.67627386,1.72E-07,-0.054456545,-2.07E-11
248.7210209,4.28E-07,0.29447131,8.35E-11
33.53822919,6.00E-08,-0.006531809,-1.63E-12
81.05448956,1.10E-07,-0.024422504,-9.98E-12
248.1143201,4.26E-07,0.294793703,8.36E-11
0.936955211,3.42E-08,-0.003454665,-8.98E-13
33.47077428,5.82E-08,-0.005728219,-1.40E-12
91.46976746,1.67E-07,-0.052715802,-2.03E-11
251.2265209,4.26E-07,0.295466707,8.37E-11
-22.4152632,1.51E-08,-0.000691648,-4.70E-13
-6.866315855,2.45E-08,-0.002957106,-7.16E-13
34.51907858,5.77E-08,-0.005745236,-1.38E-12
83.01343914,1.09E-07,-0.02436348,-9.94E-12
248.9015825,4.26E-07,0.294806404,8.36E-11
-27.40491145,8.81E-09,0.000570717,-2.25E-13
-21.20892208,1.44E-08,-0.000776691,-3.93E-13
2.471060381,3.27E-08,-0.003241884,-7.47E-13
35.11566477,5.76E-08,-0.00574897,-1.37E-12
92.11418507,1.67E-07,-0.052714845,-2.03E-11
248.709006,4.26E-07,0.294820104,8.36E-11
-23.31076033,3.77E-09,0.00082717,-9.29E-14
-24.55404498,6.28E-09,0.000354454,-1.84E-13
-19.96412303,1.42E-08,-0.000844719,-3.93E-13
-5.129753574,2.42E-08,-0.003041723,-7.08E-13
35.58332225,5.76E-08,-0.005742364,-1.37E-12
84.17098818,1.09E-07,-0.024391663,-9.94E-12
251.247589,4.26E-07,0.295110271,8.36E-11
-18.52057298,2.06E-09,0.000669392,-2.82E-14
-21.82112667,3.54E-09,0.000640234,-7.46E-14
-24.86474521,8.27E-09,0.000325863,-1.89E-13
-19.74024328,1.42E-08,-0.000856425,-3.93E-13
3.008298263,3.26E-08,-0.003261369,-7.46E-13
35.25495582,5.76E-08,-0.00576709,-1.37E-12
90.65884126,1.67E-07,-0.052868534,-2.03E-11
251.7145574,4.26E-07,0.295003532,8.36E-11
-11.14852818,7.95E-10,0.000394647,-5.94E-15
-14.53643358,1.42E-09,0.000510287,-2.47E-14
-21.17998351,3.50E-09,0.000620779,-7.59E-14
-23.56093957,6.20E-09,0.000310678,-1.85E-13
-19.666817,1.42E-08,-0.000853163,-3.93E-13
-4.983388222,2.42E-08,-0.003054254,-7.10E-13
35.50995559,5.76E-08,-0.005806438,-1.38E-12
84.05735029,1.09E-07,-0.02435095,-9.93E-12
250.1843245,4.26E-07,0.295138555,8.37E-11
-7.448141399,3.85E-10,0.000160555,3.59E-15
-10.20267958,7.21E-10,0.000316935,-2.54E-15
-16.77189194,1.89E-09,0.000527922,-2.18E-14
-21.10390431,3.49E-09,0.000620971,-7.59E-14
-24.68101208,8.26E-09,0.000327,-1.89E-13
-19.63880512,1.42E-08,-0.000851527,-3.93E-13
3.226521374,3.26E-08,-0.003284448,-7.49E-13
35.54277516,5.76E-08,-0.005775441,-1.37E-12
91.73974593,1.67E-07,-0.052910364,-2.03E-11
250.9378866,4.26E-07,0.295269872,8.37E-11
-5.392807192,1.28E-10,3.56E-04,2.95E-15
-5.67591649,2.51E-10,6.62E-05,2.07E-15
-10.04919379,7.16E-10,0.000308234,-3.34E-15
-14.18214335,1.40E-09,0.000501534,-2.58E-14
-21.12076758,3.49E-09,0.000620869,-7.59E-14
-23.55450362,6.21E-09,0.000311751,-1.86E-13
-19.59495009,1.42E-08,-0.000864581,-3.95E-13
-5.003991103,2.42E-08,-0.003060054,-7.10E-13
35.47679175,5.76E-08,-0.005777395,-1.38E-12
84.26778866,1.09E-07,-0.024378873,-9.93E-12
254.3586377,4.26E-07,0.295120988,8.36E-11
-2.390831076,4.92E-11,-6.45E-05,2.67E-15
-4.136477746,1.09E-10,1.60E-04,3.10E-15
-6.648432757,3.40E-10,0.000123773,4.20E-15
-9.995790344,7.15E-10,0.000313833,-3.30E-15
-16.74689354,1.89E-09,0.000528672,-2.18E-14
-21.12248959,3.49E-09,0.000621675,-7.58E-14
-24.65602786,8.27E-09,0.000323452,-1.90E-13
-19.70392644,1.42E-08,-0.000854513,-3.94E-13
2.943479224,3.26E-08,-0.003268204,-7.47E-13
35.19153532,5.76E-08,-0.005788899,-1.38E-12
90.0986354,1.67E-07,-0.052843225,-2.03E-11
249.7124127,4.26E-07,0.294885182,8.36E-11
-0.909044163,1.17E-11,-1.13E-05,1.07E-15
-1.508223657,2.92E-11,-1.23E-05,1.88E-15
-4.130431252,1.09E-10,1.75E-04,2.81E-15
-5.465629003,2.50E-10,1.03E-04,1.64E-15
-9.998894658,7.15E-10,0.000313329,-3.36E-15
-14.18783628,1.40E-09,0.000500957,-2.58E-14
-21.10559046,3.50E-09,0.000619289,-7.64E-14
-23.59011559,6.21E-09,0.000310104,-1.86E-13
-19.76911463,1.42E-08,-0.000854635,-3.93E-13
-5.164436273,2.42E-08,-0.003055086,-7.09E-13
34.89658526,5.76E-08,-0.005744154,-1.37E-12
83.5759599,1.09E-07,-0.024393657,-9.95E-12
247.5747912,4.26E-07,0.295461518,8.37E-11
-0.40121344,3.06E-13,-1.71E-05,6.58E-16
-0.71192926,5.76E-12,-1.39E-05,1.30E-15
-1.968009369,3.77E-11,-4.57E-05,2.79E-15
-4.109449971,1.08E-10,1.68E-04,2.86E-15
-6.645609962,3.38E-10,0.000123682,4.26E-15
-10.05060566,7.15E-10,0.000308224,-3.19E-15
-16.78396008,1.90E-09,0.000529109,-2.19E-14
-21.20965887,3.50E-09,0.000623319,-7.57E-14
-24.89209318,8.27E-09,0.000331802,-1.89E-13
-19.96068548,1.42E-08,-0.00084363,-3.94E-13
2.501806825,3.26E-08,-0.003241823,-7.47E-13
34.83540099,5.76E-08,-0.005717762,-1.38E-12
90.94463899,1.67E-07,-0.052742697,-2.02E-11
246.1696583,4.26E-07,0.294885348,8.36E-11
-0.120854426,-1.07E-12,-9.59E-06,1.48E-16
-0.228196401,-7.30E-13,-1.21E-05,4.73E-16
-0.718044809,6.10E-12,-1.38E-05,1.28E-15
-1.509752183,2.94E-11,-1.19E-05,1.88E-15
-4.15502842,1.09E-10,1.65E-04,3.07E-15
-5.683480914,2.52E-10,6.67E-05,2.03E-15
-10.21901452,7.25E-10,0.000318696,-2.76E-15
-14.55189396,1.42E-09,0.000511819,-2.50E-14
-21.81646717,3.54E-09,0.0006413,-7.50E-14
-24.52038683,6.29E-09,0.000351409,-1.86E-13
-21.09608076,1.44E-08,-0.00079342,-3.96E-13
-6.69613383,2.45E-08,-0.002971312,-7.17E-13
33.63006782,5.82E-08,-0.005776646,-1.40E-12
81.70608265,1.10E-07,-0.024409249,-9.97E-12
248.9817468,4.28E-07,0.294671783,8.35E-11
-0.062732112,-7.12E-13,-5.17E-06,-2.66E-17
-0.117815909,-1.18E-12,-9.68E-06,1.55E-16
-0.400507336,3.13E-13,-1.71E-05,6.52E-16
-0.902230981,1.14E-11,-1.15E-05,1.09E-15
-2.383658198,4.88E-11,-6.52E-05,2.70E-15
-5.372800927,1.27E-10,3.51E-04,2.95E-15
-7.444846785,3.84E-10,0.0001603,3.63E-15
-11.14356861,7.93E-10,0.000393285,-5.75E-15
-18.50842258,2.06E-09,0.000667831,-2.76E-14
-23.29897812,3.77E-09,0.000828997,-9.23E-14
-27.36506176,8.80E-09,0.000571692,-2.25E-13
-22.37141297,1.51E-08,-0.000677294,-4.67E-13
1.061518021,3.42E-08,-0.003438408,-8.97E-13
34.17197992,6.00E-08,-0.006522336,-1.63E-12
92.6244006,1.72E-07,-0.054477945,-2.07E-11
252.05603,4.36E-07,0.289742582,8.12E-11
3.91E+10,3.91E+10,3.91E+10,3.91E+10
257.6824812,4.36E-07,0.29070465,8.13E-11
91.15583584,1.72E-07,-0.054609801,-2.07E-11
249.4986804,4.28E-07,0.295123112,8.35E-11
33.56761095,6.00E-08,-0.006563879,-1.64E-12
81.38750239,1.10E-07,-0.024505695,-9.99E-12
248.8969105,4.26E-07,0.295446042,8.36E-11
0.755777134,3.42E-08,-0.003453346,-8.98E-13
33.50200022,5.83E-08,-0.005759135,-1.40E-12
91.93646134,1.67E-07,-0.052858904,-2.03E-11
252.0225527,4.26E-07,0.296119867,8.37E-11
-22.66533231,1.50E-08,-0.000675689,-4.69E-13
-7.070361696,2.45E-08,-0.002958127,-7.17E-13
34.56736469,5.77E-08,-0.005777693,-1.38E-12
83.37026015,1.09E-07,-0.024448899,-9.94E-12
249.698898,4.26E-07,0.295456956,8.36E-11
-27.6092613,8.78E-09,0.000585751,-2.24E-13
-21.4412265,1.44E-08,-0.000764483,-3.92E-13
2.315859394,3.26E-08,-0.00324484,-7.48E-13
35.16572246,5.76E-08,-0.005781554,-1.38E-12
92.5873574,1.67E-07,-0.052858078,-2.03E-11
249.5048094,4.26E-07,0.295470781,8.36E-11
-23.40110641,3.75E-09,0.000834529,-9.18E-14
-24.70420335,6.26E-09,0.000365897,-1.83E-13
-20.18898414,1.42E-08,-0.00083303,-3.92E-13
-5.322179782,2.42E-08,-0.003043874,-7.09E-13
35.63242994,5.76E-08,-0.005774847,-1.37E-12
84.52579181,1.09E-07,-0.024476332,-9.94E-12
252.0474639,4.26E-07,0.295761742,8.36E-11
-18.54798916,2.05E-09,0.00067083,-2.74E-14
-21.90300524,3.52E-09,0.000646424,-7.37E-14
-25.04982465,8.25E-09,0.000338266,-1.88E-13
-19.96554795,1.42E-08,-0.000844603,-3.92E-13
2.852869169,3.26E-08,-0.00326416,-7.47E-13
35.30429756,5.76E-08,-0.005799686,-1.38E-12
91.1296997,1.67E-07,-0.053012317,-2.03E-11
252.5124022,4.26E-07,0.295655167,8.36E-11
-11.11992191,7.85E-10,0.000393312,-5.55E-15
-14.54093748,1.41E-09,0.000511431,-2.42E-14
-21.26217525,3.48E-09,0.000627206,-7.50E-14
-23.70993938,6.18E-09,0.00032226,-1.85E-13
-19.8932947,1.42E-08,-0.000841218,-3.92E-13
-5.17674574,2.42E-08,-0.003056274,-7.10E-13
35.55990842,5.76E-08,-0.005839213,-1.38E-12
84.41238538,1.09E-07,-0.024435939,-9.93E-12
250.9799826,4.26E-07,0.295790465,8.37E-11
-7.397379202,3.78E-10,0.000160556,3.74E-15
-10.17720044,7.13E-10,0.000315101,-2.24E-15
-16.79741614,1.88E-09,0.000529357,-2.12E-14
-21.18700882,3.47E-09,0.000627471,-7.50E-14
-24.86811481,8.24E-09,0.000339585,-1.88E-13
-19.8653831,1.42E-08,-0.00083953,-3.92E-13
3.071146841,3.26E-08,-0.003287303,-7.49E-13
35.59142209,5.76E-08,-0.005807975,-1.38E-12
92.21082649,1.67E-07,-0.053054049,-2.03E-11
251.7355932,4.26E-07,0.295921901,8.37E-11
-5.202762207,1.24E-10,3.28E-04,3.05E-15
-5.611246996,2.46E-10,7.09E-05,2.16E-15
-10.01997102,7.07E-10,0.000307576,-3.04E-15
-14.18594528,1.39E-09,0.00050329,-2.53E-14
-21.20312612,3.47E-09,0.000627524,-7.50E-14
-23.70358405,6.19E-09,0.000323579,-1.85E-13
-19.82136742,1.42E-08,-0.0008526,-3.94E-13
-5.197732467,2.42E-08,-0.00306208,-7.11E-13
35.52568299,5.76E-08,-0.005810014,-1.38E-12
84.62279139,1.09E-07,-0.024463702,-9.93E-12
255.1641295,4.26E-07,0.295772259,8.36E-11
-2.331217179,4.73E-11,-6.01E-05,2.66E-15
-4.047549126,1.06E-10,1.53E-04,3.17E-15
-6.604258817,3.34E-10,0.000122816,4.31E-15
-9.970783358,7.06E-10,0.000312653,-3.00E-15
-16.77264767,1.88E-09,0.000530206,-2.12E-14
-21.20495392,3.48E-09,0.000628322,-7.49E-14
-24.84310094,8.25E-09,0.000336077,-1.89E-13
-19.93039238,1.42E-08,-0.000842545,-3.93E-13
2.788232674,3.26E-08,-0.003270978,-7.48E-13
35.24153804,5.76E-08,-0.00582169,-1.38E-12
90.5702515,1.67E-07,-0.052986865,-2.03E-11
250.511646,4.26E-07,0.2955358,8.36E-11
-0.882343728,1.10E-11,-1.15E-05,1.06E-15
-1.474860151,2.80E-11,-1.24E-05,1.87E-15
-4.038770525,1.06E-10,1.67E-04,2.88E-15
-5.414474575,2.46E-10,1.03E-04,1.74E-15
-9.973817931,7.06E-10,0.000312183,-3.06E-15
-14.19177274,1.39E-09,0.000502704,-2.53E-14
-21.18880472,3.48E-09,0.000625819,-7.55E-14
-23.73911718,6.19E-09,0.000321684,-1.85E-13
-19.99437326,1.42E-08,-0.000842805,-3.92E-13
-5.356286377,2.42E-08,-0.00305731,-7.10E-13
34.9472761,5.76E-08,-0.005776775,-1.37E-12
83.9333341,1.09E-07,-0.024479,-9.95E-12
248.3662255,4.26E-07,0.29611447,8.37E-11
-0.385146242,-2.40E-14,-1.71E-05,6.44E-16
-0.691238382,5.18E-12,-1.43E-05,1.28E-15
-1.924314539,3.62E-11,-4.46E-05,2.78E-15
-4.018675652,1.06E-10,1.61E-04,2.93E-15
-6.60136585,3.33E-10,0.000122699,4.37E-15
